cell	mapping_rate
mSp_rep3_001	96.88
mSp_rep3_002	97.48
mSp_rep3_003	96.89
mSp_rep3_004	97.34
mSp_rep3_005	97.26
mSp_rep3_006	97.11
mSp_rep3_007	97.42
mSp_rep3_008	97.08
mSp_rep3_009	96.95
mSp_rep3_010	96.56
mSp_rep3_011	97.32
mSp_rep3_012	97.88
mSp_rep3_013	97.08
mSp_rep3_014	97.54
mSp_rep3_015	94.74
mSp_rep3_016	97.68
mSp_rep3_017	97.32
mSp_rep3_018	97.21
mSp_rep3_019	97.58
mSp_rep3_020	97.50
mSp_rep3_021	98.08
mSp_rep3_022	96.62
mSp_rep3_023	97.12
mSp_rep3_024	97.16
mSp_rep3_025	96.39
mSp_rep3_026	97.53
mSp_rep3_027	97.38
mSp_rep3_028	97.30
mSp_rep3_029	97.64
mSp_rep3_030	97.11
mSp_rep3_031	97.21
mSp_rep3_032	96.83
mSp_rep3_033	93.31
mSp_rep3_034	97.11
mSp_rep3_035	97.39
mSp_rep3_036	97.69
mSp_rep3_037	97.32
mSp_rep3_038	95.52
mSp_rep3_039	96.74
mSp_rep3_040	99.07
mSp_rep3_041	97.80
mSp_rep3_042	97.96
mSp_rep3_043	95.72
mSp_rep3_044	97.35
mSp_rep3_045	97.75
mSp_rep3_046	97.34
mSp_rep3_047	97.59
mSp_rep3_048	96.87
mSp_rep3_049	96.73
mSp_rep3_050	97.43
mSp_rep3_051	96.92
mSp_rep3_052	95.90
mSp_rep3_053	96.80
mSp_rep3_054	97.16
mSp_rep3_055	97.07
mSp_rep3_056	96.78
mSp_rep3_057	97.23
mSp_rep3_058	97.29
mSp_rep3_059	93.98
mSp_rep3_060	96.99
mSp_rep3_061	97.00
mSp_rep3_062	96.77
mSp_rep3_063	96.80
mSp_rep3_064	96.76
mSp_rep3_065	97.17
mSp_rep3_066	95.54
mSp_rep3_067	97.07
mSp_rep3_068	96.55
mSp_rep3_069	94.70
mSp_rep3_070	96.20
mSp_rep3_071	97.24
mSp_rep3_072	97.03
mSp_rep3_073	97.27
mSp_rep3_074	97.79
mSp_rep3_075	97.12
mSp_rep3_076	97.47
mSp_rep3_077	97.80
mSp_rep3_078	97.32
mSp_rep3_079	96.92
mSp_rep3_080	97.16
mSp_rep3_081	91.53
mSp_rep3_082	96.28
mSp_rep3_083	97.35
mSp_rep3_084	96.59
mSp_rep3_085	97.34
mSp_rep3_086	97.65
mSp_rep3_087	97.61
mSp_rep3_088	97.33
mSp_rep3_089	97.48
mSp_rep3_090	97.82
mSp_rep3_091	97.64
mSp_rep3_092	98.10
mSp_rep3_093	96.60
mSp_rep3_094	97.25
mSp_rep3_095	96.07
mSp_rep3_096	94.53
mSp_rep3_097	95.80
mSp_rep3_098	97.29
mSp_rep3_099	96.84
mSp_rep3_100	96.62
mSp_rep3_101	97.45
mSp_rep3_102	97.04
mSp_rep3_103	97.01
mSp_rep3_104	97.17
mSp_rep3_105	96.73
mSp_rep3_106	97.16
mSp_rep3_107	97.14
mSp_rep3_108	97.76
mSp_rep3_109	97.34
mSp_rep3_110	96.88
mSp_rep3_111	96.58
mSp_rep3_112	97.60
mSp_rep3_113	97.11
mSp_rep3_114	96.87
mSp_rep3_115	97.11
mSp_rep3_116	97.49
mSp_rep3_117	97.01
mSp_rep3_118	97.27
mSp_rep3_119	95.91
mSp_rep3_120	96.72
mSp_rep3_121	96.92
mSp_rep3_122	97.22
mSp_rep3_123	97.16
mSp_rep3_124	96.82
mSp_rep3_125	97.03
mSp_rep3_126	84.76
mSp_rep3_127	97.39
mSp_rep3_128	96.16
mSp_rep3_129	97.43
mSp_rep3_130	96.84
mSp_rep3_131	97.55
mSp_rep3_132	97.13
mSp_rep3_133	97.00
mSp_rep3_134	97.19
mSp_rep3_135	96.98
mSp_rep3_136	97.59
mSp_rep3_137	97.54
mSp_rep3_138	97.61
mSp_rep3_139	96.40
mSp_rep3_140	97.79
mSp_rep3_141	96.81
mSp_rep3_142	97.37
mSp_rep3_143	96.99
mSp_rep3_144	96.73
mSp_rep3_145	97.01
mSp_rep3_146	97.54
mSp_rep3_147	97.01
mSp_rep3_148	97.00
mSp_rep3_149	96.64
mSp_rep3_150	96.69
mSp_rep3_151	96.70
mSp_rep3_152	96.96
mSp_rep3_153	96.01
mSp_rep3_154	96.94
mSp_rep3_155	97.22
mSp_rep3_156	97.05
mSp_rep3_157	97.27
mSp_rep3_158	97.41
mSp_rep3_159	96.77
mSp_rep3_160	97.59
mSp_rep3_161	97.47
mSp_rep3_162	97.26
mSp_rep3_163	97.22
mSp_rep3_164	96.55
mSp_rep3_165	97.38
mSp_rep3_166	97.11
mSp_rep3_167	97.36
mSp_rep3_168	97.05
mSp_rep3_169	97.05
mSp_rep3_170	96.47
mSp_rep3_171	97.21
mSp_rep3_172	97.33
mSp_rep3_173	97.75
mSp_rep3_174	96.85
mSp_rep3_175	97.38
mSp_rep3_176	96.32
mSp_rep3_177	97.11
mSp_rep3_178	96.16
mSp_rep3_179	97.50
mSp_rep3_180	97.09
mSp_rep3_181	96.58
mSp_rep3_182	96.99
mSp_rep3_183	97.83
mSp_rep3_184	97.29
mSp_rep3_185	97.41
mSp_rep3_186	94.63
mSp_rep3_187	97.57
mSp_rep3_188	97.31
mSp_rep3_189	97.78
mSp_rep3_190	94.57
