cell	sequencing_depth
mSp_rep3_001	839172
mSp_rep3_002	177155
mSp_rep3_003	3340248
mSp_rep3_004	895597
mSp_rep3_005	772897
mSp_rep3_006	738668
mSp_rep3_007	629051
mSp_rep3_008	1054538
mSp_rep3_009	806348
mSp_rep3_010	749366
mSp_rep3_011	745166
mSp_rep3_012	836785
mSp_rep3_013	717368
mSp_rep3_014	625756
mSp_rep3_015	628765
mSp_rep3_016	882361
mSp_rep3_017	437991
mSp_rep3_018	326895
mSp_rep3_019	372521
mSp_rep3_020	465360
mSp_rep3_021	356535
mSp_rep3_022	529891
mSp_rep3_023	445232
mSp_rep3_024	751427
mSp_rep3_025	646735
mSp_rep3_026	166386
mSp_rep3_027	854456
mSp_rep3_028	755636
mSp_rep3_029	648337
mSp_rep3_030	771648
mSp_rep3_031	1297296
mSp_rep3_032	776566
mSp_rep3_033	2182931
mSp_rep3_034	664876
mSp_rep3_035	1806380
mSp_rep3_036	197699
mSp_rep3_037	640764
mSp_rep3_038	527249
mSp_rep3_039	658139
mSp_rep3_040	20888
mSp_rep3_041	371209
mSp_rep3_042	70512
mSp_rep3_043	660687
mSp_rep3_044	484789
mSp_rep3_045	353335
mSp_rep3_046	1335303
mSp_rep3_047	368852
mSp_rep3_048	327752
mSp_rep3_049	966046
mSp_rep3_050	771700
mSp_rep3_051	934861
mSp_rep3_052	760439
mSp_rep3_053	1565292
mSp_rep3_054	1020893
mSp_rep3_055	560963
mSp_rep3_056	793454
mSp_rep3_057	845054
mSp_rep3_058	703152
mSp_rep3_059	38202
mSp_rep3_060	795957
mSp_rep3_061	1427900
mSp_rep3_062	521807
mSp_rep3_063	510557
mSp_rep3_064	880106
mSp_rep3_065	637631
mSp_rep3_066	581837
mSp_rep3_067	250791
mSp_rep3_068	385432
mSp_rep3_069	615655
mSp_rep3_070	1263376
mSp_rep3_071	581650
mSp_rep3_072	753269
mSp_rep3_073	864326
mSp_rep3_074	387889
mSp_rep3_075	750686
mSp_rep3_076	818133
mSp_rep3_077	552425
mSp_rep3_078	1004356
mSp_rep3_079	741256
mSp_rep3_080	544719
mSp_rep3_081	6343581
mSp_rep3_082	912583
mSp_rep3_083	701718
mSp_rep3_084	512007
mSp_rep3_085	741137
mSp_rep3_086	461191
mSp_rep3_087	537018
mSp_rep3_088	733114
mSp_rep3_089	232173
mSp_rep3_090	446885
mSp_rep3_091	551068
mSp_rep3_092	3106
mSp_rep3_093	1140579
mSp_rep3_094	749816
mSp_rep3_095	682614
mSp_rep3_096	752754
mSp_rep3_097	946108
mSp_rep3_098	675237
mSp_rep3_099	918281
mSp_rep3_100	1152029
mSp_rep3_101	500105
mSp_rep3_102	517138
mSp_rep3_103	983700
mSp_rep3_104	775957
mSp_rep3_105	271878
mSp_rep3_106	675584
mSp_rep3_107	512123
mSp_rep3_108	502484
mSp_rep3_109	624243
mSp_rep3_110	1040970
mSp_rep3_111	482654
mSp_rep3_112	521388
mSp_rep3_113	513738
mSp_rep3_114	912532
mSp_rep3_115	574932
