cell	sequencing_depth
mSp_rep3_001	313707
mSp_rep3_002	66271
mSp_rep3_003	1251903
mSp_rep3_004	334857
mSp_rep3_005	288958
mSp_rep3_006	276147
mSp_rep3_007	235131
mSp_rep3_008	394425
mSp_rep3_009	301418
mSp_rep3_010	280073
mSp_rep3_011	278548
mSp_rep3_012	312819
mSp_rep3_013	268260
mSp_rep3_014	233892
mSp_rep3_015	235029
mSp_rep3_016	329924
mSp_rep3_017	163808
mSp_rep3_018	122282
mSp_rep3_019	139331
mSp_rep3_020	174048
mSp_rep3_021	133400
mSp_rep3_022	198081
mSp_rep3_023	166572
mSp_rep3_024	280852
mSp_rep3_025	241675
mSp_rep3_026	62243
mSp_rep3_027	319482
mSp_rep3_028	282431
mSp_rep3_029	242263
mSp_rep3_030	288522
mSp_rep3_031	485164
mSp_rep3_032	290315
mSp_rep3_033	817861
mSp_rep3_034	248452
mSp_rep3_035	676909
mSp_rep3_036	73907
mSp_rep3_037	239423
mSp_rep3_038	197113
mSp_rep3_039	245963
mSp_rep3_040	7759
mSp_rep3_041	138844
mSp_rep3_042	26501
mSp_rep3_043	246908
mSp_rep3_044	181338
mSp_rep3_045	132237
mSp_rep3_046	499577
mSp_rep3_047	137933
mSp_rep3_048	122598
mSp_rep3_049	361131
mSp_rep3_050	288545
mSp_rep3_051	349563
mSp_rep3_052	284283
mSp_rep3_053	586355
mSp_rep3_054	381785
mSp_rep3_055	209598
mSp_rep3_056	296607
mSp_rep3_057	315938
mSp_rep3_058	262991
mSp_rep3_059	14289
mSp_rep3_060	297556
mSp_rep3_061	534487
mSp_rep3_062	195114
mSp_rep3_063	190892
mSp_rep3_064	329064
mSp_rep3_065	238297
mSp_rep3_066	217429
mSp_rep3_067	93812
mSp_rep3_068	144175
mSp_rep3_069	230187
mSp_rep3_070	472436
mSp_rep3_071	217368
mSp_rep3_072	281554
mSp_rep3_073	323174
mSp_rep3_074	145104
mSp_rep3_075	280594
mSp_rep3_076	305780
mSp_rep3_077	206418
mSp_rep3_078	375687
mSp_rep3_079	277087
mSp_rep3_080	203559
mSp_rep3_081	2377060
mSp_rep3_082	341264
mSp_rep3_083	262457
mSp_rep3_084	191424
mSp_rep3_085	277043
mSp_rep3_086	172561
mSp_rep3_087	200684
mSp_rep3_088	274111
mSp_rep3_089	86904
mSp_rep3_090	167175
mSp_rep3_091	205945
mSp_rep3_092	1125
mSp_rep3_093	426530
mSp_rep3_094	280245
mSp_rep3_095	255232
mSp_rep3_096	281345
mSp_rep3_097	353694
mSp_rep3_098	252442
mSp_rep3_099	343402
mSp_rep3_100	430830
mSp_rep3_101	187095
mSp_rep3_102	193354
mSp_rep3_103	367893
mSp_rep3_104	290083
mSp_rep3_105	101611
mSp_rep3_106	252579
mSp_rep3_107	191471
mSp_rep3_108	187941
mSp_rep3_109	233350
mSp_rep3_110	389363
mSp_rep3_111	180558
mSp_rep3_112	194954
mSp_rep3_113	192083
mSp_rep3_114	341244
mSp_rep3_115	214810
mSp_rep3_116	151509
mSp_rep3_117	64561
mSp_rep3_118	211575
mSp_rep3_119	54357
mSp_rep3_120	399286
mSp_rep3_121	294133
mSp_rep3_122	333876
mSp_rep3_123	248344
mSp_rep3_124	332966
mSp_rep3_125	194341
mSp_rep3_126	244012
mSp_rep3_127	312920
mSp_rep3_128	178078
mSp_rep3_129	450694
mSp_rep3_130	491308
mSp_rep3_131	183811
mSp_rep3_132	994774
mSp_rep3_133	214131
mSp_rep3_134	231513
mSp_rep3_135	179010
mSp_rep3_136	131496
mSp_rep3_137	265799
mSp_rep3_138	153978
mSp_rep3_139	210549
mSp_rep3_140	126637
mSp_rep3_141	189496
mSp_rep3_142	179946
mSp_rep3_143	235610
mSp_rep3_144	349032
mSp_rep3_145	314355
mSp_rep3_146	283359
mSp_rep3_147	204458
mSp_rep3_148	214356
mSp_rep3_149	268051
mSp_rep3_150	257381
mSp_rep3_151	365355
mSp_rep3_152	379927
mSp_rep3_153	614439
mSp_rep3_154	354356
mSp_rep3_155	163178
mSp_rep3_156	255807
mSp_rep3_157	68682
mSp_rep3_158	203972
mSp_rep3_159	142993
mSp_rep3_160	119469
mSp_rep3_161	149561
mSp_rep3_162	231772
mSp_rep3_163	379005
mSp_rep3_164	79589
mSp_rep3_165	210554
mSp_rep3_166	161927
mSp_rep3_167	251160
mSp_rep3_168	543440
mSp_rep3_169	22369
mSp_rep3_170	234482
mSp_rep3_171	410201
mSp_rep3_172	120648
mSp_rep3_173	185524
mSp_rep3_174	316645
mSp_rep3_175	468206
mSp_rep3_176	200701
mSp_rep3_177	288012
mSp_rep3_178	621234
mSp_rep3_179	86372
mSp_rep3_180	126401
mSp_rep3_181	311198
mSp_rep3_182	120997
mSp_rep3_183	162101
mSp_rep3_184	163048
mSp_rep3_185	132701
mSp_rep3_186	232762
mSp_rep3_187	165236
mSp_rep3_188	176716
mSp_rep3_189	161273
mSp_rep3_190	251674
mSp_rep3_191	169368
mSp_rep3_192	204323
mSp_rep3_193	191998
mSp_rep3_194	50657
mSp_rep3_195	239806
mSp_rep3_196	95055
mSp_rep3_197	38385
mSp_rep3_198	137399
mSp_rep3_199	266895
mSp_rep3_200	364423
mSp_rep3_201	276073
mSp_rep3_202	166632
mSp_rep3_203	203067
mSp_rep3_204	301836
mSp_rep3_205	192946
mSp_rep3_206	192866
mSp_rep3_207	224460
mSp_rep3_208	99676
mSp_rep3_209	360631
mSp_rep3_210	379202
mSp_rep3_211	239522
mSp_rep3_212	189676
mSp_rep3_213	162617
mSp_rep3_214	495811
mSp_rep3_215	196169
mSp_rep3_216	555159
mSp_rep3_217	146322
mSp_rep3_218	409621
mSp_rep3_219	234154
mSp_rep3_220	158175
mSp_rep3_221	115228
mSp_rep3_222	413508
mSp_rep3_223	20524
mSp_rep3_224	155113
mSp_rep3_225	419034
mSp_rep3_226	523855
mSp_rep3_227	286556
mSp_rep3_228	398278
mSp_rep3_229	146922
mSp_rep3_230	295056
mSp_rep3_231	208473
mSp_rep3_232	92025
mSp_rep3_233	250217
mSp_rep3_234	206294
