cell	uniq_frags
mSp_rep3_001	32380.000000
mSp_rep3_002	6200.000000
mSp_rep3_003	124269.000000
mSp_rep3_004	36178.000000
mSp_rep3_005	33114.000000
mSp_rep3_006	30726.000000
mSp_rep3_007	24479.000000
mSp_rep3_008	44356.000000
mSp_rep3_009	33519.000000
mSp_rep3_010	28882.000000
mSp_rep3_011	32181.000000
mSp_rep3_012	37158.000000
mSp_rep3_013	31657.000000
mSp_rep3_014	30160.000000
mSp_rep3_015	28854.000000
mSp_rep3_016	37522.000000
mSp_rep3_017	21873.000000
mSp_rep3_018	18340.000000
mSp_rep3_019	19330.000000
mSp_rep3_020	22591.000000
mSp_rep3_021	18749.000000
mSp_rep3_022	23054.000000
mSp_rep3_023	21566.000000
mSp_rep3_024	32702.000000
mSp_rep3_025	24100.000000
mSp_rep3_026	6788.000000
mSp_rep3_027	31320.000000
mSp_rep3_028	33656.000000
mSp_rep3_029	29855.000000
mSp_rep3_030	29246.000000
mSp_rep3_031	48842.000000
mSp_rep3_032	32683.000000
mSp_rep3_033	82290.000000
mSp_rep3_034	27059.000000
mSp_rep3_035	82910.000000
mSp_rep3_036	9093.000000
mSp_rep3_037	28511.000000
mSp_rep3_038	27591.000000
mSp_rep3_039	30268.000000
mSp_rep3_040	191.000000
mSp_rep3_041	21187.000000
mSp_rep3_042	2722.000000
mSp_rep3_043	28844.000000
mSp_rep3_044	25705.000000
mSp_rep3_045	18655.000000
mSp_rep3_046	58070.000000
mSp_rep3_047	18752.000000
mSp_rep3_048	12606.000000
mSp_rep3_049	35441.000000
mSp_rep3_050	34096.000000
mSp_rep3_051	35790.000000
mSp_rep3_052	32673.000000
mSp_rep3_053	63600.000000
mSp_rep3_054	42600.000000
mSp_rep3_055	21981.000000
mSp_rep3_056	33367.000000
mSp_rep3_057	34259.000000
mSp_rep3_058	27724.000000
mSp_rep3_059	1055.000000
mSp_rep3_060	38187.000000
mSp_rep3_061	64040.000000
mSp_rep3_062	28306.000000
mSp_rep3_063	27216.000000
mSp_rep3_064	37105.000000
mSp_rep3_065	35710.000000
mSp_rep3_066	30431.000000
mSp_rep3_067	11611.000000
mSp_rep3_068	23398.000000
mSp_rep3_069	33004.000000
mSp_rep3_070	54091.000000
mSp_rep3_071	32119.000000
mSp_rep3_072	33549.000000
mSp_rep3_073	31669.000000
mSp_rep3_074	17967.000000
mSp_rep3_075	27778.000000
mSp_rep3_076	33223.000000
mSp_rep3_077	23981.000000
mSp_rep3_078	41502.000000
mSp_rep3_079	28851.000000
mSp_rep3_080	25134.000000
mSp_rep3_081	241361.000000
mSp_rep3_082	37914.000000
mSp_rep3_083	33306.000000
mSp_rep3_084	24011.000000
mSp_rep3_085	32488.000000
mSp_rep3_086	24817.000000
mSp_rep3_087	26820.000000
mSp_rep3_088	33472.000000
mSp_rep3_089	15795.000000
mSp_rep3_090	24822.000000
mSp_rep3_091	25537.000000
mSp_rep3_092	19.000000
mSp_rep3_093	55888.000000
mSp_rep3_094	34223.000000
mSp_rep3_095	36642.000000
mSp_rep3_096	30824.000000
mSp_rep3_097	37185.000000
mSp_rep3_098	31378.000000
mSp_rep3_099	33948.000000
mSp_rep3_100	50602.000000
mSp_rep3_101	22254.000000
mSp_rep3_102	21285.000000
mSp_rep3_103	39899.000000
mSp_rep3_104	33866.000000
mSp_rep3_105	10239.000000
mSp_rep3_106	26934.000000
mSp_rep3_107	28328.000000
mSp_rep3_108	23389.000000
mSp_rep3_109	29117.000000
mSp_rep3_110	54920.000000
mSp_rep3_111	24312.000000
mSp_rep3_112	25694.000000
mSp_rep3_113	28804.000000
mSp_rep3_114	48071.000000
mSp_rep3_115	23652.000000
mSp_rep3_116	24374.000000
mSp_rep3_117	9393.000000
mSp_rep3_118	24620.000000
mSp_rep3_119	7508.000000
mSp_rep3_120	46773.000000
mSp_rep3_121	29526.000000
mSp_rep3_122	38075.000000
mSp_rep3_123	24257.000000
mSp_rep3_124	34517.000000
mSp_rep3_125	23165.000000
mSp_rep3_126	23293.000000
mSp_rep3_127	34426.000000
mSp_rep3_128	26722.000000
mSp_rep3_129	58988.000000
mSp_rep3_130	51675.000000
mSp_rep3_131	24477.000000
mSp_rep3_132	114364.000000
mSp_rep3_133	26739.000000
mSp_rep3_134	27612.000000
mSp_rep3_135	26113.000000
mSp_rep3_136	18912.000000
mSp_rep3_137	31924.000000
mSp_rep3_138	22948.000000
mSp_rep3_139	26824.000000
mSp_rep3_140	18852.000000
mSp_rep3_141	27332.000000
mSp_rep3_142	19360.000000
mSp_rep3_143	35096.000000
mSp_rep3_144	41984.000000
mSp_rep3_145	32314.000000
mSp_rep3_146	36236.000000
mSp_rep3_147	21139.000000
mSp_rep3_148	29465.000000
mSp_rep3_149	36374.000000
mSp_rep3_150	28632.000000
mSp_rep3_151	42668.000000
mSp_rep3_152	45767.000000
mSp_rep3_153	63790.000000
mSp_rep3_154	39911.000000
mSp_rep3_155	20918.000000
mSp_rep3_156	33789.000000
mSp_rep3_157	6654.000000
mSp_rep3_158	30758.000000
mSp_rep3_159	21354.000000
mSp_rep3_160	17279.000000
mSp_rep3_161	24248.000000
mSp_rep3_162	34601.000000
mSp_rep3_163	45399.000000
mSp_rep3_164	18468.000000
mSp_rep3_165	29431.000000
mSp_rep3_166	20686.000000
mSp_rep3_167	37081.000000
mSp_rep3_168	67898.000000
mSp_rep3_169	2054.000000
mSp_rep3_170	27665.000000
mSp_rep3_171	41672.000000
mSp_rep3_172	11911.000000
mSp_rep3_173	22662.000000
mSp_rep3_174	34407.000000
mSp_rep3_175	48008.000000
mSp_rep3_176	23014.000000
mSp_rep3_177	32685.000000
mSp_rep3_178	73943.000000
mSp_rep3_179	10691.000000
mSp_rep3_180	15773.000000
mSp_rep3_181	36864.000000
mSp_rep3_182	15199.000000
mSp_rep3_183	24953.000000
mSp_rep3_184	23569.000000
mSp_rep3_185	22210.000000
mSp_rep3_186	32921.000000
mSp_rep3_187	21051.000000
mSp_rep3_188	24413.000000
mSp_rep3_189	22215.000000
mSp_rep3_190	30676.000000
mSp_rep3_191	24988.000000
