cell	mapping_rate
mSp_rep3_001	96.91
mSp_rep3_002	97.47
mSp_rep3_003	96.88
mSp_rep3_004	97.33
mSp_rep3_005	97.23
mSp_rep3_006	97.11
mSp_rep3_007	97.43
mSp_rep3_008	97.07
mSp_rep3_009	96.94
mSp_rep3_010	96.54
mSp_rep3_011	97.35
mSp_rep3_012	97.86
mSp_rep3_013	97.09
mSp_rep3_014	97.55
mSp_rep3_015	94.72
mSp_rep3_016	97.72
mSp_rep3_017	97.32
mSp_rep3_018	97.20
mSp_rep3_019	97.58
mSp_rep3_020	97.48
mSp_rep3_021	98.06
mSp_rep3_022	96.66
mSp_rep3_023	97.12
mSp_rep3_024	97.16
mSp_rep3_025	96.37
mSp_rep3_026	97.46
mSp_rep3_027	97.36
mSp_rep3_028	97.29
mSp_rep3_029	97.61
mSp_rep3_030	97.10
mSp_rep3_031	97.18
mSp_rep3_032	96.85
mSp_rep3_033	93.32
mSp_rep3_034	97.14
mSp_rep3_035	97.39
mSp_rep3_036	97.63
mSp_rep3_037	97.32
mSp_rep3_038	95.50
mSp_rep3_039	96.71
mSp_rep3_040	99.14
mSp_rep3_041	97.74
mSp_rep3_042	98.02
mSp_rep3_043	95.73
mSp_rep3_044	97.34
mSp_rep3_045	97.77
mSp_rep3_046	97.33
mSp_rep3_047	97.59
mSp_rep3_048	96.84
mSp_rep3_049	96.76
mSp_rep3_050	97.48
mSp_rep3_051	96.90
mSp_rep3_052	95.87
mSp_rep3_053	96.79
mSp_rep3_054	97.15
mSp_rep3_055	97.07
mSp_rep3_056	96.77
mSp_rep3_057	97.21
mSp_rep3_058	97.26
mSp_rep3_059	94.09
mSp_rep3_060	97.03
mSp_rep3_061	97.00
mSp_rep3_062	96.81
mSp_rep3_063	96.84
mSp_rep3_064	96.77
mSp_rep3_065	97.15
mSp_rep3_066	95.53
mSp_rep3_067	96.98
mSp_rep3_068	96.59
mSp_rep3_069	94.69
mSp_rep3_070	96.20
mSp_rep3_071	97.25
mSp_rep3_072	97.06
mSp_rep3_073	97.31
mSp_rep3_074	97.76
mSp_rep3_075	97.12
mSp_rep3_076	97.49
mSp_rep3_077	97.83
mSp_rep3_078	97.31
mSp_rep3_079	96.94
mSp_rep3_080	97.18
mSp_rep3_081	91.53
mSp_rep3_082	96.28
mSp_rep3_083	97.36
mSp_rep3_084	96.61
mSp_rep3_085	97.35
mSp_rep3_086	97.64
mSp_rep3_087	97.60
mSp_rep3_088	97.34
mSp_rep3_089	97.43
mSp_rep3_090	97.80
mSp_rep3_091	97.68
mSp_rep3_092	98.31
mSp_rep3_093	96.64
mSp_rep3_094	97.22
mSp_rep3_095	96.09
