cell	mt_content
mSp_rep3_001	0.026809
mSp_rep3_002	0.144710
mSp_rep3_003	0.030444
mSp_rep3_004	0.008360
mSp_rep3_005	0.015461
mSp_rep3_006	0.009701
mSp_rep3_007	0.010510
mSp_rep3_008	0.025336
mSp_rep3_009	0.032724
mSp_rep3_010	0.043135
mSp_rep3_011	0.032878
mSp_rep3_012	0.012596
mSp_rep3_013	0.020028
mSp_rep3_014	0.013218
mSp_rep3_015	0.006268
mSp_rep3_016	0.049161
mSp_rep3_017	0.017209
mSp_rep3_018	0.025298
mSp_rep3_019	0.013675
mSp_rep3_020	0.036467
mSp_rep3_021	0.009090
mSp_rep3_022	0.024458
mSp_rep3_023	0.021861
mSp_rep3_024	0.018842
mSp_rep3_025	0.018410
mSp_rep3_026	0.083693
mSp_rep3_027	0.018059
mSp_rep3_028	0.000831
mSp_rep3_029	0.010211
mSp_rep3_030	0.041303
mSp_rep3_031	0.022495
mSp_rep3_032	0.057366
mSp_rep3_033	0.000547
mSp_rep3_034	0.009590
mSp_rep3_035	0.019200
mSp_rep3_036	0.024461
mSp_rep3_037	0.018453
mSp_rep3_038	0.010366
mSp_rep3_039	0.010753
mSp_rep3_040	0.707951
mSp_rep3_041	0.029277
mSp_rep3_042	0.228239
mSp_rep3_043	0.014722
mSp_rep3_044	0.023255
mSp_rep3_045	0.004589
mSp_rep3_046	0.032296
mSp_rep3_047	0.031155
mSp_rep3_048	0.058129
mSp_rep3_049	0.014570
mSp_rep3_050	0.021327
mSp_rep3_051	0.012690
mSp_rep3_052	0.020887
mSp_rep3_053	0.020966
mSp_rep3_054	0.013272
mSp_rep3_055	0.036808
mSp_rep3_056	0.021065
mSp_rep3_057	0.004764
mSp_rep3_058	0.008015
mSp_rep3_059	0.276902
mSp_rep3_060	0.011826
mSp_rep3_061	0.021543
mSp_rep3_062	0.009656
mSp_rep3_063	0.007585
mSp_rep3_064	0.005947
mSp_rep3_065	0.015575
mSp_rep3_066	0.028850
mSp_rep3_067	0.018927
mSp_rep3_068	0.002558
mSp_rep3_069	0.019431
mSp_rep3_070	0.008378
mSp_rep3_071	0.012027
mSp_rep3_072	0.028157
mSp_rep3_073	0.027305
mSp_rep3_074	0.032732
mSp_rep3_075	0.028266
mSp_rep3_076	0.018610
mSp_rep3_077	0.023297
mSp_rep3_078	0.018842
mSp_rep3_079	0.027997
mSp_rep3_080	0.024983
mSp_rep3_081	0.000182
mSp_rep3_082	0.017568
mSp_rep3_083	0.032505
mSp_rep3_084	0.027737
mSp_rep3_085	0.055938
mSp_rep3_086	0.061526
mSp_rep3_087	0.007696
mSp_rep3_088	0.021430
mSp_rep3_089	0.021739
mSp_rep3_090	0.008983
mSp_rep3_091	0.008426
mSp_rep3_092	0.851562
mSp_rep3_093	0.021157
mSp_rep3_094	0.014229
mSp_rep3_095	0.024519
mSp_rep3_096	0.003298
mSp_rep3_097	0.019926
mSp_rep3_098	0.005483
mSp_rep3_099	0.005624
mSp_rep3_100	0.014874
mSp_rep3_101	0.008554
mSp_rep3_102	0.024072
mSp_rep3_103	0.024617
mSp_rep3_104	0.016095
mSp_rep3_105	0.077484
mSp_rep3_106	0.038827
mSp_rep3_107	0.001516
mSp_rep3_108	0.033472
mSp_rep3_109	0.003047
mSp_rep3_110	0.012621
mSp_rep3_111	0.018609
mSp_rep3_112	0.040803
mSp_rep3_113	0.016828
mSp_rep3_114	0.031432
mSp_rep3_115	0.012071
mSp_rep3_116	0.039486
mSp_rep3_117	0.051500
mSp_rep3_118	0.011602
