cell	mt_content
mCPC_E8.5_001	0.089570
mCPC_E8.5_002	0.393813
mCPC_E8.5_003	0.304992
mCPC_E8.5_004	0.154739
mCPC_E8.5_005	0.212044
mCPC_E8.5_006	0.135977
mCPC_E8.5_007	0.129556
mCPC_E8.5_008	0.137725
mCPC_E8.5_009	0.123986
mCPC_E8.5_010	0.217723
mCPC_E8.5_011	0.098273
mCPC_E8.5_012	0.116788
mCPC_E8.5_013	0.011452
mCPC_E8.5_014	0.128088
mCPC_E8.5_015	0.121194
mCPC_E8.5_016	0.141973
mCPC_E8.5_017	0.204473
mCPC_E8.5_018	0.102696
mCPC_E8.5_019	0.126935
mCPC_E8.5_020	0.104990
mCPC_E8.5_021	0.031056
mCPC_E8.5_022	0.165929
mCPC_E8.5_023	0.124677
mCPC_E8.5_024	0.115451
mCPC_E8.5_025	0.089273
mCPC_E8.5_026	0.129337
mCPC_E8.5_027	0.097627
mCPC_E8.5_028	0.184398
mCPC_E8.5_029	0.154507
mCPC_E8.5_030	0.067528
mCPC_E8.5_031	0.103323
mCPC_E8.5_032	0.115755
mCPC_E8.5_033	0.160537
mCPC_E8.5_034	0.083877
mCPC_E8.5_035	0.223746
mCPC_E8.5_036	0.126464
mCPC_E8.5_037	0.091206
mCPC_E8.5_038	0.186326
mCPC_E8.5_039	0.086213
mCPC_E8.5_040	0.095619
mCPC_E8.5_041	0.123359
mCPC_E8.5_042	0.238966
mCPC_E8.5_043	0.203095
mCPC_E8.5_044	0.139873
mCPC_E8.5_045	0.108306
mCPC_E8.5_046	0.129122
mCPC_E8.5_047	0.104966
mCPC_E8.5_048	0.140897
mCPC_E8.5_049	0.114029
mCPC_E8.5_050	0.133815
mCPC_E8.5_051	0.072591
mCPC_E8.5_052	0.170236
mCPC_E8.5_053	0.099388
mCPC_E8.5_054	0.108069
mCPC_E8.5_055	0.142025
mCPC_E8.5_056	0.152324
mCPC_E8.5_057	0.096225
mCPC_E8.5_058	0.144342
mCPC_E8.5_059	0.095970
mCPC_E8.5_060	0.114451
mCPC_E8.5_061	0.112448
mCPC_E8.5_062	0.119727
mCPC_E8.5_063	0.119052
mCPC_E8.5_064	0.055051
mCPC_E8.5_065	0.126170
mCPC_E8.5_066	0.100075
mCPC_E8.5_067	0.086578
mCPC_E8.5_068	0.113867
mCPC_E8.5_069	0.065747
mCPC_E8.5_070	0.126862
mCPC_E8.5_071	0.140530
mCPC_E8.5_072	0.121052
mCPC_E8.5_073	0.049514
mCPC_E8.5_074	0.114860
mCPC_E8.5_075	0.030959
