cell	frip
mCPC_E8.5_001	0.454476
mCPC_E8.5_002	0.784553
mCPC_E8.5_003	0.587478
mCPC_E8.5_004	0.560205
mCPC_E8.5_005	0.592612
mCPC_E8.5_006	0.599150
mCPC_E8.5_007	0.559527
mCPC_E8.5_008	0.603293
mCPC_E8.5_009	0.552407
mCPC_E8.5_010	0.615820
mCPC_E8.5_011	0.532816
mCPC_E8.5_012	0.496393
mCPC_E8.5_013	0.369456
mCPC_E8.5_014	0.491510
mCPC_E8.5_015	0.497073
mCPC_E8.5_016	0.613243
mCPC_E8.5_017	0.549127
mCPC_E8.5_018	0.470180
mCPC_E8.5_019	0.514626
mCPC_E8.5_020	0.484849
mCPC_E8.5_021	0.457647
mCPC_E8.5_022	0.653761
mCPC_E8.5_023	0.533904
mCPC_E8.5_024	0.471766
mCPC_E8.5_025	0.507999
mCPC_E8.5_026	0.551905
mCPC_E8.5_027	0.496656
mCPC_E8.5_028	0.576290
mCPC_E8.5_029	0.479291
mCPC_E8.5_030	0.463303
mCPC_E8.5_031	0.513530
mCPC_E8.5_032	0.544436
mCPC_E8.5_033	0.564063
mCPC_E8.5_034	0.447232
mCPC_E8.5_035	0.683103
mCPC_E8.5_036	0.477280
mCPC_E8.5_037	0.472605
mCPC_E8.5_038	0.559013
mCPC_E8.5_039	0.499741
mCPC_E8.5_040	0.486803
mCPC_E8.5_041	0.511420
mCPC_E8.5_042	0.642804
mCPC_E8.5_043	0.643523
mCPC_E8.5_044	0.569556
mCPC_E8.5_045	0.483961
mCPC_E8.5_046	0.464522
mCPC_E8.5_047	0.464804
mCPC_E8.5_048	0.540390
mCPC_E8.5_049	0.481030
mCPC_E8.5_050	0.506401
mCPC_E8.5_051	0.430760
mCPC_E8.5_052	0.557461
mCPC_E8.5_053	0.506387
mCPC_E8.5_054	0.506089
mCPC_E8.5_055	0.508330
mCPC_E8.5_056	0.559281
mCPC_E8.5_057	0.520529
mCPC_E8.5_058	0.524574
mCPC_E8.5_059	0.515177
mCPC_E8.5_060	0.594024
mCPC_E8.5_061	0.564974
mCPC_E8.5_062	0.496520
mCPC_E8.5_063	0.532203
mCPC_E8.5_064	0.438645
mCPC_E8.5_065	0.554184
mCPC_E8.5_066	0.520082
mCPC_E8.5_067	0.500329
mCPC_E8.5_068	0.475619
mCPC_E8.5_069	0.436565
mCPC_E8.5_070	0.533243
mCPC_E8.5_071	0.561362
mCPC_E8.5_072	0.535640
mCPC_E8.5_073	0.434278
mCPC_E8.5_074	0.481197
mCPC_E8.5_075	0.439663
mCPC_E8.5_076	0.554203
mCPC_E8.5_077	0.511833
mCPC_E8.5_078	0.606498
mCPC_E8.5_079	0.464518
mCPC_E8.5_080	0.533563
mCPC_E8.5_081	0.427678
mCPC_E8.5_082	0.523668
mCPC_E8.5_083	0.510746
mCPC_E8.5_084	0.566652
mCPC_E8.5_085	0.469501
mCPC_E8.5_086	0.500925
mCPC_E8.5_087	0.529084
mCPC_E8.5_088	0.444055
mCPC_E8.5_089	0.484395
mCPC_E8.5_090	0.516682
mCPC_E8.5_091	0.434497
mCPC_E8.5_092	0.572094
mCPC_E8.5_093	0.687803
mCPC_E8.5_094	0.471852
mCPC_E8.5_095	0.481204
mCPC_E8.5_096	0.774039
mCPC_E8.5_097	0.598015
mCPC_E8.5_098	0.529849
mCPC_E8.5_099	0.559616
mCPC_E8.5_100	0.529804
mCPC_E8.5_101	0.483347
mCPC_E8.5_102	0.464977
mCPC_E8.5_103	0.537111
mCPC_E8.5_104	0.540054
mCPC_E8.5_105	0.542810
mCPC_E8.5_106	0.534834
mCPC_E8.5_107	0.479564
mCPC_E8.5_108	0.448687
mCPC_E8.5_109	0.595570
mCPC_E8.5_110	0.489652
mCPC_E8.5_111	0.552681
mCPC_E8.5_112	0.401803
mCPC_E8.5_113	0.576998
mCPC_E8.5_114	0.636752
mCPC_E8.5_115	0.605332
mCPC_E8.5_116	0.537671
mCPC_E8.5_117	0.504310
mCPC_E8.5_118	0.514619
mCPC_E8.5_119	0.557022
mCPC_E8.5_120	0.434919
mCPC_E8.5_121	0.474511
mCPC_E8.5_122	0.504033
mCPC_E8.5_123	0.706843
mCPC_E8.5_124	0.653402
mCPC_E8.5_125	0.507023
mCPC_E8.5_126	0.492709
mCPC_E8.5_127	0.561592
mCPC_E8.5_128	0.484294
