cell	sequencing_depth
mCPC_E9.5_001	725536
mCPC_E9.5_002	808666
mCPC_E9.5_003	576816
mCPC_E9.5_004	973176
mCPC_E9.5_005	765867
mCPC_E9.5_006	850189
mCPC_E9.5_007	977259
mCPC_E9.5_008	1087324
mCPC_E9.5_009	1079088
mCPC_E9.5_010	1251045
mCPC_E9.5_011	1084424
mCPC_E9.5_012	768325
mCPC_E9.5_013	567001
mCPC_E9.5_014	639604
mCPC_E9.5_015	632201
mCPC_E9.5_016	928901
mCPC_E9.5_017	1177231
mCPC_E9.5_018	527367
mCPC_E9.5_019	1141391
mCPC_E9.5_020	401470
mCPC_E9.5_021	1022762
mCPC_E9.5_022	543610
mCPC_E9.5_023	551221
mCPC_E9.5_024	601921
mCPC_E9.5_025	692150
mCPC_E9.5_026	430161
mCPC_E9.5_027	836244
mCPC_E9.5_028	1065240
mCPC_E9.5_029	631675
mCPC_E9.5_030	739040
mCPC_E9.5_031	828141
mCPC_E9.5_032	1010700
mCPC_E9.5_033	481898
mCPC_E9.5_034	684990
mCPC_E9.5_035	657831
mCPC_E9.5_036	390808
mCPC_E9.5_037	1102180
mCPC_E9.5_038	772770
mCPC_E9.5_039	484544
mCPC_E9.5_040	631923
mCPC_E9.5_041	781262
mCPC_E9.5_042	593796
mCPC_E9.5_043	911834
mCPC_E9.5_044	802596
mCPC_E9.5_045	482584
mCPC_E9.5_046	644658
mCPC_E9.5_047	722020
mCPC_E9.5_048	1200765
mCPC_E9.5_049	836091
mCPC_E9.5_050	488519
mCPC_E9.5_051	720217
mCPC_E9.5_052	857126
mCPC_E9.5_053	576661
mCPC_E9.5_054	736677
mCPC_E9.5_055	714107
mCPC_E9.5_056	689623
mCPC_E9.5_057	635193
mCPC_E9.5_058	614274
mCPC_E9.5_059	758265
mCPC_E9.5_060	782007
mCPC_E9.5_061	568998
mCPC_E9.5_062	719194
mCPC_E9.5_063	511861
mCPC_E9.5_064	573760
mCPC_E9.5_065	1051171
mCPC_E9.5_066	999653
mCPC_E9.5_067	888194
mCPC_E9.5_068	748273
mCPC_E9.5_069	866664
mCPC_E9.5_070	982675
mCPC_E9.5_071	607190
mCPC_E9.5_072	738465
mCPC_E9.5_073	683783
mCPC_E9.5_074	577529
mCPC_E9.5_075	393012
mCPC_E9.5_076	740209
mCPC_E9.5_077	524897
mCPC_E9.5_078	533050
mCPC_E9.5_079	744209
mCPC_E9.5_080	608962
mCPC_E9.5_081	471956
mCPC_E9.5_082	717633
mCPC_E9.5_083	629126
mCPC_E9.5_084	832218
mCPC_E9.5_085	532370
mCPC_E9.5_086	598971
mCPC_E9.5_087	467503
mCPC_E9.5_088	403362
mCPC_E9.5_089	686006
mCPC_E9.5_090	564089
mCPC_E9.5_091	622308
mCPC_E9.5_092	640028
mCPC_E9.5_093	612123
mCPC_E9.5_094	640984
mCPC_E9.5_095	664572
mCPC_E9.5_096	960650
mCPC_E9.5_097	827339
mCPC_E9.5_098	565596
mCPC_E9.5_099	537307
mCPC_E9.5_100	334126
mCPC_E9.5_101	740954
mCPC_E9.5_102	996380
mCPC_E9.5_103	1028320
mCPC_E9.5_104	473658
mCPC_E9.5_105	756549
mCPC_E9.5_106	712782
mCPC_E9.5_107	842824
mCPC_E9.5_108	1058015
mCPC_E9.5_109	780311
mCPC_E9.5_110	662973
mCPC_E9.5_111	718150
mCPC_E9.5_112	996175
mCPC_E9.5_113	822356
mCPC_E9.5_114	649654
mCPC_E9.5_115	990854
mCPC_E9.5_116	688058
mCPC_E9.5_117	795610
mCPC_E9.5_118	824805
mCPC_E9.5_119	662280
