cell	mapping_rate
mCPC_E9.5_001	97.11
mCPC_E9.5_002	97.56
mCPC_E9.5_003	97.00
mCPC_E9.5_004	97.50
mCPC_E9.5_005	97.19
mCPC_E9.5_006	97.20
mCPC_E9.5_007	95.45
mCPC_E9.5_008	97.52
mCPC_E9.5_009	97.86
mCPC_E9.5_010	97.79
mCPC_E9.5_011	96.86
mCPC_E9.5_012	97.68
mCPC_E9.5_013	97.81
mCPC_E9.5_014	97.61
mCPC_E9.5_015	97.94
mCPC_E9.5_016	97.53
mCPC_E9.5_017	97.28
mCPC_E9.5_018	97.77
mCPC_E9.5_019	97.25
mCPC_E9.5_020	97.15
mCPC_E9.5_021	97.76
mCPC_E9.5_022	95.89
mCPC_E9.5_023	97.76
mCPC_E9.5_024	97.32
mCPC_E9.5_025	97.51
mCPC_E9.5_026	95.69
mCPC_E9.5_027	97.75
mCPC_E9.5_028	96.59
mCPC_E9.5_029	97.22
mCPC_E9.5_030	97.76
mCPC_E9.5_031	97.34
mCPC_E9.5_032	97.43
mCPC_E9.5_033	97.32
mCPC_E9.5_034	97.37
mCPC_E9.5_035	97.77
mCPC_E9.5_036	97.41
mCPC_E9.5_037	97.40
mCPC_E9.5_038	98.17
mCPC_E9.5_039	96.94
mCPC_E9.5_040	97.61
mCPC_E9.5_041	97.55
mCPC_E9.5_042	97.93
mCPC_E9.5_043	96.73
mCPC_E9.5_044	97.41
mCPC_E9.5_045	97.64
mCPC_E9.5_046	97.31
mCPC_E9.5_047	97.46
mCPC_E9.5_048	96.96
mCPC_E9.5_049	97.56
mCPC_E9.5_050	97.05
mCPC_E9.5_051	97.56
mCPC_E9.5_052	97.61
mCPC_E9.5_053	97.72
mCPC_E9.5_054	97.38
mCPC_E9.5_055	97.38
mCPC_E9.5_056	97.34
mCPC_E9.5_057	97.29
mCPC_E9.5_058	98.04
mCPC_E9.5_059	97.83
mCPC_E9.5_060	97.74
mCPC_E9.5_061	92.41
mCPC_E9.5_062	98.11
mCPC_E9.5_063	94.92
mCPC_E9.5_064	97.37
mCPC_E9.5_065	96.64
mCPC_E9.5_066	97.39
mCPC_E9.5_067	97.53
mCPC_E9.5_068	97.86
mCPC_E9.5_069	97.59
mCPC_E9.5_070	97.03
mCPC_E9.5_071	97.39
mCPC_E9.5_072	96.96
mCPC_E9.5_073	97.33
mCPC_E9.5_074	96.93
mCPC_E9.5_075	97.77
mCPC_E9.5_076	97.90
mCPC_E9.5_077	97.46
mCPC_E9.5_078	97.91
mCPC_E9.5_079	97.62
mCPC_E9.5_080	96.87
mCPC_E9.5_081	97.09
mCPC_E9.5_082	97.56
mCPC_E9.5_083	97.86
mCPC_E9.5_084	97.10
mCPC_E9.5_085	97.39
mCPC_E9.5_086	97.58
mCPC_E9.5_087	97.46
mCPC_E9.5_088	97.42
mCPC_E9.5_089	97.15
mCPC_E9.5_090	96.89
mCPC_E9.5_091	96.73
mCPC_E9.5_092	97.25
mCPC_E9.5_093	96.67
mCPC_E9.5_094	97.32
mCPC_E9.5_095	97.31
mCPC_E9.5_096	97.49
mCPC_E9.5_097	97.45
mCPC_E9.5_098	97.46
mCPC_E9.5_099	96.98
mCPC_E9.5_100	96.98
mCPC_E9.5_101	97.11
mCPC_E9.5_102	97.44
mCPC_E9.5_103	97.46
mCPC_E9.5_104	97.22
mCPC_E9.5_105	97.21
mCPC_E9.5_106	97.21
mCPC_E9.5_107	97.60
mCPC_E9.5_108	96.23
mCPC_E9.5_109	97.34
mCPC_E9.5_110	97.65
mCPC_E9.5_111	96.57
mCPC_E9.5_112	97.66
mCPC_E9.5_113	97.23
mCPC_E9.5_114	97.26
mCPC_E9.5_115	97.42
mCPC_E9.5_116	97.11
mCPC_E9.5_117	97.64
mCPC_E9.5_118	97.22
mCPC_E9.5_119	97.17
mCPC_E9.5_120	97.12
mCPC_E9.5_121	97.08
mCPC_E9.5_122	97.25
mCPC_E9.5_123	96.22
mCPC_E9.5_124	97.24
mCPC_E9.5_125	97.77
mCPC_E9.5_126	97.56
mCPC_E9.5_127	97.46
mCPC_E9.5_128	97.12
mCPC_E9.5_129	97.10
mCPC_E9.5_130	97.29
mCPC_E9.5_131	97.22
mCPC_E9.5_132	96.87
mCPC_E9.5_133	96.61
mCPC_E9.5_134	97.54
mCPC_E9.5_135	97.16
mCPC_E9.5_136	97.59
mCPC_E9.5_137	98.03
mCPC_E9.5_138	97.01
mCPC_E9.5_139	97.01
mCPC_E9.5_140	97.75
mCPC_E9.5_141	97.57
mCPC_E9.5_142	97.50
mCPC_E9.5_143	96.98
mCPC_E9.5_144	96.38
mCPC_E9.5_145	96.97
mCPC_E9.5_146	97.15
mCPC_E9.5_147	97.12
mCPC_E9.5_148	97.81
mCPC_E9.5_149	97.08
mCPC_E9.5_150	97.44
mCPC_E9.5_151	97.60
mCPC_E9.5_152	98.09
mCPC_E9.5_153	97.29
mCPC_E9.5_154	96.43
mCPC_E9.5_155	97.41
mCPC_E9.5_156	97.87
