cell	library_size
mCPC_E9.5_001	87907
mCPC_E9.5_002	94447
mCPC_E9.5_003	66599
mCPC_E9.5_004	116757
mCPC_E9.5_005	92964
mCPC_E9.5_006	103096
mCPC_E9.5_007	107463
mCPC_E9.5_008	128487
mCPC_E9.5_009	124515
mCPC_E9.5_010	141901
mCPC_E9.5_011	131377
mCPC_E9.5_012	89459
mCPC_E9.5_013	71121
mCPC_E9.5_014	79637
mCPC_E9.5_015	81252
mCPC_E9.5_016	113077
mCPC_E9.5_017	149063
mCPC_E9.5_018	68002
mCPC_E9.5_019	140788
mCPC_E9.5_020	61743
mCPC_E9.5_021	129799
mCPC_E9.5_022	64812
mCPC_E9.5_023	66836
mCPC_E9.5_024	79641
mCPC_E9.5_025	85270
mCPC_E9.5_026	56985
mCPC_E9.5_027	96820
mCPC_E9.5_028	130629
mCPC_E9.5_029	77203
mCPC_E9.5_030	89694
mCPC_E9.5_031	94315
mCPC_E9.5_032	124325
mCPC_E9.5_033	55761
mCPC_E9.5_034	82501
mCPC_E9.5_035	75078
mCPC_E9.5_036	46043
mCPC_E9.5_037	135586
mCPC_E9.5_038	84326
mCPC_E9.5_039	60965
mCPC_E9.5_040	79587
mCPC_E9.5_041	102984
mCPC_E9.5_042	76873
mCPC_E9.5_043	116091
mCPC_E9.5_044	112203
mCPC_E9.5_045	62287
mCPC_E9.5_046	85021
mCPC_E9.5_047	91087
mCPC_E9.5_048	150289
mCPC_E9.5_049	108545
mCPC_E9.5_050	60924
mCPC_E9.5_051	88703
mCPC_E9.5_052	105893
mCPC_E9.5_053	70448
mCPC_E9.5_054	89540
mCPC_E9.5_055	86529
mCPC_E9.5_056	89555
mCPC_E9.5_057	80941
mCPC_E9.5_058	71342
mCPC_E9.5_059	96801
mCPC_E9.5_060	94485
mCPC_E9.5_061	66742
mCPC_E9.5_062	93602
mCPC_E9.5_063	67977
mCPC_E9.5_064	72585
mCPC_E9.5_065	139048
mCPC_E9.5_066	134488
mCPC_E9.5_067	108165
mCPC_E9.5_068	103079
mCPC_E9.5_069	103374
mCPC_E9.5_070	117994
mCPC_E9.5_071	72012
mCPC_E9.5_072	88849
mCPC_E9.5_073	95714
mCPC_E9.5_074	82382
mCPC_E9.5_075	53542
mCPC_E9.5_076	109185
mCPC_E9.5_077	78555
mCPC_E9.5_078	67043
mCPC_E9.5_079	108407
mCPC_E9.5_080	89897
mCPC_E9.5_081	65744
mCPC_E9.5_082	94403
mCPC_E9.5_083	84865
mCPC_E9.5_084	112241
mCPC_E9.5_085	72082
mCPC_E9.5_086	79307
mCPC_E9.5_087	61125
mCPC_E9.5_088	61117
mCPC_E9.5_089	102178
mCPC_E9.5_090	85102
mCPC_E9.5_091	85987
mCPC_E9.5_092	101060
mCPC_E9.5_093	92622
mCPC_E9.5_094	94364
mCPC_E9.5_095	97847
mCPC_E9.5_096	130857
mCPC_E9.5_097	105388
mCPC_E9.5_098	78765
mCPC_E9.5_099	68705
mCPC_E9.5_100	70061
mCPC_E9.5_101	94810
mCPC_E9.5_102	127044
mCPC_E9.5_103	139260
mCPC_E9.5_104	64971
mCPC_E9.5_105	98003
mCPC_E9.5_106	85494
mCPC_E9.5_107	110170
mCPC_E9.5_108	126608
mCPC_E9.5_109	101397
mCPC_E9.5_110	88210
mCPC_E9.5_111	91205
mCPC_E9.5_112	132569
mCPC_E9.5_113	105314
mCPC_E9.5_114	84375
mCPC_E9.5_115	124884
mCPC_E9.5_116	94499
mCPC_E9.5_117	103005
mCPC_E9.5_118	101509
mCPC_E9.5_119	91160
mCPC_E9.5_120	103027
mCPC_E9.5_121	141046
mCPC_E9.5_122	69033
mCPC_E9.5_123	40537
mCPC_E9.5_124	58803
mCPC_E9.5_125	119147
mCPC_E9.5_126	92416
mCPC_E9.5_127	103965
mCPC_E9.5_128	75906
mCPC_E9.5_129	80382
mCPC_E9.5_130	97827
mCPC_E9.5_131	145564
mCPC_E9.5_132	135100
mCPC_E9.5_133	67569
mCPC_E9.5_134	114260
mCPC_E9.5_135	74056
mCPC_E9.5_136	117952
mCPC_E9.5_137	62754
mCPC_E9.5_138	116305
mCPC_E9.5_139	114762
mCPC_E9.5_140	83485
mCPC_E9.5_141	104570
mCPC_E9.5_142	89418
mCPC_E9.5_143	105865
mCPC_E9.5_144	80243
mCPC_E9.5_145	108658
mCPC_E9.5_146	75085
mCPC_E9.5_147	108447
mCPC_E9.5_148	105563
mCPC_E9.5_149	87589
mCPC_E9.5_150	69809
mCPC_E9.5_151	106120
mCPC_E9.5_152	105831
mCPC_E9.5_153	76476
mCPC_E9.5_154	61600
mCPC_E9.5_155	106417
mCPC_E9.5_156	60140
mCPC_E9.5_157	147473
mCPC_E9.5_158	105341
mCPC_E9.5_159	105219
mCPC_E9.5_160	73563
mCPC_E9.5_161	89576
mCPC_E9.5_162	95160
mCPC_E9.5_163	85024
mCPC_E9.5_164	69677
mCPC_E9.5_165	78500
mCPC_E9.5_166	105037
mCPC_E9.5_167	92449
mCPC_E9.5_168	88648
mCPC_E9.5_169	59472
mCPC_E9.5_170	123744
mCPC_E9.5_171	149241
mCPC_E9.5_172	94307
mCPC_E9.5_173	68173
mCPC_E9.5_174	130026
mCPC_E9.5_175	76720
mCPC_E9.5_176	74543
mCPC_E9.5_177	111499
mCPC_E9.5_178	97039
mCPC_E9.5_179	63550
mCPC_E9.5_180	107759
mCPC_E9.5_181	77880
mCPC_E9.5_182	90373
mCPC_E9.5_183	109058
mCPC_E9.5_184	89987
mCPC_E9.5_185	71115
mCPC_E9.5_186	77418
mCPC_E9.5_187	69795
mCPC_E9.5_188	70681
mCPC_E9.5_189	91547
mCPC_E9.5_190	84983
mCPC_E9.5_191	63006
mCPC_E9.5_192	57378
mCPC_E9.5_193	117779
mCPC_E9.5_194	122285
mCPC_E9.5_195	76449
mCPC_E9.5_196	90193
mCPC_E9.5_197	88468
mCPC_E9.5_198	72458
mCPC_E9.5_199	90579
mCPC_E9.5_200	79888
mCPC_E9.5_201	78287
mCPC_E9.5_202	97521
mCPC_E9.5_203	145454
mCPC_E9.5_204	112022
mCPC_E9.5_205	77238
mCPC_E9.5_206	74136
mCPC_E9.5_207	128240
mCPC_E9.5_208	97207
mCPC_E9.5_209	83217
mCPC_E9.5_210	103347
mCPC_E9.5_211	78061
mCPC_E9.5_212	100826
mCPC_E9.5_213	63015
mCPC_E9.5_214	35021
mCPC_E9.5_215	73744
mCPC_E9.5_216	120112
mCPC_E9.5_217	73385
mCPC_E9.5_218	115603
mCPC_E9.5_219	55150
mCPC_E9.5_220	105720
mCPC_E9.5_221	86931
mCPC_E9.5_222	112026
mCPC_E9.5_223	93959
mCPC_E9.5_224	128524
mCPC_E9.5_225	74038
mCPC_E9.5_226	56595
mCPC_E9.5_227	69760
mCPC_E9.5_228	133534
mCPC_E9.5_229	72299
mCPC_E9.5_230	86305
mCPC_E9.5_231	53001
mCPC_E9.5_232	83042
mCPC_E9.5_233	59273
mCPC_E9.5_234	75866
mCPC_E9.5_235	54136
mCPC_E9.5_236	114874
mCPC_E9.5_237	110389
mCPC_E9.5_238	96081
mCPC_E9.5_239	102244
mCPC_E9.5_240	92188
mCPC_E9.5_241	105457
mCPC_E9.5_242	102332
mCPC_E9.5_243	83185
mCPC_E9.5_244	61316
mCPC_E9.5_245	109920
mCPC_E9.5_246	102827
mCPC_E9.5_247	91215
mCPC_E9.5_248	68132
mCPC_E9.5_249	72967
mCPC_E9.5_250	35198
mCPC_E9.5_251	98645
mCPC_E9.5_252	101004
mCPC_E9.5_253	60392
mCPC_E9.5_254	56577
mCPC_E9.5_255	55424
mCPC_E9.5_256	99144
mCPC_E9.5_257	90947
mCPC_E9.5_258	91902
mCPC_E9.5_259	67596
mCPC_E9.5_260	103348
mCPC_E9.5_261	73071
mCPC_E9.5_262	69213
mCPC_E9.5_263	96124
mCPC_E9.5_264	80721
mCPC_E9.5_265	149514
mCPC_E9.5_266	135977
mCPC_E9.5_267	74750
mCPC_E9.5_268	78504
mCPC_E9.5_269	64487
mCPC_E9.5_270	93222
mCPC_E9.5_271	69474
mCPC_E9.5_272	82349
mCPC_E9.5_273	71176
mCPC_E9.5_274	98377
mCPC_E9.5_275	64979
mCPC_E9.5_276	78820
mCPC_E9.5_277	86711
mCPC_E9.5_278	116243
mCPC_E9.5_279	76963
mCPC_E9.5_280	31449
mCPC_E9.5_281	150729
mCPC_E9.5_282	325689
mCPC_E9.5_283	89158
mCPC_E9.5_284	123105
mCPC_E9.5_285	88439
mCPC_E9.5_286	78987
mCPC_E9.5_287	120638
mCPC_E9.5_288	84181
mCPC_E9.5_289	78409
mCPC_E9.5_290	106869
mCPC_E9.5_291	95329
mCPC_E9.5_292	89683
mCPC_E9.5_293	105495
mCPC_E9.5_294	63053
mCPC_E9.5_295	85904
mCPC_E9.5_296	65330
mCPC_E9.5_297	90839
mCPC_E9.5_298	47797
