cell	library_size
mCPC_E9.5_299	81763
mCPC_E9.5_300	53501
mCPC_E9.5_301	69550
mCPC_E9.5_302	65782
mCPC_E9.5_303	95562
mCPC_E9.5_304	67800
mCPC_E9.5_305	142368
mCPC_E9.5_306	83123
mCPC_E9.5_307	52361
mCPC_E9.5_308	96877
mCPC_E9.5_309	94396
mCPC_E9.5_310	77980
mCPC_E9.5_311	168116
mCPC_E9.5_312	75300
mCPC_E9.5_313	85360
mCPC_E9.5_314	63020
mCPC_E9.5_315	48820
mCPC_E9.5_316	110072
mCPC_E9.5_317	111761
mCPC_E9.5_318	82709
mCPC_E9.5_319	53039
mCPC_E9.5_320	94181
mCPC_E9.5_321	94657
mCPC_E9.5_322	110868
mCPC_E9.5_323	85190
mCPC_E9.5_324	92998
mCPC_E9.5_325	50718
mCPC_E9.5_326	114634
mCPC_E9.5_327	76277
mCPC_E9.5_328	21080
mCPC_E9.5_329	135472
mCPC_E9.5_330	76676
mCPC_E9.5_331	73480
mCPC_E9.5_332	91901
mCPC_E9.5_333	97899
mCPC_E9.5_334	86902
mCPC_E9.5_335	98022
mCPC_E9.5_336	60949
mCPC_E9.5_337	112014
mCPC_E9.5_338	84745
mCPC_E9.5_339	107848
mCPC_E9.5_340	83231
mCPC_E9.5_341	108023
mCPC_E9.5_342	137014
mCPC_E9.5_343	72499
mCPC_E9.5_344	62901
mCPC_E9.5_345	91911
mCPC_E9.5_346	46824
mCPC_E9.5_347	78186
mCPC_E9.5_348	71572
mCPC_E9.5_349	106974
mCPC_E9.5_350	92625
mCPC_E9.5_351	71706
mCPC_E9.5_352	121655
mCPC_E9.5_353	115804
mCPC_E9.5_354	70093
mCPC_E9.5_355	81443
mCPC_E9.5_356	90493
mCPC_E9.5_357	69499
mCPC_E9.5_358	67689
mCPC_E9.5_359	68210
mCPC_E9.5_360	59965
mCPC_E9.5_361	85411
mCPC_E9.5_362	114392
mCPC_E9.5_363	105829
mCPC_E9.5_364	131519
mCPC_E9.5_365	111187
mCPC_E9.5_366	30762
mCPC_E9.5_367	113194
mCPC_E9.5_368	72895
mCPC_E9.5_369	76019
mCPC_E9.5_370	74259
mCPC_E9.5_371	51898
mCPC_E9.5_372	148737
mCPC_E9.5_373	49510
mCPC_E9.5_374	80811
mCPC_E9.5_375	95970
mCPC_E9.5_376	75770
mCPC_E9.5_377	116382
mCPC_E9.5_378	81433
mCPC_E9.5_379	76400
mCPC_E9.5_380	79448
mCPC_E9.5_381	137756
mCPC_E9.5_382	82066
mCPC_E9.5_383	89149
mCPC_E9.5_384	7561
