cell	frac_open
mCPC_E9.5_001	0.257572
mCPC_E9.5_002	0.296219
mCPC_E9.5_003	0.198870
mCPC_E9.5_004	0.282237
mCPC_E9.5_005	0.256347
mCPC_E9.5_006	0.268680
mCPC_E9.5_007	0.287860
mCPC_E9.5_008	0.337840
mCPC_E9.5_009	0.294645
mCPC_E9.5_010	0.315086
mCPC_E9.5_011	0.307964
mCPC_E9.5_012	0.256885
mCPC_E9.5_013	0.181840
mCPC_E9.5_014	0.208779
mCPC_E9.5_015	0.251387
mCPC_E9.5_016	0.281262
mCPC_E9.5_017	0.317161
mCPC_E9.5_018	0.178791
mCPC_E9.5_019	0.337977
mCPC_E9.5_020	0.187600
mCPC_E9.5_021	0.279201
mCPC_E9.5_022	0.208554
mCPC_E9.5_023	0.193073
mCPC_E9.5_024	0.220487
mCPC_E9.5_025	0.249088
mCPC_E9.5_026	0.207355
mCPC_E9.5_027	0.273503
mCPC_E9.5_028	0.316311
mCPC_E9.5_029	0.244565
mCPC_E9.5_030	0.275815
mCPC_E9.5_031	0.251587
mCPC_E9.5_032	0.321959
mCPC_E9.5_033	0.177854
mCPC_E9.5_034	0.269680
mCPC_E9.5_035	0.231145
mCPC_E9.5_036	0.148765
mCPC_E9.5_037	0.323233
mCPC_E9.5_038	0.232757
mCPC_E9.5_039	0.211803
mCPC_E9.5_040	0.212165
mCPC_E9.5_041	0.283262
mCPC_E9.5_042	0.237817
mCPC_E9.5_043	0.248813
mCPC_E9.5_044	0.280275
mCPC_E9.5_045	0.217138
mCPC_E9.5_046	0.240541
mCPC_E9.5_047	0.267243
mCPC_E9.5_048	0.318135
mCPC_E9.5_049	0.288247
mCPC_E9.5_050	0.210041
mCPC_E9.5_051	0.273653
mCPC_E9.5_052	0.278026
mCPC_E9.5_053	0.221062
mCPC_E9.5_054	0.276539
mCPC_E9.5_055	0.243465
mCPC_E9.5_056	0.253486
mCPC_E9.5_057	0.234606
mCPC_E9.5_058	0.224273
mCPC_E9.5_059	0.272578
mCPC_E9.5_060	0.260346
mCPC_E9.5_061	0.184114
mCPC_E9.5_062	0.284674
mCPC_E9.5_063	0.182989
mCPC_E9.5_064	0.242928
mCPC_E9.5_065	0.326307
mCPC_E9.5_066	0.332492
mCPC_E9.5_067	0.268618
mCPC_E9.5_068	0.271866
mCPC_E9.5_069	0.266593
mCPC_E9.5_070	0.276165
mCPC_E9.5_071	0.247688
mCPC_E9.5_072	0.261520
mCPC_E9.5_073	0.253411
mCPC_E9.5_074	0.250537
mCPC_E9.5_075	0.176005
mCPC_E9.5_076	0.281487
mCPC_E9.5_077	0.247076
mCPC_E9.5_078	0.204043
mCPC_E9.5_079	0.293208
mCPC_E9.5_080	0.250875
mCPC_E9.5_081	0.213777
mCPC_E9.5_082	0.280250
mCPC_E9.5_083	0.253274
mCPC_E9.5_084	0.278401
mCPC_E9.5_085	0.207192
mCPC_E9.5_086	0.228883
mCPC_E9.5_087	0.212453
mCPC_E9.5_088	0.198471
mCPC_E9.5_089	0.266356
mCPC_E9.5_090	0.253586
mCPC_E9.5_091	0.244902
mCPC_E9.5_092	0.266818
mCPC_E9.5_093	0.222399
mCPC_E9.5_094	0.266056
mCPC_E9.5_095	0.263195
mCPC_E9.5_096	0.289209
mCPC_E9.5_097	0.274740
mCPC_E9.5_098	0.216963
mCPC_E9.5_099	0.224073
mCPC_E9.5_100	0.181402
mCPC_E9.5_101	0.241603
mCPC_E9.5_102	0.310326
mCPC_E9.5_103	0.303691
mCPC_E9.5_104	0.224848
mCPC_E9.5_105	0.242391
mCPC_E9.5_106	0.223711
mCPC_E9.5_107	0.279851
mCPC_E9.5_108	0.301917
mCPC_E9.5_109	0.262470
mCPC_E9.5_110	0.246414
mCPC_E9.5_111	0.271441
mCPC_E9.5_112	0.320872
mCPC_E9.5_113	0.266743
mCPC_E9.5_114	0.253324
mCPC_E9.5_115	0.306340
mCPC_E9.5_116	0.265294
mCPC_E9.5_117	0.277551
mCPC_E9.5_118	0.273116
mCPC_E9.5_119	0.237642
mCPC_E9.5_120	0.274365
mCPC_E9.5_121	0.356482
mCPC_E9.5_122	0.216763
mCPC_E9.5_123	0.119177
mCPC_E9.5_124	0.174468
mCPC_E9.5_125	0.308577
mCPC_E9.5_126	0.256335
mCPC_E9.5_127	0.259784
mCPC_E9.5_128	0.241091
mCPC_E9.5_129	0.239779
mCPC_E9.5_130	0.248201
mCPC_E9.5_131	0.336103
mCPC_E9.5_132	0.311400
mCPC_E9.5_133	0.227347
mCPC_E9.5_134	0.298106
mCPC_E9.5_135	0.219825
mCPC_E9.5_136	0.302204
mCPC_E9.5_137	0.213265
mCPC_E9.5_138	0.270192
mCPC_E9.5_139	0.290209
mCPC_E9.5_140	0.245764
mCPC_E9.5_141	0.274253
mCPC_E9.5_142	0.281425
mCPC_E9.5_143	0.283562
mCPC_E9.5_144	0.175867
mCPC_E9.5_145	0.270904
mCPC_E9.5_146	0.243440
mCPC_E9.5_147	0.261695
mCPC_E9.5_148	0.282549
mCPC_E9.5_149	0.252312
mCPC_E9.5_150	0.224110
mCPC_E9.5_151	0.271941
mCPC_E9.5_152	0.291496
mCPC_E9.5_153	0.255585
mCPC_E9.5_154	0.192186
mCPC_E9.5_155	0.287547
mCPC_E9.5_156	0.196446
mCPC_E9.5_157	0.352109
mCPC_E9.5_158	0.284924
mCPC_E9.5_159	0.264244
mCPC_E9.5_160	0.269642
mCPC_E9.5_161	0.269667
mCPC_E9.5_162	0.260708
mCPC_E9.5_163	0.248800
mCPC_E9.5_164	0.234494
mCPC_E9.5_165	0.241841
mCPC_E9.5_166	0.266506
mCPC_E9.5_167	0.259709
mCPC_E9.5_168	0.262258
mCPC_E9.5_169	0.185151
mCPC_E9.5_170	0.314999
mCPC_E9.5_171	0.353696
mCPC_E9.5_172	0.252761
mCPC_E9.5_173	0.226010
mCPC_E9.5_174	0.310638
mCPC_E9.5_175	0.227084
mCPC_E9.5_176	0.225285
mCPC_E9.5_177	0.298431
mCPC_E9.5_178	0.235218
mCPC_E9.5_179	0.180003
mCPC_E9.5_180	0.284099
mCPC_E9.5_181	0.241179
mCPC_E9.5_182	0.272391
mCPC_E9.5_183	0.282599
mCPC_E9.5_184	0.253948
mCPC_E9.5_185	0.240566
mCPC_E9.5_186	0.253699
mCPC_E9.5_187	0.176130
mCPC_E9.5_188	0.229283
mCPC_E9.5_189	0.260783
mCPC_E9.5_190	0.198033
mCPC_E9.5_191	0.228271
mCPC_E9.5_192	0.181677
mCPC_E9.5_193	0.300592
mCPC_E9.5_194	0.298131
mCPC_E9.5_195	0.234931
mCPC_E9.5_196	0.252074
mCPC_E9.5_197	0.279176
mCPC_E9.5_198	0.220299
mCPC_E9.5_199	0.252387
mCPC_E9.5_200	0.231545
mCPC_E9.5_201	0.234006
mCPC_E9.5_202	0.251787
mCPC_E9.5_203	0.313087
mCPC_E9.5_204	0.294545
mCPC_E9.5_205	0.259759
mCPC_E9.5_206	0.239129
mCPC_E9.5_207	0.314024
mCPC_E9.5_208	0.256810
mCPC_E9.5_209	0.219050
mCPC_E9.5_210	0.263857
mCPC_E9.5_211	0.227297
mCPC_E9.5_212	0.267618
mCPC_E9.5_213	0.208841
mCPC_E9.5_214	0.133322
mCPC_E9.5_215	0.251987
mCPC_E9.5_216	0.290271
mCPC_E9.5_217	0.258109
mCPC_E9.5_218	0.291896
mCPC_E9.5_219	0.200170
mCPC_E9.5_220	0.293558
mCPC_E9.5_221	0.277664
mCPC_E9.5_222	0.252374
mCPC_E9.5_223	0.278676
mCPC_E9.5_224	0.299505
mCPC_E9.5_225	0.254923
mCPC_E9.5_226	0.175367
mCPC_E9.5_227	0.202531
mCPC_E9.5_228	0.307939
mCPC_E9.5_229	0.191698
mCPC_E9.5_230	0.243977
mCPC_E9.5_231	0.191561
mCPC_E9.5_232	0.217401
