cell	mt_content
mSp_rep3_213	0.003990
mSp_rep3_214	0.014927
mSp_rep3_215	0.040043
mSp_rep3_216	0.000472
mSp_rep3_217	0.030965
mSp_rep3_218	0.021909
mSp_rep3_219	0.008648
mSp_rep3_220	0.087339
mSp_rep3_221	0.019020
mSp_rep3_222	0.029450
mSp_rep3_223	0.041276
mSp_rep3_224	0.027272
mSp_rep3_225	0.032176
mSp_rep3_226	0.012898
mSp_rep3_227	0.026149
mSp_rep3_228	0.024516
mSp_rep3_229	0.008521
mSp_rep3_230	0.024749
mSp_rep3_231	0.020692
mSp_rep3_232	0.017070
mSp_rep3_233	0.012646
mSp_rep3_234	0.035680
mSp_rep3_235	0.001964
mSp_rep3_236	0.030951
mSp_rep3_237	0.021580
mSp_rep3_238	0.009403
mSp_rep3_239	0.033119
mSp_rep3_240	0.043050
mSp_rep3_241	0.027887
mSp_rep3_242	0.034155
mSp_rep3_243	0.033378
mSp_rep3_244	0.067337
mSp_rep3_245	0.038807
mSp_rep3_246	0.221187
mSp_rep3_247	0.015026
mSp_rep3_248	0.030044
mSp_rep3_249	0.010272
mSp_rep3_250	0.014831
mSp_rep3_251	0.039286
mSp_rep3_252	0.042199
mSp_rep3_253	0.019601
mSp_rep3_254	0.011620
mSp_rep3_255	0.003609
mSp_rep3_256	0.000000
mSp_rep3_257	0.025353
mSp_rep3_258	0.019018
mSp_rep3_259	0.034332
mSp_rep3_260	0.015681
mSp_rep3_261	0.022093
mSp_rep3_262	0.001351
mSp_rep3_263	0.065463
mSp_rep3_264	0.043487
mSp_rep3_265	0.200495
mSp_rep3_266	0.046275
mSp_rep3_267	0.003261
mSp_rep3_268	0.035635
mSp_rep3_269	0.140190
mSp_rep3_270	0.000000
mSp_rep3_271	0.011561
mSp_rep3_272	0.001491
mSp_rep3_273	0.017738
mSp_rep3_274	0.265063
mSp_rep3_275	0.015885
mSp_rep3_276	0.012316
mSp_rep3_277	0.021299
mSp_rep3_278	0.033237
mSp_rep3_279	0.059441
mSp_rep3_280	0.092156
mSp_rep3_281	0.005008
mSp_rep3_282	0.056708
mSp_rep3_283	0.013337
mSp_rep3_284	0.028214
mSp_rep3_285	0.022507
mSp_rep3_286	0.018787
mSp_rep3_287	0.016696
mSp_rep3_288	0.019448
mSp_rep3_289	0.032254
mSp_rep3_290	0.021837
mSp_rep3_291	0.015617
mSp_rep3_292	0.017588
mSp_rep3_293	0.011155
mSp_rep3_294	0.017284
mSp_rep3_295	0.001171
mSp_rep3_296	0.007386
mSp_rep3_297	0.018398
mSp_rep3_298	0.026645
mSp_rep3_299	0.048135
mSp_rep3_300	0.028009
mSp_rep3_301	0.008466
mSp_rep3_302	0.019077
mSp_rep3_303	0.024158
mSp_rep3_304	0.028632
mSp_rep3_305	0.035196
mSp_rep3_306	0.018474
mSp_rep3_307	0.048299
mSp_rep3_308	0.088765
mSp_rep3_309	0.085375
mSp_rep3_310	0.006283
mSp_rep3_311	0.046486
mSp_rep3_312	0.113665
mSp_rep3_313	0.018868
mSp_rep3_314	0.004238
mSp_rep3_315	0.000044
mSp_rep3_316	0.008707
mSp_rep3_317	0.024604
mSp_rep3_318	0.002241
mSp_rep3_319	0.005250
mSp_rep3_320	0.019494
mSp_rep3_321	0.008272
mSp_rep3_322	0.144212
mSp_rep3_323	0.029277
mSp_rep3_324	0.022037
mSp_rep3_325	0.039461
mSp_rep3_326	0.031429
mSp_rep3_327	0.066049
mSp_rep3_328	0.017812
mSp_rep3_329	0.018437
mSp_rep3_330	0.010495
mSp_rep3_331	0.025955
mSp_rep3_332	0.018728
mSp_rep3_333	0.052177
mSp_rep3_334	0.043814
mSp_rep3_335	0.024657
mSp_rep3_336	0.018722
mSp_rep3_337	0.027700
mSp_rep3_338	0.020769
mSp_rep3_339	0.004274
mSp_rep3_340	0.008989
mSp_rep3_341	0.011556
mSp_rep3_342	0.011258
mSp_rep3_343	0.020363
mSp_rep3_344	0.014800
mSp_rep3_345	0.033074
mSp_rep3_346	0.027573
mSp_rep3_347	0.000795
mSp_rep3_348	0.013531
mSp_rep3_349	0.022992
mSp_rep3_350	0.017419
mSp_rep3_351	0.019552
mSp_rep3_352	0.009732
mSp_rep3_353	0.029742
mSp_rep3_354	0.030641
mSp_rep3_355	0.011462
mSp_rep3_356	0.045586
mSp_rep3_357	0.023512
mSp_rep3_358	0.039936
mSp_rep3_359	0.008707
mSp_rep3_360	0.030282
mSp_rep3_361	0.035180
mSp_rep3_362	0.032001
mSp_rep3_363	0.009815
mSp_rep3_364	0.013470
mSp_rep3_365	0.026587
mSp_rep3_366	0.133333
mSp_rep3_367	0.008382
mSp_rep3_368	0.003197
mSp_rep3_369	0.015326
mSp_rep3_370	0.048893
mSp_rep3_371	0.017604
mSp_rep3_372	0.000000
