cell	uniq_frags
mSp_rep3_001	33233.000000
mSp_rep3_002	6413.000000
mSp_rep3_003	127633.000000
mSp_rep3_004	37214.000000
mSp_rep3_005	34068.000000
mSp_rep3_006	31596.000000
mSp_rep3_007	25107.000000
mSp_rep3_008	45720.000000
mSp_rep3_009	34482.000000
mSp_rep3_010	29682.000000
mSp_rep3_011	33193.000000
mSp_rep3_012	38314.000000
mSp_rep3_013	32619.000000
mSp_rep3_014	31089.000000
mSp_rep3_015	29740.000000
mSp_rep3_016	38728.000000
mSp_rep3_017	22685.000000
mSp_rep3_018	19107.000000
mSp_rep3_019	20077.000000
mSp_rep3_020	23388.000000
mSp_rep3_021	19489.000000
mSp_rep3_022	23870.000000
mSp_rep3_023	22315.000000
mSp_rep3_024	33619.000000
mSp_rep3_025	24799.000000
mSp_rep3_026	7010.000000
mSp_rep3_027	32132.000000
mSp_rep3_028	34661.000000
mSp_rep3_029	30905.000000
mSp_rep3_030	30056.000000
mSp_rep3_031	50200.000000
mSp_rep3_032	33808.000000
mSp_rep3_033	85240.000000
mSp_rep3_034	27761.000000
mSp_rep3_035	85369.000000
mSp_rep3_036	9387.000000
mSp_rep3_037	29357.000000
mSp_rep3_038	28603.000000
mSp_rep3_039	31195.000000
mSp_rep3_040	214.000000
mSp_rep3_041	22145.000000
mSp_rep3_042	2846.000000
mSp_rep3_043	29840.000000
mSp_rep3_044	26688.000000
mSp_rep3_045	19403.000000
mSp_rep3_046	59832.000000
mSp_rep3_047	19508.000000
mSp_rep3_048	13017.000000
mSp_rep3_049	36291.000000
mSp_rep3_050	35046.000000
mSp_rep3_051	36845.000000
mSp_rep3_052	33704.000000
mSp_rep3_053	65328.000000
mSp_rep3_054	43859.000000
mSp_rep3_055	22528.000000
mSp_rep3_056	34317.000000
mSp_rep3_057	35193.000000
mSp_rep3_058	28513.000000
mSp_rep3_059	1108.000000
mSp_rep3_060	39411.000000
mSp_rep3_061	65937.000000
mSp_rep3_062	29376.000000
mSp_rep3_063	28071.000000
mSp_rep3_064	38247.000000
mSp_rep3_065	37142.000000
mSp_rep3_066	31550.000000
mSp_rep3_067	12031.000000
mSp_rep3_068	24434.000000
mSp_rep3_069	34395.000000
mSp_rep3_070	55831.000000
mSp_rep3_071	33347.000000
mSp_rep3_072	34648.000000
mSp_rep3_073	32473.000000
mSp_rep3_074	18559.000000
mSp_rep3_075	28511.000000
mSp_rep3_076	34152.000000
mSp_rep3_077	24731.000000
mSp_rep3_078	42742.000000
mSp_rep3_079	29650.000000
mSp_rep3_080	25920.000000
mSp_rep3_081	250567.000000
mSp_rep3_082	39049.000000
mSp_rep3_083	34437.000000
mSp_rep3_084	24812.000000
mSp_rep3_085	33464.000000
mSp_rep3_086	25848.000000
mSp_rep3_087	27663.000000
mSp_rep3_088	34548.000000
mSp_rep3_089	16668.000000
mSp_rep3_090	25789.000000
mSp_rep3_091	26372.000000
mSp_rep3_092	37.000000
mSp_rep3_093	57868.000000
mSp_rep3_094	35391.000000
mSp_rep3_095	38052.000000
mSp_rep3_096	31769.000000
mSp_rep3_097	38158.000000
mSp_rep3_098	32332.000000
mSp_rep3_099	34853.000000
mSp_rep3_100	52225.000000
mSp_rep3_101	22849.000000
mSp_rep3_102	21924.000000
mSp_rep3_103	41110.000000
mSp_rep3_104	34907.000000
mSp_rep3_105	10575.000000
mSp_rep3_106	27743.000000
mSp_rep3_107	29473.000000
mSp_rep3_108	24220.000000
mSp_rep3_109	30012.000000
mSp_rep3_110	56876.000000
