cell	mapping_rate
mSp_rep3_124	96.83
mSp_rep3_125	97.04
mSp_rep3_126	84.77
mSp_rep3_127	97.40
mSp_rep3_128	96.14
mSp_rep3_129	97.43
mSp_rep3_130	96.85
mSp_rep3_131	97.55
mSp_rep3_132	97.13
mSp_rep3_133	97.01
mSp_rep3_134	97.20
mSp_rep3_135	96.97
mSp_rep3_136	97.60
mSp_rep3_137	97.54
mSp_rep3_138	97.62
mSp_rep3_139	96.40
mSp_rep3_140	97.79
mSp_rep3_141	96.82
mSp_rep3_142	97.36
mSp_rep3_143	96.99
mSp_rep3_144	96.73
mSp_rep3_145	97.00
mSp_rep3_146	97.55
mSp_rep3_147	97.02
mSp_rep3_148	97.00
mSp_rep3_149	96.65
mSp_rep3_150	96.68
mSp_rep3_151	96.71
mSp_rep3_152	96.96
mSp_rep3_153	96.01
mSp_rep3_154	96.93
mSp_rep3_155	97.22
mSp_rep3_156	97.05
mSp_rep3_157	97.27
mSp_rep3_158	97.40
mSp_rep3_159	96.77
mSp_rep3_160	97.61
mSp_rep3_161	97.47
mSp_rep3_162	97.26
mSp_rep3_163	97.23
mSp_rep3_164	96.54
mSp_rep3_165	97.39
mSp_rep3_166	97.10
mSp_rep3_167	97.36
mSp_rep3_168	97.05
mSp_rep3_169	97.03
mSp_rep3_170	96.46
mSp_rep3_171	97.21
mSp_rep3_172	97.31
mSp_rep3_173	97.73
mSp_rep3_174	96.84
mSp_rep3_175	97.39
mSp_rep3_176	96.32
mSp_rep3_177	97.10
mSp_rep3_178	96.16
mSp_rep3_179	97.49
mSp_rep3_180	97.10
mSp_rep3_181	96.58
mSp_rep3_182	96.98
mSp_rep3_183	97.83
mSp_rep3_184	97.29
mSp_rep3_185	97.41
mSp_rep3_186	94.65
mSp_rep3_187	97.58
mSp_rep3_188	97.32
mSp_rep3_189	97.79
mSp_rep3_190	94.58
mSp_rep3_191	97.10
mSp_rep3_192	95.04
mSp_rep3_193	97.37
mSp_rep3_194	97.16
mSp_rep3_195	96.18
mSp_rep3_196	96.87
mSp_rep3_197	97.33
mSp_rep3_198	96.35
mSp_rep3_199	97.18
mSp_rep3_200	96.81
mSp_rep3_201	94.42
mSp_rep3_202	96.41
mSp_rep3_203	97.59
mSp_rep3_204	97.15
mSp_rep3_205	97.22
mSp_rep3_206	97.71
mSp_rep3_207	95.40
mSp_rep3_208	97.48
mSp_rep3_209	97.18
mSp_rep3_210	97.39
mSp_rep3_211	95.57
mSp_rep3_212	97.07
mSp_rep3_213	97.84
mSp_rep3_214	96.86
mSp_rep3_215	97.42
mSp_rep3_216	97.39
mSp_rep3_217	97.43
mSp_rep3_218	96.60
mSp_rep3_219	97.42
mSp_rep3_220	97.66
mSp_rep3_221	97.28
mSp_rep3_222	96.22
mSp_rep3_223	95.29
mSp_rep3_224	97.44
mSp_rep3_225	97.00
mSp_rep3_226	96.90
mSp_rep3_227	96.16
mSp_rep3_228	97.13
mSp_rep3_229	97.76
mSp_rep3_230	97.35
mSp_rep3_231	97.67
mSp_rep3_232	97.71
mSp_rep3_233	97.39
mSp_rep3_234	96.76
mSp_rep3_235	96.35
mSp_rep3_236	97.43
mSp_rep3_237	97.08
mSp_rep3_238	97.46
mSp_rep3_239	96.89
mSp_rep3_240	97.03
mSp_rep3_241	97.71
mSp_rep3_242	97.28
mSp_rep3_243	97.26
mSp_rep3_244	97.68
mSp_rep3_245	96.73
mSp_rep3_246	98.10
mSp_rep3_247	96.26
mSp_rep3_248	97.31
mSp_rep3_249	97.08
mSp_rep3_250	96.84
mSp_rep3_251	97.09
mSp_rep3_252	97.25
mSp_rep3_253	97.63
mSp_rep3_254	97.84
mSp_rep3_255	96.86
mSp_rep3_256	69.01
mSp_rep3_257	96.95
mSp_rep3_258	95.33
mSp_rep3_259	97.51
mSp_rep3_260	97.57
mSp_rep3_261	97.56
mSp_rep3_262	96.29
mSp_rep3_263	97.30
mSp_rep3_264	97.44
mSp_rep3_265	97.79
mSp_rep3_266	97.12
mSp_rep3_267	97.13
mSp_rep3_268	96.81
mSp_rep3_269	96.86
mSp_rep3_270	68.97
mSp_rep3_271	96.87
mSp_rep3_272	96.86
mSp_rep3_273	96.49
mSp_rep3_274	97.53
mSp_rep3_275	96.71
mSp_rep3_276	96.55
mSp_rep3_277	97.27
mSp_rep3_278	97.49
mSp_rep3_279	97.64
mSp_rep3_280	97.40
mSp_rep3_281	96.99
mSp_rep3_282	97.09
mSp_rep3_283	97.54
mSp_rep3_284	96.59
mSp_rep3_285	97.11
mSp_rep3_286	97.37
mSp_rep3_287	95.61
mSp_rep3_288	96.79
mSp_rep3_289	97.47
mSp_rep3_290	96.89
mSp_rep3_291	97.06
mSp_rep3_292	95.73
mSp_rep3_293	96.96
mSp_rep3_294	97.51
mSp_rep3_295	96.99
mSp_rep3_296	96.23
mSp_rep3_297	97.26
mSp_rep3_298	97.23
mSp_rep3_299	97.24
mSp_rep3_300	95.85
mSp_rep3_301	97.81
mSp_rep3_302	96.91
mSp_rep3_303	97.22
mSp_rep3_304	97.25
mSp_rep3_305	97.58
mSp_rep3_306	96.29
mSp_rep3_307	97.31
mSp_rep3_308	97.92
mSp_rep3_309	97.44
mSp_rep3_310	97.06
mSp_rep3_311	97.34
mSp_rep3_312	97.31
mSp_rep3_313	68.18
mSp_rep3_314	95.90
mSp_rep3_315	96.36
mSp_rep3_316	97.32
mSp_rep3_317	94.71
mSp_rep3_318	97.30
mSp_rep3_319	94.80
mSp_rep3_320	97.08
mSp_rep3_321	96.92
mSp_rep3_322	95.51
mSp_rep3_323	96.30
mSp_rep3_324	95.06
mSp_rep3_325	97.49
mSp_rep3_326	98.02
mSp_rep3_327	97.71
mSp_rep3_328	97.44
mSp_rep3_329	97.60
mSp_rep3_330	94.58
mSp_rep3_331	97.39
mSp_rep3_332	96.71
mSp_rep3_333	98.05
mSp_rep3_334	97.51
mSp_rep3_335	97.55
mSp_rep3_336	97.02
mSp_rep3_337	96.37
mSp_rep3_338	96.98
mSp_rep3_339	96.20
mSp_rep3_340	96.87
mSp_rep3_341	96.93
mSp_rep3_342	97.46
mSp_rep3_343	96.14
mSp_rep3_344	96.61
mSp_rep3_345	97.27
mSp_rep3_346	97.73
mSp_rep3_347	96.84
mSp_rep3_348	95.53
mSp_rep3_349	97.07
mSp_rep3_350	96.55
mSp_rep3_351	96.77
mSp_rep3_352	95.13
mSp_rep3_353	97.71
mSp_rep3_354	97.22
mSp_rep3_355	97.34
mSp_rep3_356	97.09
mSp_rep3_357	96.69
mSp_rep3_358	97.22
mSp_rep3_359	96.85
mSp_rep3_360	97.31
mSp_rep3_361	97.29
mSp_rep3_362	96.45
mSp_rep3_363	96.77
mSp_rep3_364	96.40
mSp_rep3_365	97.60
mSp_rep3_366	63.86
mSp_rep3_367	96.97
mSp_rep3_368	94.62
mSp_rep3_369	97.44
mSp_rep3_370	97.10
mSp_rep3_371	96.64
mSp_rep3_372	64.53
mSp_rep3_373	96.73
mSp_rep3_374	96.61
mSp_rep3_375	96.72
mSp_rep3_376	97.09
mSp_rep3_377	97.48
mSp_rep3_378	45.16
mSp_rep3_379	97.30
mSp_rep3_380	97.39
mSp_rep3_381	96.36
mSp_rep3_382	97.01
mSp_rep3_383	96.70
mSp_rep3_384	59.91
mSp_rep4_001	96.37
mSp_rep4_002	98.00
mSp_rep4_003	97.04
mSp_rep4_004	97.25
mSp_rep4_005	96.55
mSp_rep4_006	97.07
mSp_rep4_007	64.97
mSp_rep4_008	97.18
mSp_rep4_009	96.48
mSp_rep4_010	97.13
mSp_rep4_011	96.41
mSp_rep4_012	94.84
mSp_rep4_013	97.20
mSp_rep4_014	97.17
mSp_rep4_015	95.43
mSp_rep4_016	97.25
mSp_rep4_017	97.52
mSp_rep4_018	97.36
mSp_rep4_019	97.24
mSp_rep4_020	96.39
mSp_rep4_021	96.13
mSp_rep4_022	96.88
mSp_rep4_023	97.24
mSp_rep4_024	97.19
mSp_rep4_025	97.34
mSp_rep4_026	96.71
mSp_rep4_027	96.17
mSp_rep4_028	96.90
mSp_rep4_029	96.73
mSp_rep4_030	97.11
mSp_rep4_031	97.18
mSp_rep4_032	96.97
mSp_rep4_033	97.77
mSp_rep4_034	95.43
mSp_rep4_035	97.31
mSp_rep4_036	97.15
mSp_rep4_037	97.53
mSp_rep4_038	97.04
mSp_rep4_039	97.52
mSp_rep4_040	96.22
mSp_rep4_041	97.52
mSp_rep4_042	97.29
mSp_rep4_043	97.67
mSp_rep4_044	96.99
mSp_rep4_045	97.45
mSp_rep4_046	97.25
mSp_rep4_047	97.18
mSp_rep4_048	96.91
mSp_rep4_049	96.31
mSp_rep4_050	97.09
mSp_rep4_051	97.20
mSp_rep4_052	97.22
mSp_rep4_053	97.43
mSp_rep4_054	97.04
mSp_rep4_055	97.79
mSp_rep4_056	95.30
mSp_rep4_057	96.29
mSp_rep4_058	95.72
mSp_rep4_059	97.31
mSp_rep4_060	97.34
mSp_rep4_061	96.91
mSp_rep4_062	97.10
mSp_rep4_063	96.96
mSp_rep4_064	95.37
mSp_rep4_065	97.65
mSp_rep4_066	96.59
mSp_rep4_067	97.66
mSp_rep4_068	96.93
mSp_rep4_069	97.43
mSp_rep4_070	96.22
mSp_rep4_071	96.61
mSp_rep4_072	97.29
mSp_rep4_073	97.41
mSp_rep4_074	96.71
mSp_rep4_075	97.05
mSp_rep4_076	95.03
mSp_rep4_077	97.56
mSp_rep4_078	97.15
mSp_rep4_079	95.08
mSp_rep4_080	95.82
mSp_rep4_081	96.99
mSp_rep4_082	97.53
mSp_rep4_083	97.03
mSp_rep4_084	97.57
mSp_rep4_085	97.43
mSp_rep4_086	97.38
mSp_rep4_087	97.12
mSp_rep4_088	97.63
mSp_rep4_089	96.82
mSp_rep4_090	97.34
mSp_rep4_091	97.20
mSp_rep4_092	97.46
mSp_rep4_093	94.88
mSp_rep4_094	93.70
mSp_rep4_095	95.43
mSp_rep4_096	98.04
mSp_rep4_097	96.93
mSp_rep4_098	97.40
mSp_rep4_099	97.33
mSp_rep4_100	97.33
mSp_rep4_101	97.58
mSp_rep4_102	97.19
mSp_rep4_103	97.34
mSp_rep4_104	97.26
mSp_rep4_105	97.33
mSp_rep4_106	97.07
mSp_rep4_107	96.69
mSp_rep4_108	96.26
mSp_rep4_109	95.88
mSp_rep4_110	97.28
mSp_rep4_111	97.48
mSp_rep4_112	96.74
mSp_rep4_113	96.32
mSp_rep4_114	97.18
mSp_rep4_115	96.17
mSp_rep4_116	97.04
mSp_rep4_117	96.80
mSp_rep4_118	97.48
mSp_rep4_119	97.33
mSp_rep4_120	97.26
mSp_rep4_121	97.29
mSp_rep4_122	98.15
mSp_rep4_123	95.43
mSp_rep4_124	97.63
mSp_rep4_125	97.21
mSp_rep4_126	89.17
mSp_rep4_127	97.05
mSp_rep4_128	97.30
mSp_rep4_129	97.21
mSp_rep4_130	97.78
mSp_rep4_131	97.00
mSp_rep4_132	97.45
mSp_rep4_133	97.38
mSp_rep4_134	97.40
mSp_rep4_135	96.82
mSp_rep4_136	96.66
mSp_rep4_137	97.49
mSp_rep4_138	95.80
mSp_rep4_139	97.21
mSp_rep4_140	97.43
mSp_rep4_141	97.38
mSp_rep4_142	97.53
mSp_rep4_143	97.51
mSp_rep4_144	94.46
mSp_rep4_145	96.80
mSp_rep4_146	97.10
mSp_rep4_147	97.07
mSp_rep4_148	97.49
mSp_rep4_149	98.56
mSp_rep4_150	97.50
mSp_rep4_151	97.35
mSp_rep4_152	96.94
mSp_rep4_153	96.93
mSp_rep4_154	97.45
mSp_rep4_155	96.01
mSp_rep4_156	97.53
mSp_rep4_157	96.63
mSp_rep4_158	97.86
mSp_rep4_159	97.22
mSp_rep4_160	97.49
mSp_rep4_161	96.87
mSp_rep4_162	96.71
mSp_rep4_163	97.41
mSp_rep4_164	96.97
mSp_rep4_165	97.41
mSp_rep4_166	97.59
mSp_rep4_167	96.91
mSp_rep4_168	97.64
mSp_rep4_169	97.08
mSp_rep4_170	97.28
mSp_rep4_171	97.36
mSp_rep4_172	96.87
mSp_rep4_173	97.32
mSp_rep4_174	97.13
mSp_rep4_175	95.24
mSp_rep4_176	97.12
mSp_rep4_177	97.59
mSp_rep4_178	95.81
mSp_rep4_179	97.02
mSp_rep4_180	97.50
mSp_rep4_181	96.75
mSp_rep4_182	97.44
mSp_rep4_183	97.52
mSp_rep4_184	97.67
mSp_rep4_185	96.89
mSp_rep4_186	97.67
mSp_rep4_187	97.11
mSp_rep4_188	98.51
mSp_rep4_189	95.84
mSp_rep4_190	96.67
mSp_rep4_191	97.31
mSp_rep4_192	96.86
mSp_rep4_193	97.34
mSp_rep4_194	97.42
mSp_rep4_195	97.60
mSp_rep4_196	95.86
mSp_rep4_197	97.31
mSp_rep4_198	96.44
mSp_rep4_199	96.65
mSp_rep4_200	97.55
mSp_rep4_201	97.19
mSp_rep4_202	96.63
mSp_rep4_203	97.50
mSp_rep4_204	96.91
mSp_rep4_205	97.44
mSp_rep4_206	96.78
mSp_rep4_207	96.89
mSp_rep4_208	96.74
mSp_rep4_209	96.87
mSp_rep4_210	94.82
mSp_rep4_211	97.79
mSp_rep4_212	96.21
mSp_rep4_213	97.75
mSp_rep4_214	97.09
mSp_rep4_215	97.51
mSp_rep4_216	96.85
mSp_rep4_217	97.52
mSp_rep4_218	97.49
mSp_rep4_219	97.42
mSp_rep4_220	97.76
mSp_rep4_221	97.00
mSp_rep4_222	97.67
mSp_rep4_223	97.60
mSp_rep4_224	97.25
mSp_rep4_225	96.37
mSp_rep4_226	97.13
mSp_rep4_227	97.28
mSp_rep4_228	97.31
mSp_rep4_229	97.43
mSp_rep4_230	97.01
mSp_rep4_231	96.77
mSp_rep4_232	97.13
mSp_rep4_233	95.58
mSp_rep4_234	97.15
mSp_rep4_235	97.09
mSp_rep4_236	97.98
mSp_rep4_237	97.24
mSp_rep4_238	97.19
mSp_rep4_239	97.39
mSp_rep4_240	97.31
mSp_rep4_241	96.54
mSp_rep4_242	97.30
mSp_rep4_243	97.17
mSp_rep4_244	97.77
mSp_rep4_245	96.88
mSp_rep4_246	97.63
mSp_rep4_247	94.23
mSp_rep4_248	97.12
mSp_rep4_249	97.67
mSp_rep4_250	96.86
mSp_rep4_251	99.06
mSp_rep4_252	97.50
mSp_rep4_253	97.21
mSp_rep4_254	97.35
mSp_rep4_255	97.17
mSp_rep4_256	97.56
mSp_rep4_257	96.92
mSp_rep4_258	97.23
mSp_rep4_259	97.46
mSp_rep4_260	96.91
mSp_rep4_261	97.11
mSp_rep4_262	96.74
mSp_rep4_263	96.99
mSp_rep4_264	95.42
mSp_rep4_265	97.26
mSp_rep4_266	97.37
mSp_rep4_267	97.02
mSp_rep4_268	96.67
mSp_rep4_269	97.47
mSp_rep4_270	97.15
mSp_rep4_271	97.31
mSp_rep4_272	97.11
mSp_rep4_273	97.04
mSp_rep4_274	96.87
mSp_rep4_275	96.25
mSp_rep4_276	97.41
mSp_rep4_277	97.05
mSp_rep4_278	96.63
mSp_rep4_279	97.37
mSp_rep4_280	95.76
mSp_rep4_281	97.88
mSp_rep4_282	97.42
mSp_rep4_283	97.36
mSp_rep4_284	97.01
mSp_rep4_285	96.77
mSp_rep4_286	97.22
mSp_rep4_287	95.67
mSp_rep4_288	96.87
mSp_rep4_289	96.94
mSp_rep4_290	97.32
mSp_rep4_291	95.85
mSp_rep4_292	96.86
mSp_rep4_293	97.00
mSp_rep4_294	96.78
mSp_rep4_295	97.50
mSp_rep4_296	97.89
mSp_rep4_297	97.71
mSp_rep4_298	97.12
mSp_rep4_299	97.54
mSp_rep4_300	96.87
mSp_rep4_301	97.35
mSp_rep4_302	96.25
mSp_rep4_303	97.34
mSp_rep4_304	97.12
mSp_rep4_305	96.27
mSp_rep4_306	97.06
mSp_rep4_307	97.29
mSp_rep4_308	96.07
mSp_rep4_309	97.77
mSp_rep4_310	97.56
mSp_rep4_311	95.90
mSp_rep4_312	97.05
mSp_rep4_313	97.50
mSp_rep4_314	97.29
mSp_rep4_315	97.28
mSp_rep4_316	96.86
mSp_rep4_317	97.22
mSp_rep4_318	97.41
mSp_rep4_319	96.06
mSp_rep4_320	97.35
mSp_rep4_321	96.63
mSp_rep4_322	96.83
mSp_rep4_323	97.75
mSp_rep4_324	97.02
mSp_rep4_325	97.39
mSp_rep4_326	97.64
mSp_rep4_327	97.33
mSp_rep4_328	97.57
mSp_rep4_329	97.10
mSp_rep4_330	95.47
mSp_rep4_331	97.07
mSp_rep4_332	96.68
mSp_rep4_333	97.79
mSp_rep4_334	97.83
mSp_rep4_335	97.44
mSp_rep4_336	96.52
mSp_rep4_337	96.68
mSp_rep4_338	91.84
mSp_rep4_339	96.70
mSp_rep4_340	97.09
mSp_rep4_341	97.57
mSp_rep4_342	98.35
mSp_rep4_343	95.57
mSp_rep4_344	95.95
mSp_rep4_345	96.33
mSp_rep4_346	97.07
mSp_rep4_347	96.93
mSp_rep4_348	97.01
mSp_rep4_349	96.97
mSp_rep4_350	96.88
mSp_rep4_351	97.05
mSp_rep4_352	96.74
mSp_rep4_353	97.61
mSp_rep4_354	96.83
mSp_rep4_355	97.11
mSp_rep4_356	97.79
mSp_rep4_357	96.95
mSp_rep4_358	97.06
mSp_rep4_359	97.65
mSp_rep4_360	97.12
mSp_rep4_361	97.47
mSp_rep4_362	97.42
mSp_rep4_363	97.27
mSp_rep4_364	97.28
mSp_rep4_365	97.34
mSp_rep4_366	61.82
mSp_rep4_367	97.30
mSp_rep4_368	97.47
mSp_rep4_369	97.28
mSp_rep4_370	77.52
mSp_rep4_371	97.04
mSp_rep4_372	38.49
mSp_rep4_373	97.23
mSp_rep4_374	97.28
mSp_rep4_375	97.60
mSp_rep4_376	97.42
mSp_rep4_377	97.31
mSp_rep4_378	65.71
mSp_rep4_379	97.38
mSp_rep4_380	97.18
mSp_rep4_381	97.44
mSp_rep4_382	96.71
mSp_rep4_383	97.24
mSp_rep4_384	39.79
mSp_rep5_001	96.59
mSp_rep5_002	96.58
mSp_rep5_003	97.90
mSp_rep5_004	97.78
mSp_rep5_005	96.62
mSp_rep5_006	97.22
mSp_rep5_007	96.80
mSp_rep5_008	97.57
mSp_rep5_009	97.53
mSp_rep5_010	96.09
mSp_rep5_011	97.76
mSp_rep5_012	97.37
mSp_rep5_013	96.94
mSp_rep5_014	97.24
mSp_rep5_015	97.56
mSp_rep5_016	97.25
mSp_rep5_017	79.68
mSp_rep5_018	97.31
mSp_rep5_019	97.71
mSp_rep5_020	96.89
mSp_rep5_021	97.59
mSp_rep5_022	97.05
mSp_rep5_023	97.43
mSp_rep5_024	96.94
mSp_rep5_025	97.55
mSp_rep5_026	97.73
mSp_rep5_027	97.65
mSp_rep5_028	97.48
mSp_rep5_029	97.47
mSp_rep5_030	97.19
mSp_rep5_031	97.77
mSp_rep5_032	97.74
mSp_rep5_033	97.29
mSp_rep5_034	97.26
mSp_rep5_035	96.67
mSp_rep5_036	97.39
