cell	mt_content
c1_mESC_chip2_82	0.139610
c1_mESC_chip2_83	0.128861
c1_mESC_chip2_84	0.019639
c1_mESC_chip2_85	0.053846
c1_mESC_chip2_86	0.003172
c1_mESC_chip2_87	0.024777
c1_mESC_chip2_88	0.124927
c1_mESC_chip2_89	0.034470
c1_mESC_chip2_90	0.078847
c1_mESC_chip2_91	0.147604
c1_mESC_chip2_92	0.053527
c1_mESC_chip2_93	0.039543
c1_mESC_chip2_94	0.044700
c1_mESC_chip2_95	0.198800
c1_mESC_chip2_96	0.054156
