cell	mt_content
mSp_rep3_001	0.027930
mSp_rep3_002	0.154611
mSp_rep3_003	0.032157
mSp_rep3_004	0.008555
mSp_rep3_005	0.016082
mSp_rep3_006	0.009986
mSp_rep3_007	0.010849
mSp_rep3_008	0.026653
mSp_rep3_009	0.034350
mSp_rep3_010	0.045633
mSp_rep3_011	0.035201
mSp_rep3_012	0.013258
mSp_rep3_013	0.021894
mSp_rep3_014	0.014171
mSp_rep3_015	0.006629
mSp_rep3_016	0.052420
mSp_rep3_017	0.018620
mSp_rep3_018	0.028098
mSp_rep3_019	0.014054
mSp_rep3_020	0.039098
mSp_rep3_021	0.010029
mSp_rep3_022	0.026823
mSp_rep3_023	0.023478
mSp_rep3_024	0.020047
mSp_rep3_025	0.019095
mSp_rep3_026	0.087406
mSp_rep3_027	0.019271
mSp_rep3_028	0.000819
mSp_rep3_029	0.011000
mSp_rep3_030	0.044343
mSp_rep3_031	0.023481
mSp_rep3_032	0.061131
mSp_rep3_033	0.000582
mSp_rep3_034	0.010062
mSp_rep3_035	0.020434
mSp_rep3_036	0.025702
mSp_rep3_037	0.019520
mSp_rep3_038	0.011189
mSp_rep3_039	0.011590
mSp_rep3_040	0.716495
mSp_rep3_041	0.031877
mSp_rep3_042	0.244475
mSp_rep3_043	0.015530
mSp_rep3_044	0.024477
mSp_rep3_045	0.004918
mSp_rep3_046	0.034516
mSp_rep3_047	0.033833
mSp_rep3_048	0.062114
mSp_rep3_049	0.015499
mSp_rep3_050	0.022442
mSp_rep3_051	0.013660
mSp_rep3_052	0.022217
mSp_rep3_053	0.021865
mSp_rep3_054	0.014175
mSp_rep3_055	0.039030
mSp_rep3_056	0.022345
mSp_rep3_057	0.004789
mSp_rep3_058	0.008220
mSp_rep3_059	0.285829
mSp_rep3_060	0.012625
mSp_rep3_061	0.022868
mSp_rep3_062	0.010180
mSp_rep3_063	0.007887
mSp_rep3_064	0.006092
mSp_rep3_065	0.016653
mSp_rep3_066	0.031095
mSp_rep3_067	0.019843
mSp_rep3_068	0.002928
mSp_rep3_069	0.021155
mSp_rep3_070	0.009047
mSp_rep3_071	0.012580
mSp_rep3_072	0.029841
mSp_rep3_073	0.028499
mSp_rep3_074	0.034757
mSp_rep3_075	0.030320
mSp_rep3_076	0.019366
mSp_rep3_077	0.024096
mSp_rep3_078	0.019922
mSp_rep3_079	0.029517
mSp_rep3_080	0.026595
mSp_rep3_081	0.000196
mSp_rep3_082	0.018472
mSp_rep3_083	0.034816
mSp_rep3_084	0.029200
mSp_rep3_085	0.059757
mSp_rep3_086	0.066948
mSp_rep3_087	0.008125
mSp_rep3_088	0.022713
mSp_rep3_089	0.023440
mSp_rep3_090	0.009660
mSp_rep3_091	0.008744
mSp_rep3_092	0.933962
mSp_rep3_093	0.022520
mSp_rep3_094	0.015128
mSp_rep3_095	0.025933
mSp_rep3_096	0.003487
mSp_rep3_097	0.020817
mSp_rep3_098	0.005763
mSp_rep3_099	0.005962
mSp_rep3_100	0.015476
mSp_rep3_101	0.009210
mSp_rep3_102	0.026206
mSp_rep3_103	0.025749
