cell	mapping_rate
mSp_rep3_348	95.49
mSp_rep3_349	97.02
mSp_rep3_350	96.51
mSp_rep3_351	96.83
mSp_rep3_352	95.18
mSp_rep3_353	97.70
mSp_rep3_354	97.15
mSp_rep3_355	97.41
mSp_rep3_356	96.95
mSp_rep3_357	96.61
mSp_rep3_358	97.15
mSp_rep3_359	96.84
mSp_rep3_360	97.25
mSp_rep3_361	97.28
mSp_rep3_362	96.46
mSp_rep3_363	96.74
mSp_rep3_364	96.48
mSp_rep3_365	97.62
mSp_rep3_366	70.00
mSp_rep3_367	96.93
mSp_rep3_368	94.58
mSp_rep3_369	97.51
mSp_rep3_370	97.08
mSp_rep3_371	96.69
mSp_rep3_372	67.65
mSp_rep3_373	96.78
mSp_rep3_374	96.62
mSp_rep3_375	96.67
mSp_rep3_376	97.03
mSp_rep3_377	97.53
mSp_rep3_378	41.67
mSp_rep3_379	97.30
mSp_rep3_380	97.34
mSp_rep3_381	96.36
mSp_rep3_382	97.03
mSp_rep3_383	96.77
mSp_rep3_384	63.64
