cell	sequencing_depth
mSp_rep3_001	104848
mSp_rep3_002	22295
mSp_rep3_003	417382
mSp_rep3_004	111936
mSp_rep3_005	96566
mSp_rep3_006	92296
mSp_rep3_007	78614
mSp_rep3_008	131823
mSp_rep3_009	100758
mSp_rep3_010	93587
mSp_rep3_011	93095
mSp_rep3_012	104579
mSp_rep3_013	89698
mSp_rep3_014	78170
mSp_rep3_015	78568
mSp_rep3_016	110304
mSp_rep3_017	54865
mSp_rep3_018	41010
mSp_rep3_019	46743
mSp_rep3_020	58336
mSp_rep3_021	44730
mSp_rep3_022	66358
mSp_rep3_023	55811
mSp_rep3_024	93862
mSp_rep3_025	80827
mSp_rep3_026	20947
mSp_rep3_027	106784
mSp_rep3_028	94370
mSp_rep3_029	81016
mSp_rep3_030	96410
mSp_rep3_031	162179
mSp_rep3_032	97042
mSp_rep3_033	273203
mSp_rep3_034	83090
mSp_rep3_035	226169
mSp_rep3_036	24859
mSp_rep3_037	80064
mSp_rep3_038	66029
mSp_rep3_039	82264
mSp_rep3_040	2580
mSp_rep3_041	46585
mSp_rep3_042	8865
mSp_rep3_043	82571
mSp_rep3_044	60767
mSp_rep3_045	44344
mSp_rep3_046	167002
mSp_rep3_047	46271
mSp_rep3_048	41121
mSp_rep3_049	120608
mSp_rep3_050	96416
mSp_rep3_051	116764
mSp_rep3_052	94998
mSp_rep3_053	195953
mSp_rep3_054	127581
mSp_rep3_055	70198
mSp_rep3_056	99181
mSp_rep3_057	105593
mSp_rep3_058	87936
mSp_rep3_059	4781
mSp_rep3_060	99492
mSp_rep3_061	178500
mSp_rep3_062	65347
mSp_rep3_063	63919
mSp_rep3_064	110008
mSp_rep3_065	79703
mSp_rep3_066	72775
mSp_rep3_067	31474
mSp_rep3_068	48354
mSp_rep3_069	76978
mSp_rep3_070	157918
mSp_rep3_071	72751
mSp_rep3_072	94087
mSp_rep3_073	108053
mSp_rep3_074	48668
mSp_rep3_075	93772
mSp_rep3_076	102209
mSp_rep3_077	69137
mSp_rep3_078	125488
mSp_rep3_079	92631
mSp_rep3_080	68208
mSp_rep3_081	792986
mSp_rep3_082	114041
mSp_rep3_083	87756
mSp_rep3_084	64096
mSp_rep3_085	92612
mSp_rep3_086	57828
mSp_rep3_087	67249
mSp_rep3_088	91624
mSp_rep3_089	29163
mSp_rep3_090	56005
mSp_rep3_091	68987
mSp_rep3_092	356
mSp_rep3_093	142462
mSp_rep3_094	93651
mSp_rep3_095	85336
mSp_rep3_096	94015
mSp_rep3_097	118136
mSp_rep3_098	84440
mSp_rep3_099	114781
mSp_rep3_100	143883
mSp_rep3_101	62663
mSp_rep3_102	64757
mSp_rep3_103	122887
mSp_rep3_104	96956
mSp_rep3_105	34137
mSp_rep3_106	84479
mSp_rep3_107	64108
mSp_rep3_108	62917
mSp_rep3_109	77989
mSp_rep3_110	130091
mSp_rep3_111	60493
mSp_rep3_112	65296
mSp_rep3_113	64320
mSp_rep3_114	114034
mSp_rep3_115	71905
mSp_rep3_116	50759
mSp_rep3_117	21730
mSp_rep3_118	70859
mSp_rep3_119	18266
mSp_rep3_120	133431
mSp_rep3_121	98341
mSp_rep3_122	111605
mSp_rep3_123	83057
mSp_rep3_124	111285
mSp_rep3_125	65077
mSp_rep3_126	81595
mSp_rep3_127	104612
mSp_rep3_128	59670
mSp_rep3_129	150533
mSp_rep3_130	164204
mSp_rep3_131	61583
mSp_rep3_132	332066
mSp_rep3_133	71678
mSp_rep3_134	77415
mSp_rep3_135	59983
mSp_rep3_136	44098
mSp_rep3_137	88897
mSp_rep3_138	51568
mSp_rep3_139	70510
mSp_rep3_140	42503
mSp_rep3_141	63436
mSp_rep3_142	60281
mSp_rep3_143	78781
mSp_rep3_144	116594
mSp_rep3_145	105072
mSp_rep3_146	94685
mSp_rep3_147	68502
mSp_rep3_148	71759
mSp_rep3_149	89637
mSp_rep3_150	86043
mSp_rep3_151	122039
mSp_rep3_152	126941
mSp_rep3_153	205172
mSp_rep3_154	118340
mSp_rep3_155	54657
mSp_rep3_156	85520
mSp_rep3_157	23116
mSp_rep3_158	68338
mSp_rep3_159	47969
mSp_rep3_160	40099
mSp_rep3_161	50122
mSp_rep3_162	77493
mSp_rep3_163	126651
mSp_rep3_164	26739
mSp_rep3_165	70512
mSp_rep3_166	54235
mSp_rep3_167	84000
mSp_rep3_168	181565
mSp_rep3_169	7480
mSp_rep3_170	78392
mSp_rep3_171	137026
mSp_rep3_172	40470
mSp_rep3_173	62133
mSp_rep3_174	105846
mSp_rep3_175	156538
mSp_rep3_176	67254
mSp_rep3_177	96235
mSp_rep3_178	207477
mSp_rep3_179	28991
mSp_rep3_180	42427
mSp_rep3_181	104021
mSp_rep3_182	40576
mSp_rep3_183	54295
mSp_rep3_184	54621
mSp_rep3_185	44501
mSp_rep3_186	77804
mSp_rep3_187	55329
mSp_rep3_188	59208
mSp_rep3_189	54002
mSp_rep3_190	84179
mSp_rep3_191	56768
mSp_rep3_192	68447
mSp_rep3_193	64290
mSp_rep3_194	17000
mSp_rep3_195	80200
mSp_rep3_196	31898
mSp_rep3_197	12946
mSp_rep3_198	46098
mSp_rep3_199	89283
mSp_rep3_200	121723
mSp_rep3_201	92273
mSp_rep3_202	55834
mSp_rep3_203	68048
mSp_rep3_204	100893
mSp_rep3_205	64624
mSp_rep3_206	64598
mSp_rep3_207	75120
mSp_rep3_208	33523
mSp_rep3_209	120442
mSp_rep3_210	126719
mSp_rep3_211	80099
mSp_rep3_212	63491
mSp_rep3_213	54480
mSp_rep3_214	165757
mSp_rep3_215	65699
