cell	uniq_frags
mSp_rep3_001	31470.000000
mSp_rep3_002	6004.000000
mSp_rep3_003	120808.000000
mSp_rep3_004	35131.000000
mSp_rep3_005	32075.000000
mSp_rep3_006	29747.000000
mSp_rep3_007	23842.000000
mSp_rep3_008	42891.000000
mSp_rep3_009	32496.000000
mSp_rep3_010	27979.000000
mSp_rep3_011	31066.000000
mSp_rep3_012	35947.000000
mSp_rep3_013	30583.000000
mSp_rep3_014	29031.000000
mSp_rep3_015	27853.000000
mSp_rep3_016	36198.000000
mSp_rep3_017	20953.000000
mSp_rep3_018	17438.000000
mSp_rep3_019	18532.000000
mSp_rep3_020	21672.000000
mSp_rep3_021	17901.000000
mSp_rep3_022	22176.000000
mSp_rep3_023	20730.000000
mSp_rep3_024	31597.000000
mSp_rep3_025	23362.000000
mSp_rep3_026	6536.000000
mSp_rep3_027	30449.000000
mSp_rep3_028	32616.000000
mSp_rep3_029	28773.000000
mSp_rep3_030	28377.000000
mSp_rep3_031	47477.000000
mSp_rep3_032	31481.000000
mSp_rep3_033	79616.000000
mSp_rep3_034	26219.000000
mSp_rep3_035	79992.000000
mSp_rep3_036	8748.000000
mSp_rep3_037	27545.000000
mSp_rep3_038	26339.000000
mSp_rep3_039	29191.000000
mSp_rep3_040	183.000000
mSp_rep3_041	20156.000000
mSp_rep3_042	2599.000000
mSp_rep3_043	27812.000000
mSp_rep3_044	24531.000000
mSp_rep3_045	17885.000000
mSp_rep3_046	56130.000000
mSp_rep3_047	17976.000000
mSp_rep3_048	12189.000000
mSp_rep3_049	34618.000000
mSp_rep3_050	32980.000000
mSp_rep3_051	34747.000000
mSp_rep3_052	31523.000000
mSp_rep3_053	61725.000000
mSp_rep3_054	41247.000000
mSp_rep3_055	21392.000000
mSp_rep3_056	32364.000000
mSp_rep3_057	33297.000000
mSp_rep3_058	26959.000000
mSp_rep3_059	1006.000000
mSp_rep3_060	36723.000000
mSp_rep3_061	61873.000000
mSp_rep3_062	27077.000000
mSp_rep3_063	26058.000000
mSp_rep3_064	35888.000000
mSp_rep3_065	34073.000000
mSp_rep3_066	29073.000000
mSp_rep3_067	11175.000000
mSp_rep3_068	22179.000000
mSp_rep3_069	31340.000000
mSp_rep3_070	52281.000000
mSp_rep3_071	30703.000000
mSp_rep3_072	32397.000000
mSp_rep3_073	30843.000000
mSp_rep3_074	17324.000000
mSp_rep3_075	27010.000000
mSp_rep3_076	32231.000000
mSp_rep3_077	23221.000000
mSp_rep3_078	40225.000000
mSp_rep3_079	28030.000000
mSp_rep3_080	24187.000000
mSp_rep3_081	232758.000000
mSp_rep3_082	36702.000000
mSp_rep3_083	32044.000000
mSp_rep3_084	23041.000000
mSp_rep3_085	31341.000000
mSp_rep3_086	23598.000000
mSp_rep3_087	25845.000000
mSp_rep3_088	32195.000000
mSp_rep3_089	14773.000000
mSp_rep3_090	23663.000000
mSp_rep3_091	24583.000000
mSp_rep3_092	11.000000
mSp_rep3_093	53603.000000
mSp_rep3_094	32885.000000
mSp_rep3_095	34965.000000
mSp_rep3_096	29759.000000
mSp_rep3_097	36116.000000
mSp_rep3_098	30347.000000
mSp_rep3_099	33044.000000
mSp_rep3_100	48872.000000
mSp_rep3_101	21555.000000
mSp_rep3_102	20641.000000
mSp_rep3_103	38672.000000
mSp_rep3_104	32744.000000
mSp_rep3_105	9895.000000
mSp_rep3_106	26082.000000
mSp_rep3_107	27087.000000
mSp_rep3_108	22497.000000
mSp_rep3_109	28082.000000
mSp_rep3_110	52574.000000
mSp_rep3_111	23345.000000
mSp_rep3_112	24539.000000
mSp_rep3_113	27362.000000
mSp_rep3_114	45905.000000
mSp_rep3_115	22889.000000
mSp_rep3_116	23013.000000
mSp_rep3_117	8898.000000
mSp_rep3_118	23697.000000
mSp_rep3_119	7144.000000
mSp_rep3_120	45120.000000
mSp_rep3_121	28701.000000
mSp_rep3_122	36794.000000
mSp_rep3_123	23607.000000
mSp_rep3_124	33488.000000
mSp_rep3_125	22327.000000
mSp_rep3_126	22584.000000
mSp_rep3_127	33332.000000
mSp_rep3_128	25464.000000
mSp_rep3_129	56490.000000
mSp_rep3_130	50044.000000
mSp_rep3_131	23474.000000
mSp_rep3_132	110500.000000
mSp_rep3_133	25810.000000
mSp_rep3_134	26618.000000
mSp_rep3_135	24934.000000
mSp_rep3_136	18068.000000
mSp_rep3_137	30747.000000
mSp_rep3_138	21913.000000
mSp_rep3_139	25716.000000
mSp_rep3_140	17929.000000
mSp_rep3_141	25979.000000
mSp_rep3_142	18763.000000
mSp_rep3_143	33430.000000
mSp_rep3_144	40456.000000
mSp_rep3_145	31497.000000
mSp_rep3_146	35007.000000
mSp_rep3_147	20524.000000
mSp_rep3_148	28174.000000
mSp_rep3_149	34952.000000
mSp_rep3_150	27728.000000
mSp_rep3_151	41195.000000
mSp_rep3_152	44192.000000
mSp_rep3_153	61745.000000
mSp_rep3_154	38634.000000
mSp_rep3_155	20170.000000
mSp_rep3_156	32353.000000
mSp_rep3_157	6422.000000
mSp_rep3_158	29334.000000
mSp_rep3_159	20313.000000
mSp_rep3_160	16425.000000
mSp_rep3_161	22871.000000
mSp_rep3_162	32923.000000
mSp_rep3_163	43636.000000
mSp_rep3_164	16788.000000
mSp_rep3_165	28121.000000
mSp_rep3_166	19842.000000
mSp_rep3_167	35328.000000
mSp_rep3_168	65343.000000
mSp_rep3_169	1978.000000
