cell	sequencing_depth
mSp_rep3_001	944455
mSp_rep3_002	199303
mSp_rep3_003	3757620
mSp_rep3_004	1007966
mSp_rep3_005	869840
mSp_rep3_006	831250
mSp_rep3_007	707823
mSp_rep3_008	1186800
mSp_rep3_009	907453
mSp_rep3_010	843289
mSp_rep3_011	838551
mSp_rep3_012	941753
mSp_rep3_013	807220
mSp_rep3_014	704104
mSp_rep3_015	707503
mSp_rep3_016	993102
mSp_rep3_017	492995
mSp_rep3_018	368010
mSp_rep3_019	419397
mSp_rep3_020	523822
mSp_rep3_021	401297
mSp_rep3_022	596318
mSp_rep3_023	501148
mSp_rep3_024	845612
mSp_rep3_025	727708
mSp_rep3_026	187147
mSp_rep3_027	961610
mSp_rep3_028	850397
mSp_rep3_029	729538
mSp_rep3_030	868428
mSp_rep3_031	1459707
mSp_rep3_032	873975
mSp_rep3_033	2455974
mSp_rep3_034	748128
mSp_rep3_035	2032621
mSp_rep3_036	222425
mSp_rep3_037	720986
mSp_rep3_038	593323
mSp_rep3_039	740579
mSp_rep3_040	23521
mSp_rep3_041	417918
mSp_rep3_042	79367
mSp_rep3_043	743437
mSp_rep3_044	545751
mSp_rep3_045	397709
mSp_rep3_046	1502461
mSp_rep3_047	415226
mSp_rep3_048	368977
mSp_rep3_049	1087250
mSp_rep3_050	868488
mSp_rep3_051	1052120
mSp_rep3_052	855814
mSp_rep3_053	1761236
mSp_rep3_054	1148958
mSp_rep3_055	631340
mSp_rep3_056	892992
mSp_rep3_057	951081
mSp_rep3_058	791227
mSp_rep3_059	42957
mSp_rep3_060	895787
mSp_rep3_061	1606613
mSp_rep3_062	587234
mSp_rep3_063	574615
mSp_rep3_064	990554
mSp_rep3_065	717467
mSp_rep3_066	654853
mSp_rep3_067	282237
mSp_rep3_068	433905
mSp_rep3_069	692806
mSp_rep3_070	1421570
mSp_rep3_071	654642
mSp_rep3_072	847712
mSp_rep3_073	972692
mSp_rep3_074	436649
mSp_rep3_075	844769
mSp_rep3_076	920724
mSp_rep3_077	621752
mSp_rep3_078	1130330
mSp_rep3_079	834161
mSp_rep3_080	613071
mSp_rep3_081	7137194
mSp_rep3_082	1027066
mSp_rep3_083	789605
mSp_rep3_084	576255
mSp_rep3_085	834026
mSp_rep3_086	519111
mSp_rep3_087	604370
mSp_rep3_088	824974
mSp_rep3_089	261258
mSp_rep3_090	502997
mSp_rep3_091	620238
mSp_rep3_092	3478
mSp_rep3_093	1283452
mSp_rep3_094	843799
mSp_rep3_095	768130
mSp_rep3_096	847124
mSp_rep3_097	1064776
mSp_rep3_098	759858
mSp_rep3_099	1033504
mSp_rep3_100	1296377
mSp_rep3_101	562892
mSp_rep3_102	581990
mSp_rep3_103	1107146
mSp_rep3_104	873276
mSp_rep3_105	306041
mSp_rep3_106	760248
mSp_rep3_107	576377
mSp_rep3_108	565562
mSp_rep3_109	702434
mSp_rep3_110	1171531
mSp_rep3_111	543331
mSp_rep3_112	586766
mSp_rep3_113	578161
mSp_rep3_114	1027004
mSp_rep3_115	647076
mSp_rep3_116	456130
mSp_rep3_117	194194
mSp_rep3_118	637280
mSp_rep3_119	163449
mSp_rep3_120	1201283
mSp_rep3_121	885628
mSp_rep3_122	1004976
mSp_rep3_123	747821
mSp_rep3_124	1002205
mSp_rep3_125	584918
mSp_rep3_126	734667
mSp_rep3_127	942060
mSp_rep3_128	535915
mSp_rep3_129	1356370
mSp_rep3_130	1478064
mSp_rep3_131	553102
mSp_rep3_132	2985481
mSp_rep3_133	644980
