cell	mt_content
mSp_rep3_001	0.026383
mSp_rep3_002	0.140351
mSp_rep3_003	0.029819
mSp_rep3_004	0.008242
mSp_rep3_005	0.015312
mSp_rep3_006	0.009471
mSp_rep3_007	0.010483
mSp_rep3_008	0.024587
mSp_rep3_009	0.031958
mSp_rep3_010	0.041788
mSp_rep3_011	0.031890
mSp_rep3_012	0.012388
mSp_rep3_013	0.019592
mSp_rep3_014	0.012652
mSp_rep3_015	0.006235
mSp_rep3_016	0.047985
mSp_rep3_017	0.016286
mSp_rep3_018	0.024141
mSp_rep3_019	0.013375
mSp_rep3_020	0.035200
mSp_rep3_021	0.008761
mSp_rep3_022	0.024023
mSp_rep3_023	0.021042
mSp_rep3_024	0.018257
mSp_rep3_025	0.018145
mSp_rep3_026	0.081975
mSp_rep3_027	0.017636
mSp_rep3_028	0.000813
mSp_rep3_029	0.010177
mSp_rep3_030	0.040254
mSp_rep3_031	0.021888
mSp_rep3_032	0.055410
mSp_rep3_033	0.000518
mSp_rep3_034	0.009554
mSp_rep3_035	0.018878
mSp_rep3_036	0.023819
mSp_rep3_037	0.018225
mSp_rep3_038	0.009854
mSp_rep3_039	0.010467
mSp_rep3_040	0.647530
mSp_rep3_041	0.028102
mSp_rep3_042	0.219916
mSp_rep3_043	0.014381
mSp_rep3_044	0.022298
mSp_rep3_045	0.004465
mSp_rep3_046	0.031389
mSp_rep3_047	0.029718
mSp_rep3_048	0.055676
mSp_rep3_049	0.014315
mSp_rep3_050	0.020878
mSp_rep3_051	0.012352
mSp_rep3_052	0.020176
mSp_rep3_053	0.020633
mSp_rep3_054	0.012753
mSp_rep3_055	0.036140
mSp_rep3_056	0.020532
mSp_rep3_057	0.004838
mSp_rep3_058	0.007950
mSp_rep3_059	0.260815
mSp_rep3_060	0.011446
mSp_rep3_061	0.020954
mSp_rep3_062	0.009429
mSp_rep3_063	0.007469
mSp_rep3_064	0.005802
mSp_rep3_065	0.015070
mSp_rep3_066	0.027547
mSp_rep3_067	0.018614
mSp_rep3_068	0.002444
mSp_rep3_069	0.018445
mSp_rep3_070	0.008081
mSp_rep3_071	0.011903
mSp_rep3_072	0.027319
mSp_rep3_073	0.026784
mSp_rep3_074	0.031884
mSp_rep3_075	0.027766
mSp_rep3_076	0.018177
mSp_rep3_077	0.022787
mSp_rep3_078	0.018331
mSp_rep3_079	0.027039
mSp_rep3_080	0.024327
mSp_rep3_081	0.000187
mSp_rep3_082	0.016928
mSp_rep3_083	0.031318
mSp_rep3_084	0.027252
mSp_rep3_085	0.054382
mSp_rep3_086	0.059178
mSp_rep3_087	0.007395
mSp_rep3_088	0.020998
mSp_rep3_089	0.021116
mSp_rep3_090	0.008716
mSp_rep3_091	0.008230
mSp_rep3_092	0.653631
mSp_rep3_093	0.020619
mSp_rep3_094	0.013778
mSp_rep3_095	0.023863
mSp_rep3_096	0.003352
mSp_rep3_097	0.019251
mSp_rep3_098	0.005421
mSp_rep3_099	0.005580
mSp_rep3_100	0.014508
mSp_rep3_101	0.008443
mSp_rep3_102	0.023492
mSp_rep3_103	0.023798
mSp_rep3_104	0.015696
mSp_rep3_105	0.074613
mSp_rep3_106	0.037727
mSp_rep3_107	0.001478
mSp_rep3_108	0.032128
mSp_rep3_109	0.002936
mSp_rep3_110	0.012202
mSp_rep3_111	0.018309
mSp_rep3_112	0.039308
mSp_rep3_113	0.016051
mSp_rep3_114	0.030213
mSp_rep3_115	0.012230
mSp_rep3_116	0.037715
mSp_rep3_117	0.049308
mSp_rep3_118	0.011315
mSp_rep3_119	0.029908
mSp_rep3_120	0.017102
mSp_rep3_121	0.042087
mSp_rep3_122	0.028540
mSp_rep3_123	0.023039
mSp_rep3_124	0.034988
mSp_rep3_125	0.027169
mSp_rep3_126	0.019832
mSp_rep3_127	0.030264
mSp_rep3_128	0.005000
mSp_rep3_129	0.045036
mSp_rep3_130	0.049294
mSp_rep3_131	0.012178
mSp_rep3_132	0.017484
mSp_rep3_133	0.001539
mSp_rep3_134	0.033577
mSp_rep3_135	0.003427
mSp_rep3_136	0.008916
mSp_rep3_137	0.026440
mSp_rep3_138	0.012749
mSp_rep3_139	0.011590
mSp_rep3_140	0.027611
mSp_rep3_141	0.023673
mSp_rep3_142	0.029905
mSp_rep3_143	0.010926
mSp_rep3_144	0.012686
mSp_rep3_145	0.028635
mSp_rep3_146	0.002266
mSp_rep3_147	0.033071
mSp_rep3_148	0.022429
mSp_rep3_149	0.010865
mSp_rep3_150	0.015640
mSp_rep3_151	0.024454
mSp_rep3_152	0.009145
mSp_rep3_153	0.058267
mSp_rep3_154	0.010656
mSp_rep3_155	0.014024
mSp_rep3_156	0.015631
mSp_rep3_157	0.163292
mSp_rep3_158	0.006352
mSp_rep3_159	0.026012
mSp_rep3_160	0.053147
mSp_rep3_161	0.038072
mSp_rep3_162	0.017734
mSp_rep3_163	0.040561
mSp_rep3_164	0.014864
mSp_rep3_165	0.046366
mSp_rep3_166	0.013553
mSp_rep3_167	0.035060
mSp_rep3_168	0.037628
mSp_rep3_169	0.120278
mSp_rep3_170	0.032048
mSp_rep3_171	0.028573
mSp_rep3_172	0.090994
mSp_rep3_173	0.019480
mSp_rep3_174	0.018297
mSp_rep3_175	0.041120
mSp_rep3_176	0.013172
mSp_rep3_177	0.020341
mSp_rep3_178	0.020368
mSp_rep3_179	0.031537
mSp_rep3_180	0.003324
mSp_rep3_181	0.019494
mSp_rep3_182	0.024924
mSp_rep3_183	0.023719
mSp_rep3_184	0.009086
mSp_rep3_185	0.009890
mSp_rep3_186	0.015657
mSp_rep3_187	0.037176
mSp_rep3_188	0.044104
mSp_rep3_189	0.020609
mSp_rep3_190	0.011612
mSp_rep3_191	0.002043
mSp_rep3_192	0.012075
mSp_rep3_193	0.071775
mSp_rep3_194	0.043968
mSp_rep3_195	0.020030
mSp_rep3_196	0.011393
mSp_rep3_197	0.139190
mSp_rep3_198	0.013251
mSp_rep3_199	0.016363
mSp_rep3_200	0.026347
mSp_rep3_201	0.012592
mSp_rep3_202	0.014242
mSp_rep3_203	0.053862
mSp_rep3_204	0.011155
mSp_rep3_205	0.000198
mSp_rep3_206	0.016085
mSp_rep3_207	0.017620
mSp_rep3_208	0.030827
mSp_rep3_209	0.015487
mSp_rep3_210	0.018874
mSp_rep3_211	0.029074
mSp_rep3_212	0.010786
mSp_rep3_213	0.003946
mSp_rep3_214	0.014788
mSp_rep3_215	0.039592
mSp_rep3_216	0.000470
mSp_rep3_217	0.030840
mSp_rep3_218	0.021690
mSp_rep3_219	0.008600
mSp_rep3_220	0.086076
mSp_rep3_221	0.018834
mSp_rep3_222	0.029212
mSp_rep3_223	0.041499
mSp_rep3_224	0.027038
mSp_rep3_225	0.031765
mSp_rep3_226	0.012798
mSp_rep3_227	0.025965
mSp_rep3_228	0.024368
mSp_rep3_229	0.008383
mSp_rep3_230	0.024464
mSp_rep3_231	0.020289
