cell	uniq_frags
mSp_rep3_001	34136.000000
mSp_rep3_002	6615.000000
mSp_rep3_003	131151.000000
mSp_rep3_004	38267.000000
mSp_rep3_005	34984.000000
mSp_rep3_006	32525.000000
mSp_rep3_007	25768.000000
mSp_rep3_008	47091.000000
mSp_rep3_009	35531.000000
mSp_rep3_010	30589.000000
mSp_rep3_011	34122.000000
mSp_rep3_012	39464.000000
mSp_rep3_013	33528.000000
mSp_rep3_014	31996.000000
mSp_rep3_015	30601.000000
mSp_rep3_016	39838.000000
mSp_rep3_017	23376.000000
mSp_rep3_018	19767.000000
mSp_rep3_019	20728.000000
mSp_rep3_020	24065.000000
mSp_rep3_021	20139.000000
mSp_rep3_022	24701.000000
mSp_rep3_023	22983.000000
mSp_rep3_024	34577.000000
mSp_rep3_025	25595.000000
mSp_rep3_026	7268.000000
mSp_rep3_027	32976.000000
mSp_rep3_028	35620.000000
mSp_rep3_029	31902.000000
mSp_rep3_030	30852.000000
mSp_rep3_031	51614.000000
mSp_rep3_032	34930.000000
mSp_rep3_033	88797.000000
mSp_rep3_034	28510.000000
mSp_rep3_035	87729.000000
mSp_rep3_036	9713.000000
mSp_rep3_037	30167.000000
mSp_rep3_038	29441.000000
mSp_rep3_039	32047.000000
mSp_rep3_040	264.000000
mSp_rep3_041	22895.000000
mSp_rep3_042	2969.000000
mSp_rep3_043	30705.000000
mSp_rep3_044	27492.000000
mSp_rep3_045	20065.000000
mSp_rep3_046	61407.000000
mSp_rep3_047	20145.000000
mSp_rep3_048	13467.000000
mSp_rep3_049	37182.000000
mSp_rep3_050	35923.000000
mSp_rep3_051	37980.000000
mSp_rep3_052	34820.000000
mSp_rep3_053	67118.000000
mSp_rep3_054	45131.000000
mSp_rep3_055	23123.000000
mSp_rep3_056	35254.000000
mSp_rep3_057	36204.000000
mSp_rep3_058	29326.000000
mSp_rep3_059	1179.000000
mSp_rep3_060	40505.000000
mSp_rep3_061	67701.000000
mSp_rep3_062	30257.000000
mSp_rep3_063	28838.000000
mSp_rep3_064	39414.000000
mSp_rep3_065	38298.000000
mSp_rep3_066	32548.000000
mSp_rep3_067	12390.000000
mSp_rep3_068	25309.000000
mSp_rep3_069	35707.000000
mSp_rep3_070	57690.000000
mSp_rep3_071	34366.000000
mSp_rep3_072	35605.000000
mSp_rep3_073	33284.000000
mSp_rep3_074	19129.000000
mSp_rep3_075	29238.000000
mSp_rep3_076	35055.000000
mSp_rep3_077	25474.000000
mSp_rep3_078	43966.000000
mSp_rep3_079	30478.000000
mSp_rep3_080	26711.000000
mSp_rep3_081	261569.000000
mSp_rep3_082	40244.000000
mSp_rep3_083	35477.000000
mSp_rep3_084	25557.000000
mSp_rep3_085	34481.000000
mSp_rep3_086	26661.000000
mSp_rep3_087	28457.000000
mSp_rep3_088	35620.000000
mSp_rep3_089	17430.000000
mSp_rep3_090	26612.000000
mSp_rep3_091	27113.000000
mSp_rep3_092	62.000000
mSp_rep3_093	59563.000000
mSp_rep3_094	36578.000000
mSp_rep3_095	39311.000000
mSp_rep3_096	32707.000000
mSp_rep3_097	39278.000000
mSp_rep3_098	33207.000000
mSp_rep3_099	35821.000000
mSp_rep3_100	53797.000000
mSp_rep3_101	23488.000000
mSp_rep3_102	22530.000000
mSp_rep3_103	42415.000000
mSp_rep3_104	35932.000000
mSp_rep3_105	11001.000000
mSp_rep3_106	28516.000000
mSp_rep3_107	30408.000000
mSp_rep3_108	25004.000000
mSp_rep3_109	30908.000000
mSp_rep3_110	58530.000000
mSp_rep3_111	25844.000000
mSp_rep3_112	27422.000000
mSp_rep3_113	31141.000000
mSp_rep3_114	51615.000000
mSp_rep3_115	25037.000000
mSp_rep3_116	26535.000000
mSp_rep3_117	10161.000000
mSp_rep3_118	26388.000000
mSp_rep3_119	8109.000000
mSp_rep3_120	49713.000000
mSp_rep3_121	31159.000000
mSp_rep3_122	40301.000000
mSp_rep3_123	25570.000000
mSp_rep3_124	36518.000000
mSp_rep3_125	24599.000000
mSp_rep3_126	24613.000000
mSp_rep3_127	36529.000000
mSp_rep3_128	28856.000000
mSp_rep3_129	63020.000000
mSp_rep3_130	54851.000000
mSp_rep3_131	26120.000000
mSp_rep3_132	121496.000000
mSp_rep3_133	28555.000000
mSp_rep3_134	29272.000000
mSp_rep3_135	27914.000000
mSp_rep3_136	20343.000000
mSp_rep3_137	33913.000000
mSp_rep3_138	24471.000000
mSp_rep3_139	28570.000000
mSp_rep3_140	20391.000000
mSp_rep3_141	29488.000000
mSp_rep3_142	20534.000000
mSp_rep3_143	37748.000000
mSp_rep3_144	44752.000000
mSp_rep3_145	33956.000000
mSp_rep3_146	38307.000000
mSp_rep3_147	22338.000000
mSp_rep3_148	31468.000000
mSp_rep3_149	38690.000000
mSp_rep3_150	30273.000000
mSp_rep3_151	45438.000000
mSp_rep3_152	48541.000000
mSp_rep3_153	67478.000000
mSp_rep3_154	42242.000000
mSp_rep3_155	22216.000000
mSp_rep3_156	36212.000000
mSp_rep3_157	7066.000000
mSp_rep3_158	32850.000000
mSp_rep3_159	22916.000000
mSp_rep3_160	18742.000000
mSp_rep3_161	26504.000000
mSp_rep3_162	37111.000000
mSp_rep3_163	48397.000000
mSp_rep3_164	21142.000000
mSp_rep3_165	31592.000000
mSp_rep3_166	22126.000000
mSp_rep3_167	39798.000000
mSp_rep3_168	72406.000000
mSp_rep3_169	2282.000000
mSp_rep3_170	29267.000000
mSp_rep3_171	44129.000000
mSp_rep3_172	12667.000000
mSp_rep3_173	23959.000000
mSp_rep3_174	36217.000000
mSp_rep3_175	50765.000000
mSp_rep3_176	24199.000000
mSp_rep3_177	34581.000000
mSp_rep3_178	78447.000000
mSp_rep3_179	11393.000000
mSp_rep3_180	16792.000000
mSp_rep3_181	39031.000000
mSp_rep3_182	16118.000000
mSp_rep3_183	26960.000000
mSp_rep3_184	25302.000000
mSp_rep3_185	24127.000000
mSp_rep3_186	35269.000000
mSp_rep3_187	22558.000000
mSp_rep3_188	26225.000000
mSp_rep3_189	23666.000000
mSp_rep3_190	32684.000000
mSp_rep3_191	26870.000000
mSp_rep3_192	26753.000000
mSp_rep3_193	19321.000000
mSp_rep3_194	6197.000000
mSp_rep3_195	24462.000000
mSp_rep3_196	12148.000000
mSp_rep3_197	4292.000000
mSp_rep3_198	16085.000000
mSp_rep3_199	34686.000000
mSp_rep3_200	45048.000000
mSp_rep3_201	33012.000000
mSp_rep3_202	20419.000000
mSp_rep3_203	26964.000000
mSp_rep3_204	36255.000000
mSp_rep3_205	25261.000000
mSp_rep3_206	30341.000000
mSp_rep3_207	33341.000000
mSp_rep3_208	13236.000000
mSp_rep3_209	47107.000000
mSp_rep3_210	54581.000000
mSp_rep3_211	29688.000000
mSp_rep3_212	31275.000000
mSp_rep3_213	23978.000000
mSp_rep3_214	62490.000000
mSp_rep3_215	28357.000000
mSp_rep3_216	78709.000000
mSp_rep3_217	15901.000000
mSp_rep3_218	49841.000000
mSp_rep3_219	25477.000000
mSp_rep3_220	15523.000000
mSp_rep3_221	13805.000000
mSp_rep3_222	44764.000000
mSp_rep3_223	2148.000000
mSp_rep3_224	21735.000000
mSp_rep3_225	49532.000000
mSp_rep3_226	59472.000000
mSp_rep3_227	34024.000000
mSp_rep3_228	48246.000000
mSp_rep3_229	18453.000000
mSp_rep3_230	40914.000000
mSp_rep3_231	32160.000000
mSp_rep3_232	11641.000000
mSp_rep3_233	33127.000000
mSp_rep3_234	27691.000000
mSp_rep3_235	26088.000000
