,dup_level,frac_open,frip,library_size,mapping_rate,mt_content,sequencing_depth,uniq_frags,plate,batch
mSp_rep11_215,0.9519989999999999,0.190979,0.729943,40423.0,97.31,0.02694,916666,39334.0,rep11,Sp#2 (n=2688)
mSp_rep11_216,0.9502870000000001,0.181206,0.740209,32965.0,97.72,0.019324,712967,32328.0,rep11,Sp#2 (n=2688)
mSp_rep11_217,0.945739,0.127315,0.701465,20001.0,96.89,0.010849,398288,19784.0,rep11,Sp#2 (n=2688)
mSp_rep11_218,0.9506700000000001,0.156624,0.716263,31182.0,97.04,0.012443000000000001,684351,30794.0,rep11,Sp#2 (n=2688)
mSp_rep11_219,0.9467409999999999,0.15583,0.658126,30618.0,97.86,0.0044740000000000005,613583,30481.0,rep11,Sp#2 (n=2688)
mSp_rep11_220,0.9448620000000001,0.193657,0.713737,38758.0,97.22,0.013803999999999999,762364,38223.0,rep11,Sp#2 (n=2688)
mSp_rep11_221,0.952641,0.192798,0.7257899999999999,39344.0,97.5,0.03721,897737,37880.0,rep11,Sp#2 (n=2688)
mSp_rep11_222,0.9476469999999999,0.15853299999999998,0.702964,31136.0,97.43,0.006295,638228,30940.0,rep11,Sp#2 (n=2688)
mSp_rep11_223,0.950018,0.20540300000000003,0.716701,42224.0,97.24,0.014091999999999999,912293,41629.0,rep11,Sp#2 (n=2688)
mSp_rep11_224,0.951459,0.159352,0.74593,27091.0,97.64,0.00598,596830,26929.0,rep11,Sp#2 (n=2688)
mSp_rep11_225,0.941941,0.069621,0.615373,13088.0,96.61,0.037439,250155,12598.0,rep11,Sp#2 (n=2688)
mSp_rep11_226,0.952385,0.089693,0.686408,14479.0,97.23,0.020374,329051,14184.0,rep11,Sp#2 (n=2688)
mSp_rep11_227,0.9529629999999999,0.142969,0.716212,26585.0,97.47,0.010758,604848,26299.0,rep11,Sp#2 (n=2688)
mSp_rep11_228,0.9497540000000001,0.164976,0.720767,30761.0,97.47,0.021001,660664,30115.0,rep11,Sp#2 (n=2688)
mSp_rep11_229,0.952773,0.20061199999999998,0.730186,40741.0,97.46,0.018434,929872,39990.0,rep11,Sp#2 (n=2688)
mSp_rep11_230,0.951543,0.20877199999999999,0.642744,46783.0,97.57,0.004296,1030872,46582.0,rep11,Sp#2 (n=2688)
mSp_rep11_231,0.9528770000000001,0.187662,0.714919,36979.0,97.09,0.015252000000000002,850410,36415.0,rep11,Sp#2 (n=2688)
mSp_rep11_232,0.947317,0.103707,0.740965,15633.0,97.15,0.008124,319757,15506.0,rep11,Sp#2 (n=2688)
mSp_rep11_233,0.950082,0.14311,0.679843,24299.0,97.44,0.007449,522006,24118.0,rep11,Sp#2 (n=2688)
mSp_rep11_234,0.950161,0.18945499999999998,0.725275,36946.0,96.93,0.009337999999999999,801048,36601.0,rep11,Sp#2 (n=2688)
mSp_rep11_235,0.9524600000000001,0.178016,0.740721,34862.0,96.98,0.020079,796100,34162.0,rep11,Sp#2 (n=2688)
mSp_rep11_236,0.9487969999999999,0.165847,0.726586,31701.0,97.17,0.015962,670770,31195.0,rep11,Sp#2 (n=2688)
mSp_rep11_237,0.952147,0.18221800000000002,0.7005170000000001,35608.0,97.55,0.015923,800612,35041.0,rep11,Sp#2 (n=2688)
mSp_rep11_238,0.944917,0.158212,0.7421979999999999,30248.0,97.25,0.015538,595723,29778.0,rep11,Sp#2 (n=2688)
mSp_rep11_239,0.9528690000000001,0.15466400000000002,0.767288,27938.0,96.88,0.016107,642480,27488.0,rep11,Sp#2 (n=2688)
mSp_rep11_240,0.9517059999999999,0.147081,0.734585,25997.0,97.58,0.043927999999999995,586672,24855.0,rep11,Sp#2 (n=2688)
mSp_rep11_241,0.944443,0.189583,0.733295,36831.0,96.69,0.004589,716529,36662.0,rep11,Sp#2 (n=2688)
mSp_rep11_242,0.9434370000000001,0.211513,0.7024560000000001,44091.0,96.31,0.014674000000000001,856148,43444.0,rep11,Sp#2 (n=2688)
mSp_rep11_243,0.9280149999999999,0.029155,0.490225,5831.0,95.92,0.014234,89704,5748.0,rep11,Sp#2 (n=2688)
mSp_rep11_244,0.93335,0.11501800000000001,0.761772,17796.0,96.68,0.015341,290730,17523.0,rep11,Sp#2 (n=2688)
mSp_rep11_245,0.9409870000000001,0.175275,0.75024,33284.0,97.56,0.024486,610085,32469.0,rep11,Sp#2 (n=2688)
mSp_rep11_246,0.933169,0.189583,0.656771,39781.0,96.92,0.08317999999999999,672551,36472.0,rep11,Sp#2 (n=2688)
mSp_rep11_247,0.9453959999999999,0.17468599999999998,0.727101,32741.0,97.37,0.019975,648617,32087.0,rep11,Sp#2 (n=2688)
mSp_rep11_248,0.9420860000000001,0.23371199999999998,0.686836,49688.0,96.85,0.019059,936850,48741.0,rep11,Sp#2 (n=2688)
mSp_rep11_249,0.93689,0.167768,0.7412529999999999,30524.0,96.79,0.013334,525495,30117.0,rep11,Sp#2 (n=2688)
mSp_rep11_250,0.946099,0.19309300000000001,0.7173689999999999,39939.0,97.6,0.027417,800357,38844.0,rep11,Sp#2 (n=2688)
mSp_rep11_251,0.940995,0.153575,0.750698,26510.0,97.21,0.013429,485400,26154.0,rep11,Sp#2 (n=2688)
mSp_rep11_252,0.9278139999999999,0.165552,0.7281979999999999,30169.0,97.08,0.017965000000000002,454987,29627.0,rep11,Sp#2 (n=2688)
mSp_rep11_253,0.942839,0.12387000000000001,0.765738,21239.0,96.68,0.016055,406365,20898.0,rep11,Sp#2 (n=2688)
mSp_rep11_254,0.94273,0.035022000000000005,0.647273,5904.0,96.71,0.065041,115196,5520.0,rep11,Sp#2 (n=2688)
mSp_rep11_255,0.947226,0.187137,0.720342,37705.0,97.3,0.016735,771259,37074.0,rep11,Sp#2 (n=2688)
mSp_rep11_256,0.94315,0.212346,0.672767,45952.0,96.09,0.010924,885133,45450.0,rep11,Sp#2 (n=2688)
mSp_rep11_257,0.9436399999999999,0.171112,0.723137,31503.0,96.65,0.010506999999999999,608038,31172.0,rep11,Sp#2 (n=2688)
mSp_rep11_258,0.944308,0.094804,0.7229260000000001,15781.0,97.37,0.057538,313836,14873.0,rep11,Sp#2 (n=2688)
mSp_rep11_259,0.947033,0.216817,0.719047,44123.0,97.42,0.018312000000000002,899971,43315.0,rep11,Sp#2 (n=2688)
mSp_rep11_260,0.9416709999999999,0.145121,0.756253,24468.0,97.29,0.015571000000000002,453702,24087.0,rep11,Sp#2 (n=2688)
mSp_rep11_261,0.9462709999999999,0.196795,0.7366689999999999,39006.0,96.62,0.025868000000000002,795415,37997.0,rep11,Sp#2 (n=2688)
mSp_rep11_262,0.935066,0.240181,0.6466569999999999,52101.0,96.99,0.017812,876337,51173.0,rep11,Sp#2 (n=2688)
mSp_rep11_263,0.943308,0.188891,0.730939,36527.0,97.39,0.018178,695229,35863.0,rep11,Sp#2 (n=2688)
mSp_rep11_264,0.944399,0.21170500000000003,0.694077,46582.0,97.68,0.017024,897911,45789.0,rep11,Sp#2 (n=2688)
mSp_rep11_265,0.9409420000000001,0.093972,0.712187,15894.0,96.99,0.041336000000000005,299932,15237.0,rep11,Sp#2 (n=2688)
mSp_rep11_266,0.941731,0.161991,0.7337859999999999,30098.0,97.07,0.025849,567916,29320.0,rep11,Sp#2 (n=2688)
mSp_rep11_267,0.9462309999999999,0.170766,0.7321479999999999,30696.0,97.49,0.028114,622873,29833.0,rep11,Sp#2 (n=2688)
mSp_rep11_268,0.943937,0.187521,0.718169,36921.0,97.12,0.02156,721875,36125.0,rep11,Sp#2 (n=2688)
mSp_rep11_269,0.9471860000000001,0.075641,0.668273,13175.0,97.59,0.075142,281389,12185.0,rep11,Sp#2 (n=2688)
mSp_rep11_270,0.94355,0.14507,0.7333350000000001,27332.0,96.65,0.01083,530229,27036.0,rep11,Sp#2 (n=2688)
mSp_rep11_271,0.949232,0.17475,0.7518729999999999,31897.0,97.02,0.013041999999999998,685827,31481.0,rep11,Sp#2 (n=2688)
mSp_rep11_272,0.9495389999999999,0.086926,0.7535930000000001,14334.0,97.36,0.08511200000000001,317791,13114.0,rep11,Sp#2 (n=2688)
mSp_rep11_273,0.9459489999999999,0.175979,0.734888,33103.0,97.27,0.012204000000000001,665849,32699.0,rep11,Sp#2 (n=2688)
mSp_rep11_274,0.9485959999999999,0.156547,0.732557,28206.0,97.48,0.018365,597164,27688.0,rep11,Sp#2 (n=2688)
mSp_rep11_275,0.9484879999999999,0.063638,0.7621020000000001,8449.0,96.79,0.007575,177806,8385.0,rep11,Sp#2 (n=2688)
mSp_rep11_276,0.946141,0.21668800000000002,0.681318,46595.0,96.98,0.011847,945080,46043.0,rep11,Sp#2 (n=2688)
mSp_rep11_277,0.946469,0.201471,0.729845,41454.0,97.15,0.024413,847495,40442.0,rep11,Sp#2 (n=2688)
mSp_rep11_278,0.9427540000000001,0.151756,0.690444,27835.0,97.25,0.017315999999999998,531058,27353.0,rep11,Sp#2 (n=2688)
mSp_rep11_279,0.9445319999999999,0.140868,0.730955,24245.0,96.66,0.013322,478980,23922.0,rep11,Sp#2 (n=2688)
mSp_rep11_280,0.9413290000000001,0.191658,0.7062729999999999,37780.0,97.27,0.017946,701676,37102.0,rep11,Sp#2 (n=2688)
mSp_rep11_281,0.9444520000000001,0.173481,0.710599,34162.0,96.9,0.031878,676775,33073.0,rep11,Sp#2 (n=2688)
mSp_rep11_282,0.9423459999999999,0.153831,0.718649,30485.0,95.52,0.004658,586440,30343.0,rep11,Sp#2 (n=2688)
mSp_rep11_283,0.945895,0.188225,0.7123510000000001,36741.0,96.32,0.011214,750342,36329.0,rep11,Sp#2 (n=2688)
mSp_rep11_284,0.9419799999999999,0.160403,0.619849,32641.0,96.76,0.014675,616699,32162.0,rep11,Sp#2 (n=2688)
mSp_rep11_285,0.947434,0.187585,0.72628,35971.0,96.69,0.018209,750278,35316.0,rep11,Sp#2 (n=2688)
mSp_rep11_286,0.9363229999999999,0.162683,0.7344069999999999,28265.0,96.98,0.0121,483947,27923.0,rep11,Sp#2 (n=2688)
mSp_rep11_287,0.9454040000000001,0.198793,0.693083,40770.0,97.19,0.020162,817633,39948.0,rep11,Sp#2 (n=2688)
mSp_rep11_288,0.9451870000000001,0.165027,0.742019,29475.0,96.32,0.009771,590893,29187.0,rep11,Sp#2 (n=2688)
mSp_rep11_289,0.948943,0.206389,0.706904,41019.0,97.24,0.011507,867445,40547.0,rep11,Sp#2 (n=2688)
mSp_rep11_290,0.948717,0.162619,0.7029529999999999,31729.0,97.52,0.023165,667590,30994.0,rep11,Sp#2 (n=2688)
mSp_rep11_291,0.947459,0.182256,0.723309,35433.0,97.28,0.013377000000000002,726804,34959.0,rep11,Sp#2 (n=2688)
mSp_rep11_292,0.9470059999999999,0.186394,0.724146,35952.0,97.41,0.020666,731227,35209.0,rep11,Sp#2 (n=2688)
mSp_rep11_293,0.9516190000000001,0.16380999999999998,0.748522,28416.0,97.65,0.017912,630474,27907.0,rep11,Sp#2 (n=2688)
mSp_rep11_294,0.949364,0.176005,0.726881,33176.0,97.49,0.01703,708596,32611.0,rep11,Sp#2 (n=2688)
mSp_rep11_295,0.952116,0.054684,0.6396270000000001,9862.0,97.56,0.076151,228722,9111.0,rep11,Sp#2 (n=2688)
mSp_rep11_296,0.953131,0.197346,0.719915,39604.0,97.38,0.017599,910576,38907.0,rep11,Sp#2 (n=2688)
mSp_rep11_297,0.9474610000000001,0.198345,0.696385,41304.0,97.13,0.019150999999999998,856292,40513.0,rep11,Sp#2 (n=2688)
mSp_rep11_298,0.9505809999999999,0.041298,0.7755029999999999,5764.0,97.99,0.107564,131905,5144.0,rep11,Sp#2 (n=2688)
mSp_rep11_299,0.9535379999999999,0.226411,0.6792020000000001,48649.0,97.67,0.020513999999999998,1129948,47651.0,rep11,Sp#2 (n=2688)
mSp_rep11_300,0.949124,0.144788,0.764188,27189.0,97.18,0.005664,574916,27035.0,rep11,Sp#2 (n=2688)
mSp_rep11_301,0.9512889999999999,0.17744000000000001,0.738794,33353.0,97.28,0.022996,744032,32586.0,rep11,Sp#2 (n=2688)
mSp_rep11_302,0.9492520000000001,0.188161,0.719657,37010.0,96.78,0.020319,796881,36258.0,rep11,Sp#2 (n=2688)
mSp_rep11_303,0.9505879999999999,0.18337,0.701942,36300.0,97.59,0.011212,787377,35893.0,rep11,Sp#2 (n=2688)
mSp_rep11_304,0.947211,0.195527,0.7179270000000001,39277.0,97.31,0.002724,801235,39170.0,rep11,Sp#2 (n=2688)
mSp_rep11_305,0.947109,0.206812,0.710122,43363.0,97.29,0.018933000000000002,884655,42542.0,rep11,Sp#2 (n=2688)
mSp_rep11_306,0.9468209999999999,0.171176,0.745405,33622.0,97.38,0.030039999999999997,686854,32612.0,rep11,Sp#2 (n=2688)
mSp_rep11_307,0.9482649999999999,0.071311,0.779931,10190.0,97.85,0.044063,214884,9741.0,rep11,Sp#2 (n=2688)
mSp_rep11_308,0.941126,0.19430999999999998,0.705392,37465.0,97.59,0.007981,680592,37166.0,rep11,Sp#2 (n=2688)
mSp_rep11_309,0.950606,0.202252,0.705824,39597.0,97.18,0.033764999999999996,876657,38260.0,rep11,Sp#2 (n=2688)
mSp_rep11_310,0.934218,0.158866,0.724467,27690.0,96.05,0.004912,459141,27554.0,rep11,Sp#2 (n=2688)
mSp_rep11_311,0.948606,0.20165,0.6597569999999999,41369.0,97.27,0.002732,865765,41256.0,rep11,Sp#2 (n=2688)
mSp_rep11_312,0.9479620000000001,0.173699,0.635347,33536.0,97.57,0.000239,687954,33528.0,rep11,Sp#2 (n=2688)
mSp_rep11_313,0.9459790000000001,0.202009,0.682593,39851.0,97.03,0.006951000000000001,799051,39574.0,rep11,Sp#2 (n=2688)
mSp_rep11_314,0.948089,0.144032,0.6229279999999999,33967.0,97.29,0.001531,702908,33915.0,rep11,Sp#2 (n=2688)
mSp_rep11_315,0.948427,0.161863,0.7512220000000001,28839.0,97.43,0.014772,605416,28413.0,rep11,Sp#2 (n=2688)
mSp_rep11_316,0.9471219999999999,0.185881,0.721387,36766.0,97.18,0.008568000000000001,749818,36451.0,rep11,Sp#2 (n=2688)
mSp_rep11_317,0.950151,0.1815,0.7507050000000001,34028.0,97.52,0.032238,740485,32931.0,rep11,Sp#2 (n=2688)
mSp_rep11_318,0.9425450000000001,0.117247,0.680789,20972.0,97.12,0.033759,400945,20264.0,rep11,Sp#2 (n=2688)
mSp_rep11_319,0.9510430000000001,0.20506999999999997,0.6791010000000001,42529.0,96.66,0.007665000000000001,949335,42203.0,rep11,Sp#2 (n=2688)
mSp_rep11_320,0.94721,0.113507,0.716122,17932.0,96.82,0.013774000000000002,369756,17685.0,rep11,Sp#2 (n=2688)
mSp_rep11_321,0.94163,0.133823,0.730129,23111.0,96.83,0.023063,436077,22578.0,rep11,Sp#2 (n=2688)
mSp_rep11_322,0.9491069999999999,0.206389,0.699621,44552.0,97.12,0.00835,947444,44180.0,rep11,Sp#2 (n=2688)
mSp_rep11_323,0.9511959999999999,0.162196,0.716418,30016.0,97.6,0.03688,669754,28909.0,rep11,Sp#2 (n=2688)
mSp_rep11_324,0.9452010000000001,0.155279,0.747305,26437.0,97.33,0.022695,523681,25837.0,rep11,Sp#2 (n=2688)
mSp_rep11_325,0.94831,0.155868,0.7548,27498.0,97.73,0.029166,578058,26696.0,rep11,Sp#2 (n=2688)
mSp_rep11_326,0.9430209999999999,0.159186,0.712313,28272.0,97.4,0.013475999999999998,536746,27891.0,rep11,Sp#2 (n=2688)
mSp_rep11_327,0.94291,0.22679499999999997,0.686851,47158.0,96.71,0.015162,901711,46443.0,rep11,Sp#2 (n=2688)
mSp_rep11_328,0.9426030000000001,0.174673,0.640617,33072.0,97.26,0.0045049999999999995,620901,32923.0,rep11,Sp#2 (n=2688)
mSp_rep11_329,0.944425,0.171073,0.7461409999999999,30704.0,97.3,0.016578,599060,30195.0,rep11,Sp#2 (n=2688)
mSp_rep11_330,0.943367,0.22186399999999998,0.6421279999999999,49283.0,96.84,0.012398000000000001,948849,48672.0,rep11,Sp#2 (n=2688)
mSp_rep11_331,0.9421879999999999,0.162504,0.746369,30020.0,97.58,0.019887000000000002,559085,29423.0,rep11,Sp#2 (n=2688)
mSp_rep11_332,0.93774,0.12916,0.719973,22455.0,97.51,0.014162000000000001,389928,22137.0,rep11,Sp#2 (n=2688)
mSp_rep11_333,0.945832,0.176953,0.731921,33063.0,97.64,0.027947000000000003,661985,32139.0,rep11,Sp#2 (n=2688)
mSp_rep11_334,0.9397760000000001,0.179002,0.729729,32978.0,96.81,0.008642,594006,32693.0,rep11,Sp#2 (n=2688)
mSp_rep11_335,0.948987,0.09035900000000001,0.7479279999999999,14839.0,97.72,0.12608699999999998,329810,12968.0,rep11,Sp#2 (n=2688)
mSp_rep11_336,0.946366,0.185907,0.702072,36967.0,96.99,0.004328,745943,36807.0,rep11,Sp#2 (n=2688)
mSp_rep11_337,0.9488719999999999,0.19409200000000001,0.736125,38126.0,97.49,0.011382999999999999,799511,37692.0,rep11,Sp#2 (n=2688)
mSp_rep11_338,0.9502860000000001,0.210117,0.5604560000000001,55148.0,97.48,0.007543000000000001,1188026,54732.0,rep11,Sp#2 (n=2688)
mSp_rep11_339,0.945976,0.099275,0.730966,16431.0,97.29,0.06944199999999999,339701,15290.0,rep11,Sp#2 (n=2688)
mSp_rep11_340,0.947248,0.179502,0.722388,32124.0,97.64,0.010553,651958,31785.0,rep11,Sp#2 (n=2688)
mSp_rep11_341,0.9406120000000001,0.046114999999999996,0.689541,7228.0,96.89,0.09463200000000001,139223,6544.0,rep11,Sp#2 (n=2688)
mSp_rep11_342,0.9455979999999999,0.168703,0.7268979999999999,31891.0,97.56,0.024364,630098,31114.0,rep11,Sp#2 (n=2688)
mSp_rep11_343,0.950242,0.098673,0.700674,16026.0,96.93,0.032073000000000004,354548,15512.0,rep11,Sp#2 (n=2688)
mSp_rep11_344,0.9409799999999999,0.044552,0.619011,6512.0,97.57,0.00645,118239,6470.0,rep11,Sp#2 (n=2688)
mSp_rep11_345,0.9466049999999999,0.169818,0.72706,31256.0,96.9,0.018876,637636,30666.0,rep11,Sp#2 (n=2688)
mSp_rep11_346,0.951585,0.15124400000000002,0.7481899999999999,25416.0,97.62,0.009364,559898,25178.0,rep11,Sp#2 (n=2688)
mSp_rep11_347,0.953735,0.189942,0.650072,40424.0,97.66,0.001831,929643,40350.0,rep11,Sp#2 (n=2688)
mSp_rep11_348,0.9509549999999999,0.275152,0.619413,66291.0,97.04,0.013049000000000002,1465632,65426.0,rep11,Sp#2 (n=2688)
mSp_rep11_349,0.9502459999999999,0.177004,0.730264,34443.0,97.53,0.026246,747018,33539.0,rep11,Sp#2 (n=2688)
mSp_rep11_350,0.9456629999999999,0.18571500000000002,0.713807,36526.0,97.48,0.034386,729678,35270.0,rep11,Sp#2 (n=2688)
mSp_rep11_351,0.948824,0.148964,0.760612,24218.0,97.47,0.012057,507871,23926.0,rep11,Sp#2 (n=2688)
mSp_rep11_352,0.9441200000000001,0.17286700000000002,0.720475,33108.0,97.46,0.018636,638104,32491.0,rep11,Sp#2 (n=2688)
mSp_rep11_353,0.9478280000000001,0.18773900000000002,0.735406,36386.0,97.4,0.016627,748134,35781.0,rep11,Sp#2 (n=2688)
mSp_rep11_354,0.9441149999999999,0.167794,0.7672329999999999,30277.0,97.58,0.033127,585861,29274.0,rep11,Sp#2 (n=2688)
mSp_rep11_355,0.9490290000000001,0.209733,0.6885720000000001,41512.0,97.32,0.007877,875713,41185.0,rep11,Sp#2 (n=2688)
mSp_rep11_356,0.945326,0.226219,0.669175,47507.0,96.83,0.011977,948066,46938.0,rep11,Sp#2 (n=2688)
mSp_rep11_357,0.951156,0.22565500000000002,0.704872,46634.0,97.73,0.012737,1025419,46040.0,rep11,Sp#2 (n=2688)
mSp_rep11_358,0.9431940000000001,0.186599,0.724275,35646.0,97.4,0.014896000000000001,676054,35115.0,rep11,Sp#2 (n=2688)
mSp_rep11_359,0.950419,0.179259,0.72737,34479.0,97.09,0.016561000000000003,753156,33908.0,rep11,Sp#2 (n=2688)
mSp_rep11_360,0.9488479999999999,0.180296,0.7167939999999999,36567.0,97.41,0.028194999999999998,774464,35536.0,rep11,Sp#2 (n=2688)
mSp_rep11_361,0.949915,0.18503599999999998,0.723475,34402.0,96.52,0.007412,748769,34147.0,rep11,Sp#2 (n=2688)
mSp_rep11_362,0.9505959999999999,0.220006,0.68371,46119.0,97.27,0.012403,1006723,45547.0,rep11,Sp#2 (n=2688)
mSp_rep11_363,0.951466,0.170497,0.7330399999999999,32812.0,97.39,0.030507,734371,31811.0,rep11,Sp#2 (n=2688)
mSp_rep11_364,0.9487209999999999,0.12600899999999998,0.718627,21276.0,97.71,0.079197,459384,19591.0,rep11,Sp#2 (n=2688)
mSp_rep11_365,0.9496979999999999,0.199011,0.702056,39687.0,97.31,0.019275999999999998,855117,38922.0,rep11,Sp#2 (n=2688)
mSp_rep11_366,0.9489040000000001,0.163759,0.666712,32748.0,96.91,0.012459,698609,32340.0,rep11,Sp#2 (n=2688)
mSp_rep11_367,0.9537530000000001,0.178464,0.723648,35775.0,95.77,0.028707,855645,34748.0,rep11,Sp#2 (n=2688)
mSp_rep11_368,0.950527,0.143699,0.708693,24651.0,97.07,0.026003,541565,24010.0,rep11,Sp#2 (n=2688)
mSp_rep11_369,0.949254,0.170638,0.720244,31733.0,97.16,0.024138999999999997,682394,30967.0,rep11,Sp#2 (n=2688)
mSp_rep11_370,0.9509569999999999,0.214344,0.699854,45886.0,97.32,0.008674,1009549,45488.0,rep11,Sp#2 (n=2688)
mSp_rep11_371,0.952643,0.18086,0.739201,33660.0,97.66,0.015954,763901,33123.0,rep11,Sp#2 (n=2688)
mSp_rep11_372,0.950679,0.187341,0.727675,36651.0,97.35,0.014979,799929,36102.0,rep11,Sp#2 (n=2688)
mSp_rep11_373,0.9522430000000001,0.200023,0.712304,40449.0,97.37,0.018072,914251,39718.0,rep11,Sp#2 (n=2688)
mSp_rep11_374,0.946832,0.180642,0.7313029999999999,34390.0,97.24,0.015673,698821,33851.0,rep11,Sp#2 (n=2688)
mSp_rep11_375,0.950217,0.200664,0.715767,39969.0,96.94,0.019865,873766,39175.0,rep11,Sp#2 (n=2688)
mSp_rep11_376,0.9481959999999999,0.187585,0.718707,38220.0,97.62,0.027288999999999997,796184,37177.0,rep11,Sp#2 (n=2688)
mSp_rep11_377,0.949744,0.186599,0.71972,36551.0,97.07,0.020246,787498,35811.0,rep11,Sp#2 (n=2688)
mSp_rep11_378,0.947427,0.14765699999999998,0.663588,27985.0,96.57,0.001679,578502,27938.0,rep11,Sp#2 (n=2688)
mSp_rep11_379,0.951134,0.11683699999999998,0.7193069999999999,19915.0,97.2,0.030379000000000003,443012,19310.0,rep11,Sp#2 (n=2688)
mSp_rep11_380,0.9485680000000001,0.190646,0.714065,37540.0,97.51,0.011881000000000001,783102,37094.0,rep11,Sp#2 (n=2688)
mSp_rep11_381,0.9523889999999999,0.173097,0.56617,40902.0,97.75,0.001638,916268,40835.0,rep11,Sp#2 (n=2688)
mSp_rep11_382,0.948997,0.212243,0.69467,45197.0,97.35,0.03279,963979,43715.0,rep11,Sp#2 (n=2688)
mSp_rep11_383,0.951426,0.184113,0.6823819999999999,36928.0,97.62,0.009234000000000001,813877,36587.0,rep11,Sp#2 (n=2688)
mSp_rep11_384,0.014881,0.0033179999999999998,0.773414,11177.0,69.75,0.015106,752,326.0,rep11,Sp#2 (n=2688)
mSp_rep1_001,0.961283,0.17494200000000001,0.734909,35022.0,95.54,0.015305000000000001,987411,34486.0,rep1,Sp#1 (n=960)
mSp_rep1_002,0.9576389999999999,0.152845,0.76253,26557.0,97.17,0.020898,672271,26002.0,rep1,Sp#1 (n=960)
mSp_rep1_003,0.9495969999999999,0.11873299999999999,0.799605,19010.0,97.96,0.034666,403588,18351.0,rep1,Sp#1 (n=960)
mSp_rep1_004,0.960253,0.065073,0.777297,10523.0,97.89,0.128385,298254,9172.0,rep1,Sp#1 (n=960)
mSp_rep1_005,0.956313,0.181513,0.6296609999999999,39156.0,97.3,0.015271999999999999,959674,38558.0,rep1,Sp#1 (n=960)
mSp_rep1_006,0.959044,0.15321700000000002,0.733592,27396.0,97.52,0.022668,716062,26775.0,rep1,Sp#1 (n=960)
mSp_rep1_007,0.958201,0.163106,0.766546,30657.0,94.83,0.024432,813599,29908.0,rep1,Sp#1 (n=960)
mSp_rep1_008,0.9572940000000001,0.145531,0.6520640000000001,27975.0,96.66,0.006399,703882,27796.0,rep1,Sp#1 (n=960)
mSp_rep1_009,0.9502799999999999,0.132734,0.798499,21655.0,97.64,0.044331999999999996,470636,20695.0,rep1,Sp#1 (n=960)
mSp_rep1_010,0.9551299999999999,0.139561,0.744165,23777.0,97.86,0.022206,564415,23249.0,rep1,Sp#1 (n=960)
mSp_rep1_011,0.9473440000000001,0.139062,0.7381939999999999,24203.0,97.54,0.026070999999999997,494106,23572.0,rep1,Sp#1 (n=960)
mSp_rep1_012,0.9546979999999999,0.141598,0.759688,22631.0,97.01,0.005435,535722,22508.0,rep1,Sp#1 (n=960)
mSp_rep1_013,0.9631049999999999,0.055914,0.767878,9243.0,97.95,0.17288800000000001,287322,7645.0,rep1,Sp#1 (n=960)
mSp_rep1_014,0.953132,0.15606,0.7598010000000001,26809.0,97.17,0.010444,611792,26529.0,rep1,Sp#1 (n=960)
mSp_rep1_015,0.954283,0.145467,0.722597,27734.0,96.86,0.048352,664911,26393.0,rep1,Sp#1 (n=960)
mSp_rep1_016,0.95968,0.188533,0.7415069999999999,38386.0,97.64,0.028787,1018732,37281.0,rep1,Sp#1 (n=960)
mSp_rep1_017,0.963205,0.116632,0.798158,17427.0,97.65,0.010270999999999999,502274,17248.0,rep1,Sp#1 (n=960)
mSp_rep1_018,0.9566389999999999,0.22669299999999998,0.635971,50544.0,96.95,0.032447000000000004,1262863,48904.0,rep1,Sp#1 (n=960)
mSp_rep1_019,0.960623,0.136282,0.737298,23342.0,97.56,0.033673,637856,22556.0,rep1,Sp#1 (n=960)
mSp_rep1_020,0.946578,0.152358,0.743436,26738.0,97.04,0.020196000000000002,537038,26198.0,rep1,Sp#1 (n=960)
mSp_rep1_021,0.941574,0.082136,0.6120329999999999,14576.0,97.32,0.034577,271306,14072.0,rep1,Sp#1 (n=960)
mSp_rep1_022,0.9512,0.210027,0.686846,40057.0,97.32,0.021444,882679,39198.0,rep1,Sp#1 (n=960)
mSp_rep1_023,0.9489129999999999,0.150257,0.741271,26406.0,97.49,0.020829,555552,25856.0,rep1,Sp#1 (n=960)
mSp_rep1_024,0.949772,0.119309,0.765456,18003.0,97.67,0.017719,382374,17684.0,rep1,Sp#1 (n=960)
mSp_rep1_025,0.942111,0.0019850000000000002,0.608833,317.0,94.45,0.11356500000000001,6520,281.0,rep1,Sp#1 (n=960)
mSp_rep1_026,0.947212,0.14094500000000001,0.676312,28631.0,97.28,0.08103099999999999,596690,26311.0,rep1,Sp#1 (n=960)
mSp_rep1_027,0.954374,0.15450999999999998,0.773356,27166.0,96.99,0.029743000000000002,643971,26358.0,rep1,Sp#1 (n=960)
mSp_rep1_028,0.951789,0.189122,0.689253,36586.0,97.1,0.013858,813975,36079.0,rep1,Sp#1 (n=960)
mSp_rep1_029,0.943524,0.144378,0.76005,26193.0,97.66,0.072004,507762,24307.0,rep1,Sp#1 (n=960)
mSp_rep1_030,0.952428,0.128724,0.7508819999999999,20681.0,97.69,0.023161,468196,20202.0,rep1,Sp#1 (n=960)
mSp_rep1_031,0.956311,0.127636,0.732595,21847.0,96.89,0.019499000000000002,540982,21421.0,rep1,Sp#1 (n=960)
mSp_rep1_032,0.9433020000000001,0.151602,0.630958,33927.0,97.34,0.064432,652189,31741.0,rep1,Sp#1 (n=960)
