,frip,uniq_frags,mt_content,sequencing_depth,dup_level,frac_open,mapping_rate,plate,batch,t-SNE Dimension 1,t-SNE Dimension 2,cluster_labels,putative_cell_type
mSp_rep8_096,0.712711,24191.0,0.023217,443800,0.939012,0.139318,97.78,rep8,Sp#2 (n=2688),2.842575161359726,-2.0647302276598065,1,Follicular_B
mSp_rep8_341,0.725226,35372.0,0.017062,681999,0.942967,0.181001,97.36,rep8,Sp#2 (n=2688),-1.4857778501255368,4.841160658355253,1,Follicular_B
mSp_rep8_303,0.683595,41885.0,0.002287,793539,0.943212,0.190313,97.34,rep8,Sp#2 (n=2688),-4.518907671940251,-25.730680731376957,9,Regulatory_T
mSp_rep8_318,0.727003,28352.0,0.039046,486694,0.93402,0.164118,97.64,rep8,Sp#2 (n=2688),-0.19512824796961367,17.99758698726097,1,Follicular_B
mSp_rep8_267,0.718092,32997.0,0.007669,625294,0.941905,0.181833,96.96,rep8,Sp#2 (n=2688),19.888229190392487,3.979484481493785,7,Transitional_B
mSp_rep8_016,0.7202689999999999,35093.0,0.009624,697442,0.944722,0.183973,96.47,rep8,Sp#2 (n=2688),-3.1126860378278387,3.0661885331578542,1,Follicular_B
mSp_rep8_039,0.735957,29776.0,0.015572,567399,0.941628,0.161991,96.43,rep8,Sp#2 (n=2688),-1.796715376261494,12.522366608497686,1,Follicular_B
mSp_rep8_346,0.713591,39825.0,0.004823,773941,0.944589,0.201394,97.68,rep8,Sp#2 (n=2688),5.746375925270899,8.249623697160462,1,Follicular_B
mSp_rep8_351,0.710657,35443.0,0.017655,651341,0.939466,0.19016,96.62,rep8,Sp#2 (n=2688),13.09136050019309,6.679786545443475,7,Transitional_B
mSp_rep8_211,0.667504,50379.0,0.027076,912741,0.938027,0.244588,97.12,rep8,Sp#2 (n=2688),4.75025133464885,28.51576359025477,4,Marginal_Zone_B
mSp_rep8_296,0.737213,29557.0,0.000169,536990,0.941077,0.160954,97.47,rep8,Sp#2 (n=2688),-7.838913019576142,1.935362637740812,1,Follicular_B
mSp_rep8_261,0.7240300000000001,31288.0,0.01897,492371,0.929829,0.169677,97.3,rep8,Sp#2 (n=2688),2.7014710972511895,6.702602707417922,1,Follicular_B
mSp_rep8_205,0.742907,23834.0,0.005591,451825,0.943507,0.135027,97.91,rep8,Sp#2 (n=2688),-13.058155050375053,-30.884631679770994,8,CD27-_Natural_Killer
mSp_rep8_294,0.725018,21152.0,0.03574,412268,0.942025,0.132657,97.75,rep8,Sp#2 (n=2688),19.28599198511302,1.6692751081820973,7,Transitional_B
mSp_rep8_014,0.688288,24987.0,0.01564,493921,0.944151,0.138396,97.18,rep8,Sp#2 (n=2688),-29.428239964578434,-6.60496734596553,6,Naive_CD8_T
mSp_rep8_326,0.570955,53796.0,0.032672,1059445,0.942248,0.215113,97.12,rep8,Sp#2 (n=2688),-1.8621166142711012,-27.82158509054502,9,Regulatory_T
mSp_rep8_173,0.7172729999999999,33685.0,0.023114,620552,0.939972,0.184485,97.79,rep8,Sp#2 (n=2688),-6.139236217009899,21.575920794895026,4,Marginal_Zone_B
mSp_rep8_309,0.64603,26403.0,0.005386999999999999,369416,0.922663,0.123063,97.54,rep8,Sp#2 (n=2688),38.49588359311832,9.100499179304196,0,Granulocyte
mSp_rep8_271,0.6835359999999999,40746.0,0.007188,704219,0.93676,0.192299,97.32,rep8,Sp#2 (n=2688),-28.679145618933127,-10.317435808173029,6,Naive_CD8_T
mSp_rep8_044,0.726056,32805.0,0.011957,561013,0.93591,0.181142,97.44,rep8,Sp#2 (n=2688),-25.69216621775531,-9.544174262901382,6,Naive_CD8_T
mSp_rep8_124,0.726204,13723.0,0.075581,246897,0.932878,0.089027,97.42,rep8,Sp#2 (n=2688),-6.23499916328133,-3.6143151960293083,1,Follicular_B
mSp_rep8_098,0.727797,27681.0,0.00471,452297,0.933725,0.163451,97.35,rep8,Sp#2 (n=2688),22.645646542963902,2.972119167089946,7,Transitional_B
mSp_rep8_291,0.734895,28865.0,0.018564,578836,0.945096,0.165783,97.58,rep8,Sp#2 (n=2688),-1.1445443452997026,3.524878641621249,1,Follicular_B
mSp_rep8_027,0.728554,27359.0,0.017595,540923,0.944666,0.15875,97.89,rep8,Sp#2 (n=2688),9.607732263011176,-22.97915146379274,3,Naive_CD4_T
mSp_rep8_053,0.713937,38511.0,0.016246,767934,0.944555,0.189417,97.06,rep8,Sp#2 (n=2688),5.177126229223464,4.889340999021868,1,Follicular_B
mSp_rep8_085,0.696799,36572.0,0.015479,617665,0.93428,0.187457,97.11,rep8,Sp#2 (n=2688),-4.746900828670621,20.79471361572863,1,Follicular_B
mSp_rep8_142,0.6907979999999999,41043.0,0.004584,815592,0.944851,0.201535,96.35,rep8,Sp#2 (n=2688),8.900840545501385,7.243220620704412,1,Follicular_B
mSp_rep8_333,0.687217,44557.0,0.007573000000000002,791808,0.938846,0.215215,97.41,rep8,Sp#2 (n=2688),-23.98137152843528,-2.746199246168399,6,Naive_CD8_T
mSp_rep8_037,0.708477,36867.0,0.008525,704635,0.943327,0.189596,97.4,rep8,Sp#2 (n=2688),4.894668525473075,8.047474595235293,1,Follicular_B
mSp_rep8_290,0.670721,42353.0,0.000684,806851,0.942926,0.214357,96.75,rep8,Sp#2 (n=2688),19.21142671687967,6.884463535091346,7,Transitional_B
mSp_rep8_327,0.710667,30224.0,0.017936,569775,0.94145,0.17074,97.34,rep8,Sp#2 (n=2688),18.468283008395897,4.46747105060833,7,Transitional_B
mSp_rep8_371,0.659906,46965.0,0.009365,950803,0.946168,0.218033,97.39,rep8,Sp#2 (n=2688),16.554604067439083,8.949672204175348,7,Transitional_B
mSp_rep8_042,0.648291,54704.0,0.012884,999802,0.939703,0.255284,97.08,rep8,Sp#2 (n=2688),4.410760183150729,29.082644364861675,4,Marginal_Zone_B
mSp_rep8_025,0.749142,34374.0,0.024934,692580,0.944865,0.183358,97.63,rep8,Sp#2 (n=2688),-3.7057652921543642,4.149950372920992,1,Follicular_B
mSp_rep8_253,0.733499,25057.0,0.010856,475442,0.941873,0.153947,96.31,rep8,Sp#2 (n=2688),23.444035561063018,3.1909638042555324,7,Transitional_B
mSp_rep8_249,0.7109,36776.0,0.013916,437904,0.908351,0.188981,97.57,rep8,Sp#2 (n=2688),-5.0743217120995565,4.817713363549497,1,Follicular_B
mSp_rep8_304,0.759217,28843.0,0.00716,498258,0.937405,0.161351,97.24,rep8,Sp#2 (n=2688),-7.086533054431716,9.674641737967558,1,Follicular_B
mSp_rep8_045,0.705058,35589.0,0.009794,685206,0.943683,0.184357,97.64,rep8,Sp#2 (n=2688),5.533122851921733,-21.293806772598966,3,Naive_CD4_T
mSp_rep8_062,0.7663840000000001,28527.0,0.01027,518311,0.940278,0.165347,97.51,rep8,Sp#2 (n=2688),4.651392672111313,17.77045027488361,1,Follicular_B
mSp_rep8_122,0.701041,25797.0,0.013084,419121,0.93286,0.141406,97.66,rep8,Sp#2 (n=2688),-11.63870202030617,-31.88520619614877,8,CD27-_Natural_Killer
mSp_rep8_314,0.6817840000000001,47191.0,0.012596,951453,0.945904,0.220928,97.72,rep8,Sp#2 (n=2688),-24.899113923967207,-8.00936912481448,6,Naive_CD8_T
mSp_rep8_370,0.6666770000000001,15470.0,0.028083,314850,0.944411,0.091999,97.1,rep8,Sp#2 (n=2688),8.713609935295716,-22.535917821815993,3,Naive_CD4_T
mSp_rep8_106,0.715827,39145.0,0.00984,783912,0.94571,0.197167,97.47,rep8,Sp#2 (n=2688),-4.108080343590007,5.050187180244546,1,Follicular_B
mSp_rep8_292,0.6853239999999999,13007.0,0.028023000000000003,249266,0.941026,0.080342,96.28,rep8,Sp#2 (n=2688),33.11311758652927,10.378737293497414,0,Granulocyte
mSp_rep8_254,0.7294510000000001,36027.0,0.018124,631857,0.937303,0.196206,97.43,rep8,Sp#2 (n=2688),-4.930168156625336,12.636665135854365,1,Follicular_B
mSp_rep8_308,0.696986,37879.0,0.013208,624570,0.933812,0.192363,97.45,rep8,Sp#2 (n=2688),3.9620291239530254,12.633108703367418,1,Follicular_B
mSp_rep8_373,0.636641,39213.0,0.005453,762244,0.944113,0.184587,97.18,rep8,Sp#2 (n=2688),23.217166594129356,34.462045627390296,5,Macrophage
mSp_rep8_285,0.740683,29111.0,0.019997,531667,0.938644,0.164758,97.22,rep8,Sp#2 (n=2688),-30.367948139248433,-10.487876497292794,6,Naive_CD8_T
mSp_rep8_158,0.6828850000000001,49367.0,0.028362,885198,0.937199,0.234238,97.27,rep8,Sp#2 (n=2688),3.737578385723447,29.228069283199794,4,Marginal_Zone_B
mSp_rep8_239,0.721912,32785.0,0.020085,579030,0.93771,0.179195,97.63,rep8,Sp#2 (n=2688),1.2710157844159744,12.95403520284626,1,Follicular_B
mSp_rep8_311,0.746153,27225.0,0.045708,456225,0.931486,0.15618800000000002,97.68,rep8,Sp#2 (n=2688),-7.885257465064288,4.003869769152982,1,Follicular_B
mSp_rep8_155,0.745794,27594.0,0.010081,470589,0.936289,0.15848099999999998,97.31,rep8,Sp#2 (n=2688),-1.903759243942003,10.935524965290046,1,Follicular_B
mSp_rep8_219,0.731722,28836.0,0.025745,514979,0.937747,0.16097899999999998,97.7,rep8,Sp#2 (n=2688),0.08423991717642519,-1.7836644219786908,1,Follicular_B
mSp_rep8_113,0.723384,34310.0,0.02799,577991,0.93322,0.17539000000000002,97.0,rep8,Sp#2 (n=2688),-3.0895925832346505,9.290553408991656,1,Follicular_B
mSp_rep8_136,0.723614,25625.0,0.008971999999999999,474164,0.941193,0.138652,97.16,rep8,Sp#2 (n=2688),-14.018267891181308,-30.287544281826825,8,CD27-_Natural_Killer
mSp_rep8_133,0.7071189999999999,33872.0,0.017434,598196,0.937619,0.178054,97.48,rep8,Sp#2 (n=2688),0.3151454685016138,10.357176410484938,1,Follicular_B
mSp_rep8_275,0.739736,13687.0,0.032789,241706,0.935765,0.091077,97.5,rep8,Sp#2 (n=2688),12.834695036834502,-21.83448851455932,3,Naive_CD4_T
mSp_rep8_344,0.6587609999999999,14098.0,0.016602000000000002,223542,0.930615,0.085146,97.21,rep8,Sp#2 (n=2688),8.078069671500145,-26.352866479698626,3,Naive_CD4_T
mSp_rep8_137,0.7454609999999999,27236.0,0.022678,534235,0.942826,0.155868,96.5,rep8,Sp#2 (n=2688),-8.164728442112217,9.221244197298706,1,Follicular_B
mSp_rep8_131,0.721858,28424.0,0.013056,568683,0.945723,0.157815,97.57,rep8,Sp#2 (n=2688),-8.43534472323766,7.4904085468991255,1,Follicular_B
mSp_rep8_091,0.7346729999999999,31691.0,0.016266,568168,0.938375,0.171329,97.68,rep8,Sp#2 (n=2688),-1.7236415623010588,9.776105268697085,1,Follicular_B
mSp_rep8_129,0.706649,30860.0,0.009755,412854,0.919165,0.171957,97.73,rep8,Sp#2 (n=2688),-7.592532651300644,-34.45351870037279,11,CD27+_Natural_Killer
mSp_rep8_250,0.732957,34198.0,0.010475,546060,0.932198,0.184126,97.64,rep8,Sp#2 (n=2688),-6.560518270509102,10.812426998157449,1,Follicular_B
mSp_rep8_199,0.697869,19243.0,0.023694,390605,0.945185,0.117221,97.36,rep8,Sp#2 (n=2688),-8.105635693447057,-35.07573289113239,11,CD27+_Natural_Killer
mSp_rep8_047,0.67176,42407.0,0.019605,823357,0.942395,0.213127,96.76,rep8,Sp#2 (n=2688),-20.390057046435587,-9.675320068005513,6,Naive_CD8_T
mSp_rep8_095,0.736011,35381.0,0.009102,586974,0.933996,0.187354,97.49,rep8,Sp#2 (n=2688),1.9915217141174806,8.820642650784068,1,Follicular_B
mSp_rep8_255,0.7343270000000001,32399.0,0.01114,612806,0.942411,0.166731,97.45,rep8,Sp#2 (n=2688),-9.260468239621083,-33.82092485842096,11,CD27+_Natural_Killer
mSp_rep8_135,0.659189,43295.0,0.013444,831319,0.942741,0.221031,97.17,rep8,Sp#2 (n=2688),3.4742251447776353,25.50807312151692,4,Marginal_Zone_B
mSp_rep8_362,0.695893,40319.0,0.014325999999999997,827021,0.946781,0.20590300000000006,97.59,rep8,Sp#2 (n=2688),-17.69616403432184,-14.794459524718507,2,Memory_CD8_T
mSp_rep8_176,0.712797,38526.0,0.006217,701635,0.940823,0.196372,97.52,rep8,Sp#2 (n=2688),-0.3166976317540329,12.616573645831581,1,Follicular_B
mSp_rep8_084,0.720036,34966.0,0.012288,557051,0.931173,0.186855,97.69,rep8,Sp#2 (n=2688),-5.690165969978591,11.6817222551304,1,Follicular_B
mSp_rep8_190,0.682673,24339.0,0.017876,454967,0.940005,0.1396,96.45,rep8,Sp#2 (n=2688),3.9961497140219038,-25.462052242699063,3,Naive_CD4_T
mSp_rep8_093,0.7068810000000001,10725.0,0.023846,176598,0.931423,0.069685,97.05,rep8,Sp#2 (n=2688),-0.9693278038752322,-6.643121254063407,1,Follicular_B
mSp_rep8_352,0.65798,10150.0,0.08944099999999999,192014,0.935843,0.068263,98.19,rep8,Sp#2 (n=2688),20.163584633274052,26.024250919635733,10,Dendritic_cell
mSp_rep8_331,0.731857,30605.0,0.027548000000000003,554464,0.937836,0.166206,97.07,rep8,Sp#2 (n=2688),-6.002953527182084,2.369303280433761,1,Follicular_B
mSp_rep8_372,0.706847,13206.0,0.056107,257860,0.940269,0.083481,97.6,rep8,Sp#2 (n=2688),-6.84740564758233,-5.708247806253256,1,Follicular_B
mSp_rep8_338,0.634544,55189.0,0.013637,1106436,0.944966,0.225681,96.94,rep8,Sp#2 (n=2688),-1.7948493357201347,-26.679073575114142,9,Regulatory_T
mSp_rep8_339,0.674632,49879.0,0.019866,1095928,0.94926,0.210553,96.68,rep8,Sp#2 (n=2688),-2.001008301991135,-27.70211602916315,9,Regulatory_T
mSp_rep8_153,0.5919770000000001,36471.0,0.00238,538772,0.926951,0.14636300000000002,97.3,rep8,Sp#2 (n=2688),38.3799377727819,7.458147330812817,0,Granulocyte
mSp_rep8_001,0.715112,36933.0,0.028641000000000007,780091,0.947024,0.193836,97.18,rep8,Sp#2 (n=2688),3.6279868593304156,13.06862003942739,1,Follicular_B
mSp_rep8_347,0.713062,38310.0,0.014913999999999997,744655,0.943534,0.193221,97.37,rep8,Sp#2 (n=2688),-2.2109447383199536,10.837727418511694,1,Follicular_B
mSp_rep8_132,0.745883,29644.0,0.011801,534442,0.939043,0.166436,96.91,rep8,Sp#2 (n=2688),3.787410824216263,5.991762483130739,1,Follicular_B
mSp_rep8_170,0.730409,24748.0,0.019065,416744,0.934168,0.144109,97.29,rep8,Sp#2 (n=2688),-29.354895810471177,-7.804096810704322,6,Naive_CD8_T
mSp_rep8_215,0.7360439999999999,28257.0,0.007306999999999998,487463,0.93682,0.161607,97.26,rep8,Sp#2 (n=2688),2.2329972264117206,5.325534983068142,1,Follicular_B
mSp_rep8_088,0.6600159999999999,47250.0,0.010243,775695,0.932644,0.219391,97.22,rep8,Sp#2 (n=2688),11.513183679941607,10.276350708301216,7,Transitional_B
mSp_rep8_365,0.698569,39220.0,0.009871,788553,0.945635,0.204852,97.16,rep8,Sp#2 (n=2688),23.302958005714036,3.7064537747766444,7,Transitional_B
mSp_rep8_154,0.7189399999999999,36491.0,0.025451,656914,0.937765,0.190518,97.26,rep8,Sp#2 (n=2688),-6.439083044130423,3.9478091589503252,1,Follicular_B
mSp_rep8_200,0.698641,14252.0,0.036246,256396,0.936753,0.090103,97.37,rep8,Sp#2 (n=2688),-5.41435544403186,-6.238497916640644,1,Follicular_B
mSp_rep8_092,0.710372,23863.0,0.017013,377284,0.929968,0.143776,97.68,rep8,Sp#2 (n=2688),12.87841727064169,-20.068527853407414,3,Naive_CD4_T
mSp_rep8_324,0.75245,31452.0,0.008793,541878,0.936504,0.170484,97.02,rep8,Sp#2 (n=2688),5.264787353990777,-0.008471238458779758,1,Follicular_B
mSp_rep8_161,0.706303,30065.0,0.005294,512392,0.935946,0.155356,97.0,rep8,Sp#2 (n=2688),-13.258028966684108,-30.63595770765086,8,CD27-_Natural_Killer
mSp_rep8_115,0.7087479999999999,18389.0,0.016105,347497,0.941716,0.119655,97.21,rep8,Sp#2 (n=2688),1.9279839410273905,-7.382155864584743,1,Follicular_B
mSp_rep8_207,0.701361,45062.0,0.025328,893218,0.943745,0.212103,97.29,rep8,Sp#2 (n=2688),7.372065144478492,15.516011486777208,1,Follicular_B
mSp_rep8_010,0.751264,24514.0,0.016212999999999998,524697,0.949081,0.147849,97.78,rep8,Sp#2 (n=2688),-24.926580128230462,-11.510381369291222,6,Naive_CD8_T
mSp_rep8_345,0.701852,45261.0,0.026268,730182,0.930854,0.221185,97.46,rep8,Sp#2 (n=2688),11.370528933321868,10.571044748403107,1,Follicular_B
mSp_rep8_012,0.768022,28953.0,0.016408000000000002,611733,0.948156,0.16491199999999998,97.62,rep8,Sp#2 (n=2688),4.463071524408639,18.1985266131081,1,Follicular_B
mSp_rep8_032,0.726068,31930.0,0.017176,574663,0.938244,0.172252,96.74,rep8,Sp#2 (n=2688),6.67869776723652,8.145862059429671,1,Follicular_B
mSp_rep8_178,0.705584,37826.0,0.012015,678834,0.939405,0.192657,97.66,rep8,Sp#2 (n=2688),3.616117724143483,14.66677768180725,1,Follicular_B
mSp_rep8_274,0.718539,38505.0,0.004807,720932,0.942215,0.199805,97.5,rep8,Sp#2 (n=2688),-0.681315364763994,5.304670292543995,1,Follicular_B
mSp_rep8_159,0.744116,20927.0,0.020867,383235,0.940228,0.133643,97.9,rep8,Sp#2 (n=2688),5.957056253845289,-22.84802912976965,3,Naive_CD4_T
mSp_rep8_148,0.740024,31496.0,0.030236,529134,0.9335,0.175147,97.63,rep8,Sp#2 (n=2688),12.607465366062884,-17.359825963709717,3,Naive_CD4_T
mSp_rep8_141,0.741358,29313.0,0.012432,554219,0.942496,0.157879,97.76,rep8,Sp#2 (n=2688),-30.098764892646063,-10.242086166485521,6,Naive_CD8_T
mSp_rep8_040,0.713087,39597.0,0.012741,743418,0.942122,0.198947,97.56,rep8,Sp#2 (n=2688),-2.6053214522257377,3.0863198645755303,1,Follicular_B
mSp_rep8_043,0.7212649999999999,22897.0,0.053647,474732,0.943644,0.138524,97.44,rep8,Sp#2 (n=2688),2.116935311217805,18.45424262031808,1,Follicular_B
mSp_rep8_354,0.73675,34276.0,0.028568,625298,0.938444,0.179886,97.57,rep8,Sp#2 (n=2688),-5.616963512972816,1.9525728266949336,1,Follicular_B
mSp_rep8_265,0.672074,26677.0,0.017566,483111,0.938684,0.146786,97.31,rep8,Sp#2 (n=2688),-25.704962327723347,-5.483679115807828,6,Naive_CD8_T
mSp_rep8_241,0.693196,43509.0,0.0039380000000000005,822947,0.941887,0.211923,96.27,rep8,Sp#2 (n=2688),11.605631606038644,9.255754931642423,1,Follicular_B
mSp_rep8_231,0.702349,37963.0,0.010272,705646,0.940474,0.197256,96.15,rep8,Sp#2 (n=2688),16.112637671861798,4.411624592170328,7,Transitional_B
mSp_rep8_069,0.702226,32703.0,0.005655,592255,0.940231,0.176709,97.43,rep8,Sp#2 (n=2688),3.7565946804786154,-21.970698519162656,3,Naive_CD4_T
mSp_rep8_099,0.725854,36054.0,0.020458,735310,0.945719,0.185407,97.49,rep8,Sp#2 (n=2688),-26.672781465597897,-7.436089902138783,6,Naive_CD8_T
mSp_rep8_087,0.738729,33623.0,0.022672,595534,0.937063,0.179604,97.73,rep8,Sp#2 (n=2688),-2.569014104343132,5.620687045267723,1,Follicular_B
mSp_rep8_034,0.697186,42741.0,0.012431,834388,0.943873,0.210694,97.13,rep8,Sp#2 (n=2688),2.1448580506657553,15.482068927920043,1,Follicular_B
mSp_rep8_369,0.7228220000000001,32075.0,0.007427,595431,0.941283,0.176799,97.06,rep8,Sp#2 (n=2688),1.780885645506962,5.992201945499667,1,Follicular_B
mSp_rep8_262,0.719603,31357.0,0.017606999999999998,559737,0.938045,0.175518,97.26,rep8,Sp#2 (n=2688),-20.0435033253954,-9.779482144112015,6,Naive_CD8_T
mSp_rep8_302,0.723316,24715.0,0.014946,446075,0.939447,0.14588900000000002,97.57,rep8,Sp#2 (n=2688),8.392799826575644,-21.962847941339277,3,Naive_CD4_T
mSp_rep8_028,0.7229800000000001,39519.0,0.02171,738509,0.94074,0.20384,97.36,rep8,Sp#2 (n=2688),7.298561531200068,2.1504539405176537,1,Follicular_B
mSp_rep8_193,0.6773819999999999,49436.0,0.02922,990453,0.943508,0.237479,97.0,rep8,Sp#2 (n=2688),2.953989226602932,26.70219996861588,4,Marginal_Zone_B
mSp_rep8_301,0.55512,38154.0,0.03241,749132,0.942706,0.165219,97.11,rep8,Sp#2 (n=2688),-3.080107463788941,-24.58858932853824,9,Regulatory_T
mSp_rep8_174,0.733857,30377.0,0.01383,524440,0.936307,0.167691,97.33,rep8,Sp#2 (n=2688),11.491841253512742,-20.883276106150745,3,Naive_CD4_T
mSp_rep8_185,0.722301,31745.0,0.027569,657803,0.946233,0.173994,97.71,rep8,Sp#2 (n=2688),-30.371393566056685,-10.86564477358538,6,Naive_CD8_T
mSp_rep8_336,0.66557,47706.0,0.006518,926613,0.944235,0.224259,97.29,rep8,Sp#2 (n=2688),-4.965267734583354,26.00758438969797,4,Marginal_Zone_B
mSp_rep8_260,0.71801,22806.0,0.016432,398892,0.937197,0.13630799999999998,97.32,rep8,Sp#2 (n=2688),-8.750519221889114,-1.6386941262702406,1,Follicular_B
mSp_rep8_181,0.7004239999999999,38167.0,0.012701,661969,0.937017,0.195514,97.41,rep8,Sp#2 (n=2688),6.474401749543319,13.560848522370044,1,Follicular_B
mSp_rep8_236,0.647019,50230.0,0.005622,977268,0.943787,0.240489,96.69,rep8,Sp#2 (n=2688),4.665300955867568,29.340142838147496,4,Marginal_Zone_B
mSp_rep8_081,0.743133,30072.0,0.010757,417374,0.921091,0.169728,97.67,rep8,Sp#2 (n=2688),-3.56617202563639,11.81406716140319,1,Follicular_B
mSp_rep8_287,0.714414,38511.0,0.000208,669153,0.937208,0.203469,96.68,rep8,Sp#2 (n=2688),23.17948108513905,3.622233548181639,7,Transitional_B
mSp_rep8_150,0.659978,37525.0,0.009947,654936,0.937531,0.186317,97.44,rep8,Sp#2 (n=2688),2.661639744743139,-23.280269222969366,3,Naive_CD4_T
mSp_rep8_046,0.710589,33601.0,0.006945000000000001,678344,0.946128,0.185625,97.23,rep8,Sp#2 (n=2688),23.43167275199584,3.5563445809211753,7,Transitional_B
mSp_rep8_107,0.70504,33375.0,0.02037,575930,0.935738,0.180027,97.28,rep8,Sp#2 (n=2688),17.140333002972902,2.0176549064228575,7,Transitional_B
mSp_rep8_175,0.7212390000000001,35792.0,0.028395,696419,0.942707,0.186381,97.64,rep8,Sp#2 (n=2688),1.9426934875970163,-1.3945321072490113,1,Follicular_B
mSp_rep8_144,0.623107,43893.0,0.006159,860844,0.94399,0.192376,96.92,rep8,Sp#2 (n=2688),-1.9200773667019946,-27.68764820066558,9,Regulatory_T
mSp_rep8_319,0.7165239999999999,32968.0,0.016145,588812,0.938078,0.18542,97.11,rep8,Sp#2 (n=2688),17.70123763273823,6.2815616230780105,7,Transitional_B
mSp_rep8_089,0.714429,41116.0,0.00525,667984,0.933065,0.206095,97.52,rep8,Sp#2 (n=2688),-5.457972614212315,7.835660840065563,1,Follicular_B
mSp_rep8_067,0.515375,80616.0,0.010021,1427605,0.938759,0.27879,97.48,rep8,Sp#2 (n=2688),5.680139436640273,24.402214398727732,4,Marginal_Zone_B
mSp_rep8_077,0.7096,34405.0,0.025961,613175,0.936878,0.182423,97.46,rep8,Sp#2 (n=2688),13.666012473407559,-16.41370955419294,3,Naive_CD4_T
mSp_rep8_272,0.6334350000000001,12937.0,0.036422,234080,0.936656,0.07407799999999999,97.11,rep8,Sp#2 (n=2688),10.030795337401099,-26.441446112305268,3,Naive_CD4_T
mSp_rep8_180,0.614075,33121.0,0.024964,590840,0.937567,0.161159,97.1,rep8,Sp#2 (n=2688),24.953479269519146,25.994703338283383,10,Dendritic_cell
mSp_rep8_242,0.7343310000000001,29421.0,0.014966,460171,0.930156,0.166154,97.63,rep8,Sp#2 (n=2688),10.61743991514767,-21.94051714008424,3,Naive_CD4_T
mSp_rep8_278,0.641193,18509.0,0.015688,316039,0.935884,0.110471,97.81,rep8,Sp#2 (n=2688),22.93624000869884,34.0533852633562,5,Macrophage
mSp_rep8_118,0.74465,32648.0,0.022837,569539,0.936617,0.17841300000000002,97.49,rep8,Sp#2 (n=2688),-3.244283717907263,5.947586368511627,1,Follicular_B
mSp_rep8_357,0.713418,35575.0,0.009025,656601,0.941046,0.18884,97.22,rep8,Sp#2 (n=2688),20.443630623520388,3.532167981357542,7,Transitional_B
mSp_rep8_126,0.6899569999999999,43960.0,0.018049000000000003,852207,0.939531,0.215267,91.49,rep8,Sp#2 (n=2688),2.394782828333754,13.20024426982465,1,Follicular_B
mSp_rep8_350,0.7106520000000001,35146.0,0.012725,589252,0.934928,0.183985,97.34,rep8,Sp#2 (n=2688),5.484002823412398,-20.466857257280168,3,Naive_CD4_T
mSp_rep8_307,0.615326,34936.0,0.0016,629418,0.940268,0.142879,97.42,rep8,Sp#2 (n=2688),37.32842447104004,7.657099454541671,0,Granulocyte
mSp_rep8_198,0.6717890000000001,42822.0,0.010445,794922,0.939578,0.210809,95.37,rep8,Sp#2 (n=2688),21.81396528635334,4.305624796929991,7,Transitional_B
mSp_rep8_169,0.614726,34868.0,0.003544,658242,0.942696,0.140573,97.18,rep8,Sp#2 (n=2688),38.305218586610295,7.70158771961396,0,Granulocyte
mSp_rep8_330,0.744747,12070.0,0.013163,208151,0.935718,0.082161,96.87,rep8,Sp#2 (n=2688),-7.047189085830269,-6.374641313995057,1,Follicular_B
mSp_rep8_374,0.7304350000000001,33890.0,0.008514,644690,0.942866,0.182359,97.12,rep8,Sp#2 (n=2688),8.950850340798619,-18.153565348182106,3,Naive_CD4_T
mSp_rep8_364,0.739478,30297.0,0.013063,585965,0.943942,0.168639,97.78,rep8,Sp#2 (n=2688),-28.70402505759265,-3.7285873246585974,6,Naive_CD8_T
mSp_rep8_204,0.7215520000000001,35588.0,0.016825,676690,0.941196,0.184267,96.14,rep8,Sp#2 (n=2688),0.6352421383537766,12.115642412983847,1,Follicular_B
mSp_rep8_134,0.745409,28873.0,0.016353,546260,0.942443,0.156329,97.77,rep8,Sp#2 (n=2688),-12.914225316816403,1.4769211628496213,1,Follicular_B
mSp_rep8_055,0.748772,29045.0,0.029537,647609,0.949789,0.162299,97.42,rep8,Sp#2 (n=2688),-1.3994849567611938,7.993818901414204,1,Follicular_B
mSp_rep8_149,0.61285,32721.0,0.002956,532257,0.934208,0.13942000000000002,97.68,rep8,Sp#2 (n=2688),38.486092791375,7.687825519147184,0,Granulocyte
mSp_rep8_121,0.7082890000000001,38902.0,0.011184,758739,0.943788,0.195373,97.23,rep8,Sp#2 (n=2688),7.292936931675963,-18.06657915684478,3,Naive_CD4_T
mSp_rep8_021,0.74436,33599.0,0.023228,648504,0.943014,0.17818299999999998,97.74,rep8,Sp#2 (n=2688),-4.477633660630416,20.206874471460907,1,Follicular_B
mSp_rep8_112,0.768075,21632.0,0.016951,372043,0.936422,0.136116,97.73,rep8,Sp#2 (n=2688),8.738112510755151,-23.978885108147256,3,Naive_CD4_T
mSp_rep8_280,0.725011,36658.0,0.018159,655779,0.937523,0.186432,97.16,rep8,Sp#2 (n=2688),13.135972614417438,-14.687211326080618,3,Naive_CD4_T
mSp_rep8_182,0.706625,36417.0,0.018436,686932,0.941215,0.19057,97.08,rep8,Sp#2 (n=2688),-4.662295180452867,24.141778334057566,4,Marginal_Zone_B
mSp_rep8_030,0.700971,40705.0,0.01712,728729,0.93874,0.208503,97.83,rep8,Sp#2 (n=2688),6.7948142725334115,-17.222962076954495,3,Naive_CD4_T
