,frip,uniq_frags,mt_content,sequencing_depth,dup_level,frac_open,mapping_rate,plate,batch,t-SNE Dimension 1,t-SNE Dimension 2,cluster_labels,putative_cell_type
mSp_rep7_243,0.722047,28688.0,0.005063000000000001,545568,0.941869,0.159275,96.47,rep7,Sp#2 (n=2688),8.98687128449057,-21.540337779612575,3,Naive_CD4_T
mSp_rep7_106,0.748432,29763.0,0.017593,668745,0.950291,0.16703800000000002,97.19,rep7,Sp#2 (n=2688),12.038287202724137,-17.55687159140133,3,Naive_CD4_T
mSp_rep7_247,0.7655850000000001,27281.0,0.023726,573932,0.946537,0.159083,97.13,rep7,Sp#2 (n=2688),-31.450239759294778,-8.295459476844398,6,Naive_CD8_T
mSp_rep7_148,0.747848,31822.0,0.021765,599232,0.940553,0.170817,97.18,rep7,Sp#2 (n=2688),-4.983920448275872,8.827506447785858,1,Follicular_B
mSp_rep7_295,0.741193,13370.0,0.036813,307479,0.949899,0.08717000000000001,97.11,rep7,Sp#2 (n=2688),-6.394313489257784,-7.631866531055097,1,Follicular_B
mSp_rep7_360,0.658351,47956.0,0.022543,999919,0.945729,0.222209,96.73,rep7,Sp#2 (n=2688),3.846583092975912,27.212194490154882,4,Marginal_Zone_B
mSp_rep7_142,0.709246,39767.0,0.02266,963689,0.953848,0.197922,97.18,rep7,Sp#2 (n=2688),-3.3037852342847045,21.38065976696523,1,Follicular_B
mSp_rep7_186,0.770624,29034.0,0.020776,578925,0.943788,0.162196,97.04,rep7,Sp#2 (n=2688),-4.118636042044245,0.03449247363207368,1,Follicular_B
mSp_rep7_190,0.697483,21591.0,0.008405,454828,0.947679,0.127085,96.69,rep7,Sp#2 (n=2688),-8.136121269156218,-35.76505658152853,11,CD27+_Natural_Killer
mSp_rep7_028,0.760688,20961.0,0.006494,448073,0.948346,0.129852,96.49,rep7,Sp#2 (n=2688),6.69471254516263,-23.77070789563631,3,Naive_CD4_T
mSp_rep7_184,0.7366510000000001,33773.0,0.012428,646833,0.942307,0.180975,96.86,rep7,Sp#2 (n=2688),-4.512517654540165,10.746709188052677,1,Follicular_B
mSp_rep7_193,0.713954,40061.0,0.019818,830254,0.945777,0.199088,96.78,rep7,Sp#2 (n=2688),7.9209082265891855,8.769254259183493,1,Follicular_B
mSp_rep7_157,0.6957939999999999,46237.0,0.033992,1064492,0.949899,0.230958,96.88,rep7,Sp#2 (n=2688),3.8251451880573244,28.16139428521857,4,Marginal_Zone_B
mSp_rep7_108,0.750788,30542.0,0.027232,633587,0.945408,0.166603,97.12,rep7,Sp#2 (n=2688),-6.002267199789503,1.7468639698045232,1,Follicular_B
mSp_rep7_095,0.750009,28383.0,0.033441000000000005,603332,0.945717,0.161492,97.37,rep7,Sp#2 (n=2688),10.835310609529554,-21.898422162257493,3,Naive_CD4_T
mSp_rep7_212,0.72365,34291.0,0.009789,668688,0.943375,0.18191,96.77,rep7,Sp#2 (n=2688),8.258226743997914,5.81785690138721,1,Follicular_B
mSp_rep7_151,0.738869,13475.0,0.064041,337698,0.952346,0.088938,97.52,rep7,Sp#2 (n=2688),-5.880654710884175,-6.609365410461731,1,Follicular_B
mSp_rep7_177,0.753837,29788.0,0.02113,629924,0.947058,0.161684,97.07,rep7,Sp#2 (n=2688),-6.672100387868978,2.764774646236863,1,Follicular_B
mSp_rep7_125,0.740514,31361.0,0.009225,686530,0.950113,0.173622,97.29,rep7,Sp#2 (n=2688),1.0946831398956072,2.0472807096742223,1,Follicular_B
mSp_rep7_292,0.731595,33571.0,0.011396,701367,0.947264,0.176748,96.76,rep7,Sp#2 (n=2688),-3.798471706476386,9.616335895076663,1,Follicular_B
mSp_rep7_334,0.7258319999999999,30726.0,0.020342,686418,0.949108,0.16354100000000002,96.4,rep7,Sp#2 (n=2688),-3.2217325816548605,-25.956716730851852,9,Regulatory_T
mSp_rep7_104,0.753741,25643.0,0.02111,533514,0.946233,0.148925,97.13,rep7,Sp#2 (n=2688),-4.112946812992976,1.0987714682619036,1,Follicular_B
mSp_rep7_008,0.740011,29239.0,0.029701,655432,0.950274,0.162683,97.27,rep7,Sp#2 (n=2688),-6.704064117011839,12.063687957193908,1,Follicular_B
mSp_rep7_093,0.742935,23849.0,0.005877,443137,0.940514,0.141713,96.84,rep7,Sp#2 (n=2688),-9.301916409404459,15.114658886359537,1,Follicular_B
mSp_rep7_013,0.747891,25714.0,0.018662,576692,0.950469,0.149873,97.36,rep7,Sp#2 (n=2688),-31.721463968818387,-8.729225524629195,6,Naive_CD8_T
mSp_rep7_367,0.769416,14888.0,0.017618,297867,0.944479,0.101837,96.84,rep7,Sp#2 (n=2688),7.140526013331904,-25.618483546846104,3,Naive_CD4_T
mSp_rep7_136,0.728837,38046.0,0.011767,803649,0.946904,0.197423,96.04,rep7,Sp#2 (n=2688),8.635785360666583,6.063471695849552,1,Follicular_B
mSp_rep7_054,0.700861,37886.0,0.014592,869681,0.950795,0.187777,96.21,rep7,Sp#2 (n=2688),11.532779663961374,7.9268176633315495,7,Transitional_B
mSp_rep7_281,0.674319,12166.0,0.069024,274037,0.945448,0.07272100000000001,96.65,rep7,Sp#2 (n=2688),12.538665954034787,2.737133567569238,1,Follicular_B
mSp_rep7_156,0.755642,27754.0,0.031984,615781,0.94868,0.159147,97.32,rep7,Sp#2 (n=2688),0.08528839585884525,10.543349221761881,1,Follicular_B
mSp_rep7_262,0.7348600000000001,34671.0,0.033723,893598,0.955463,0.184101,96.77,rep7,Sp#2 (n=2688),-7.380620017882512,11.51518142938229,1,Follicular_B
mSp_rep7_009,0.755361,30967.0,0.019194,664065,0.948049,0.168575,96.99,rep7,Sp#2 (n=2688),-6.203671607915676,10.133354313984348,1,Follicular_B
mSp_rep7_204,0.720529,37628.0,0.019082,768898,0.945458,0.19399,97.24,rep7,Sp#2 (n=2688),-25.750906952222792,-9.651370969930975,6,Naive_CD8_T
mSp_rep7_312,0.7309760000000001,21757.0,0.015119,426164,0.943199,0.130825,97.19,rep7,Sp#2 (n=2688),-8.379629766129877,-35.35562720475705,11,CD27+_Natural_Killer
mSp_rep7_248,0.74558,26317.0,0.020398,445486,0.93382,0.153639,97.04,rep7,Sp#2 (n=2688),9.954686534579205,-22.436625779785047,3,Naive_CD4_T
mSp_rep7_158,0.669654,38469.0,0.024669,893934,0.950785,0.19864,96.5,rep7,Sp#2 (n=2688),4.641697446506939,26.89417101352945,4,Marginal_Zone_B
mSp_rep7_059,0.7635270000000001,18700.0,0.026194,471359,0.955102,0.121641,96.91,rep7,Sp#2 (n=2688),8.329251478563258,-23.415771605048796,3,Naive_CD4_T
mSp_rep7_085,0.744661,27549.0,0.014523,545809,0.942584,0.15521500000000002,95.76,rep7,Sp#2 (n=2688),-6.121215976325485,21.74262043801899,4,Marginal_Zone_B
mSp_rep7_218,0.751258,27005.0,0.007716,604896,0.95099,0.155638,96.94,rep7,Sp#2 (n=2688),-29.28231601361301,-6.543893042407942,6,Naive_CD8_T
mSp_rep7_118,0.7317020000000001,31923.0,0.013718,725824,0.951084,0.174993,96.77,rep7,Sp#2 (n=2688),7.199871474424493,3.7503538029124326,1,Follicular_B
mSp_rep7_268,0.592327,48781.0,0.006659,1056735,0.949109,0.211654,97.02,rep7,Sp#2 (n=2688),22.295057066992104,26.91933462140034,10,Dendritic_cell
mSp_rep7_128,0.740371,27908.0,0.033322000000000004,576776,0.944872,0.157136,97.17,rep7,Sp#2 (n=2688),9.012975408109789,-19.848485830728208,3,Naive_CD4_T
mSp_rep7_150,0.73135,28340.0,0.010198,633039,0.950552,0.15665,97.0,rep7,Sp#2 (n=2688),-29.618629940324038,-8.842626831502015,6,Naive_CD8_T
