Distance from Center (cmd=annotatePeaks.pl tss mm10 -size -1500,1500 -hist 10 -norm 1e6 -fragLength 1 -d aggregate_f2q30_merged_pmd_tagdir/ mSp_rep9_001_tagdir/ mSp_rep9_002_tagdir/ mSp_rep9_003_tagdir/ mSp_rep9_004_tagdir/ mSp_rep9_005_tagdir/ mSp_rep9_006_tagdir/ mSp_rep9_007_tagdir/ mSp_rep9_008_tagdir/ mSp_rep9_009_tagdir/ mSp_rep9_010_tagdir/ mSp_rep9_011_tagdir/ mSp_rep9_012_tagdir/ mSp_rep9_013_tagdir/ mSp_rep9_014_tagdir/ mSp_rep9_015_tagdir/ mSp_rep9_016_tagdir/ mSp_rep9_017_tagdir/ mSp_rep9_018_tagdir/ mSp_rep9_019_tagdir/ mSp_rep9_020_tagdir/ mSp_rep9_021_tagdir/ mSp_rep9_022_tagdir/ mSp_rep9_023_tagdir/ mSp_rep9_024_tagdir/)	aggregate_f2q30_merged_pmd_tagdir/ Coverage	aggregate_f2q30_merged_pmd_tagdir/ + Tags	aggregate_f2q30_merged_pmd_tagdir/ - Tags	mSp_rep9_001_tagdir/ Coverage	mSp_rep9_001_tagdir/ + Tags	mSp_rep9_001_tagdir/ - Tags	mSp_rep9_002_tagdir/ Coverage	mSp_rep9_002_tagdir/ + Tags	mSp_rep9_002_tagdir/ - Tags	mSp_rep9_003_tagdir/ Coverage	mSp_rep9_003_tagdir/ + Tags	mSp_rep9_003_tagdir/ - Tags	mSp_rep9_004_tagdir/ Coverage	mSp_rep9_004_tagdir/ + Tags	mSp_rep9_004_tagdir/ - Tags	mSp_rep9_005_tagdir/ Coverage	mSp_rep9_005_tagdir/ + Tags	mSp_rep9_005_tagdir/ - Tags	mSp_rep9_006_tagdir/ Coverage	mSp_rep9_006_tagdir/ + Tags	mSp_rep9_006_tagdir/ - Tags	mSp_rep9_007_tagdir/ Coverage	mSp_rep9_007_tagdir/ + Tags	mSp_rep9_007_tagdir/ - Tags	mSp_rep9_008_tagdir/ Coverage	mSp_rep9_008_tagdir/ + Tags	mSp_rep9_008_tagdir/ - Tags	mSp_rep9_009_tagdir/ Coverage	mSp_rep9_009_tagdir/ + Tags	mSp_rep9_009_tagdir/ - Tags	mSp_rep9_010_tagdir/ Coverage	mSp_rep9_010_tagdir/ + Tags	mSp_rep9_010_tagdir/ - Tags	mSp_rep9_011_tagdir/ Coverage	mSp_rep9_011_tagdir/ + Tags	mSp_rep9_011_tagdir/ - Tags	mSp_rep9_012_tagdir/ Coverage	mSp_rep9_012_tagdir/ + Tags	mSp_rep9_012_tagdir/ - Tags	mSp_rep9_013_tagdir/ Coverage	mSp_rep9_013_tagdir/ + Tags	mSp_rep9_013_tagdir/ - Tags	mSp_rep9_014_tagdir/ Coverage	mSp_rep9_014_tagdir/ + Tags	mSp_rep9_014_tagdir/ - Tags	mSp_rep9_015_tagdir/ Coverage	mSp_rep9_015_tagdir/ + Tags	mSp_rep9_015_tagdir/ - Tags	mSp_rep9_016_tagdir/ Coverage	mSp_rep9_016_tagdir/ + Tags	mSp_rep9_016_tagdir/ - Tags	mSp_rep9_017_tagdir/ Coverage	mSp_rep9_017_tagdir/ + Tags	mSp_rep9_017_tagdir/ - Tags	mSp_rep9_018_tagdir/ Coverage	mSp_rep9_018_tagdir/ + Tags	mSp_rep9_018_tagdir/ - Tags	mSp_rep9_019_tagdir/ Coverage	mSp_rep9_019_tagdir/ + Tags	mSp_rep9_019_tagdir/ - Tags	mSp_rep9_020_tagdir/ Coverage	mSp_rep9_020_tagdir/ + Tags	mSp_rep9_020_tagdir/ - Tags	mSp_rep9_021_tagdir/ Coverage	mSp_rep9_021_tagdir/ + Tags	mSp_rep9_021_tagdir/ - Tags	mSp_rep9_022_tagdir/ Coverage	mSp_rep9_022_tagdir/ + Tags	mSp_rep9_022_tagdir/ - Tags	mSp_rep9_023_tagdir/ Coverage	mSp_rep9_023_tagdir/ + Tags	mSp_rep9_023_tagdir/ - Tags	mSp_rep9_024_tagdir/ Coverage	mSp_rep9_024_tagdir/ + Tags	mSp_rep9_024_tagdir/ - Tags
-1500	2.72755939759691	0.00133542652095879	0.00113714456586727	1.77589300277279	0.000887946501386397	0.000776953188713097	2.06328494535965	0.000937856793345294	0.000984749633012559	1.81585385744577	0.00073979231229272	0.00073979231229272	1.82982656445387	0.000784211384765943	0.000849562333496439	1.16479095307998	0.000727994345674985	0.000363997172837493	2.07404991029196	0.000707062469417713	0.00127271244495188	1.00975914750177	0.000356385581471212	0.000653373566030555	1.69833632360137	0.0007971782743435	0.000866498124286413	1.836568259664	0.000612189419888001	0.000857065187843201	1.43467623552438	0.000398521176534551	0.000876746588376013	0.920812265535802	0.000526178437449029	0.00035078562496602	1.60147882346545	0.00120110911759909	0.000300277279399772	1.14353286576415	0.000465883760126135	0.000550589898330887	1.66604142880444	0.000698662534659925	0.00059117599086609	2.02087750774751	0.000513782417223944	0.00133583428478225	1.04863263197956	0.000419453052791823	0.000461398358071005	1.29000163105529	0.000351818626651443	0.000508182460718752	1.33308867503942	0.00059759147501767	0.000689528625020388	1.3875387375632	0.000826618822378079	0.000413309411189039	2.14646876529114	0.000548034578372207	0.00150709509052357	1.19610721470125	0.000635431957810036	0.000448540205512967	1.63687272331865	0.000744033056053933	0.000595226444843147	1.08628282498777	0.000543141412493884	0.000452617843744903	1.7599086609036	0.000631762083401294	0.000992768988202034
-1490	2.70053824824662	0.00132110041863727	0.00113684553906359	1.4429130647529	0.000665959876039798	0.000443973250693198	2.01639210569238	0.000515821236339912	0.00121921383134888	1.58046539444354	0.000706165389006687	0.000706165389006687	1.82982656445387	0.000784211384765943	0.00104561517968792	2.32958190615995	0.000764394062958734	0.00152878812591747	1.46126243679661	0.000659924971456532	0.000707062469417713	1.18795193823737	0.000534578372206818	0.000593975969118686	1.07445767411515	0.000693198499429131	0.000277279399771652	1.224378839776	0.000612189419888001	0.000489751535910401	1.27526776491056	0.000398521176534551	0.000836894470722558	1.62238351546784	0.000701571249932039	0.000833115859294297	1.35124775729897	0.000400369705866362	0.000700646985266134	1.48235741858316	0.000677649105638015	0.000677649105638015	1.82727124449519	0.000859892350350677	0.000913635622247594	1.30158212363399	0.00058228673952047	0.000650791061816995	1.59392160060893	0.00054528896862937	0.000964742021421193	1.21181971402164	0.000469091502201925	0.000703637253302887	2.06858587506116	0.0012411515250367	0.000781465775023107	1.35801663676399	0.000501875713586691	0.000738052519980428	1.55276463872125	0.000639373674767575	0.000730712771162943	1.19610721470125	0.000336405154134725	0.000747567009188278	1.78567933452944	0.00044641983363236	0.00133925950089708	1.35785353123471	0.000905235687489806	0.000452617843744903	2.03066383950416	0.000947643125101941	0.00103789485130213
-1480	2.67930734518567	0.00131289077366363	0.00112466699287753	1.77589300277279	0.0012209264394063	0.000443973250693198	1.35989235035068	0.000750285434676235	0.000515821236339912	1.68134616430164	0.000638911542434622	0.000840673082150818	1.3723699233404	0.000522807589843962	0.000457456641113467	1.45598869134997	0.000400396890121242	0.000800793780242483	1.2255749469907	0.000471374979611809	0.000659924971456532	1.24734953514924	0.000593975969118686	0.00041578317838308	2.18357527320176	0.00128241722394389	0.000658538574457674	0.489751535910401	0	0.000489751535910401	0.717338117762192	0.000557929647148372	0.00015940847061382	1.09620507801881	0.000394633828086772	0.000613874843690534	1.75161746316533	0.000750693198499429	0.000900831838199315	1.14353286576415	0.000762355243842766	0.00021176534551188	1.39732506931985	0.000429946175175338	0.000913635622247594	1.54134725167183	0.000513782417223944	0.000719295384113521	1.55197629532974	0.00054528896862937	0.000838906105583646	1.09454683847116	0.000586364377752406	0.000508182460718752	2.43633447507204	0.00105727722503126	0.00133308867503942	0.826618822378079	0.000531397814385908	0.00020665470559452	1.18740825313978	0.000685043222965259	0.000456695481976839	1.71940412113304	0.00104659381286359	0.000598053607350623	0.595226444843147	0.00044641983363236	0	0.724188549991845	0.000271570706246942	0.000362094274995922	1.66965693470342	0.000947643125101941	0.000451258631000924
-1470	2.69455771217311	0.0013561681074319	0.00110060892730912	1.77589300277279	0.0013319197520796	0.000443973250693198	1.21921383134888	0.00089096395367803	0.000281357038003588	1.7486000108737	0.000975180775294949	0.000638911542434622	2.09123035937585	0.000784211384765943	0.000784211384765943	1.41958897406622	0.000618795193823737	0.000618795193823737	1.13129995106834	0.000565649975534171	0.000424237481650628	0.950361550589898	0.000534578372206818	0.000356385581471212	1.94095579840157	0.00107445767411515	0.000727858424400587	0.612189419888001	0.000489751535910401	0.0001224378839776	1.47452835317784	0.000677486000108737	0.000757190235415647	1.66623171858859	0.000789267656173544	0.000745419453052792	1.25115533083238	0.000700646985266134	0.000300277279399772	1.14353286576415	0.000338824552819007	0.000635296036535639	1.07486543793835	0.00080614907845376	0.000214973087587669	1.54134725167183	0.000856304028706573	0.00058228673952047	1.21641385309629	0.000503343663350188	0.000629179579187735	1.05545587995433	0.000508182460718752	0.000508182460718752	2.39036590007068	0.0012411515250367	0.00105727722503126	2.12559125754363	0.000856140923177296	0.00115136193116947	1.32441689773283	0.000730712771162943	0.000456695481976839	1.45775566791714	0.000710188658728864	0.00067281030826945	0.89283966726472	0.00044641983363236	0.000297613222421573	0.905235687489806	0.000362094274995922	0.000452617843744903	1.35377589300277	0.000315881041700647	0.000812265535801664
-1460	2.79152394932855	0.00141619094220598	0.00111561463600264	2.33085956613929	0.00144291306475289	0.000665959876039798	1.54746370901974	0.000468928396672647	0.000609606915674441	1.47958462458544	0.000605284619148589	0.00073979231229272	1.4377208720709	0.000457456641113467	0.00098026423095743	1.38318925678247	0.000655194911107486	0.000545995759256239	1.9797749143696	0.00113129995106834	0.000754199967378894	1.42554232588485	0.000712771162942424	0.000653373566030555	1.87163594845865	0.000693198499429131	0.000935817974229326	0.857065187843201	0.000489751535910401	0.0001224378839776	1.55423258848475	0.000637633882455282	0.000797042353069102	1.49083890610558	0.000789267656173544	0.000526178437449029	1.15106290436579	0.000400369705866362	0.000650600772032839	0.93176752025227	0.000508236829228511	0.000381177621921383	1.28983852552602	0.000429946175175338	0.000644919262763008	1.88386886315446	0.000993312673299625	0.000719295384113521	2.30699179035503	0.00100668732670038	0.00130030446365465	1.36818354808895	0.000469091502201925	0.000742728211819714	2.20649160006524	0.0012411515250367	0.00059759147501767	1.44658293916164	0.000797096721578862	0.000531397814385908	1.64410373511662	0.000776382319360627	0.000593704126569891	1.75678247159245	0.000934458761485348	0.000747567009188278	1.19045288968629	0.000595226444843147	0.000595226444843147	0.995759256238786	0.000724188549991845	0.000271570706246942	1.2183983037025	0.000722013809601479	0.000451258631000924
-1450	2.85393899853205	0.00142904909476402	0.00115891915402579	2.10887294079269	0.0012209264394063	0.000665959876039798	1.73503506768879	0.000703392595008971	0.000937856793345294	1.6477192410156	0.000773419235578753	0.000706165389006687	1.82982656445387	0.000784211384765943	0.000718860436035448	1.52878812591747	0.000400396890121242	0.00105559180122873	2.26259990213668	0.000754199967378894	0.000801337465340075	1.18795193823737	0.000950361550589899	0.000178192790735606	1.42105692382972	0.000762518349372044	0.000554558799543305	1.3468167237536	0.000612189419888001	0.000612189419888001	1.07600717664329	0.000358669058881096	0.000597781764801827	1.31544609362257	0.000570026640569782	0.000657723046811287	1.15106290436579	0.000600554558799543	0.000450415919099657	1.44000434948078	0.000592942967433263	0.000677649105638015	1.5585548850106	0.000859892350350677	0.000537432718969173	1.91812102430272	0.000890556189854836	0.000787799706410047	1.63586690588811	0.000838906105583646	0.000629179579187735	1.48545642363943	0.000742728211819714	0.000547273419235579	1.28712010003806	0.000505654325014951	0.000689528625020388	1.44658293916164	0.000679008318381993	0.000590442015984342	1.18740825313978	0.000502365030174523	0.000639373674767575	1.53251236883597	0.000710188658728864	0.000710188658728864	1.33925950089708	0.000297613222421573	0.00089283966726472	1.35785353123471	0.000633664981242864	9.05235687489806e-05	1.39890175610287	0.000541510357201109	0.000586636220301201
-1440	2.80549665633665	0.00140980264230929	0.00114288044364684	2.10887294079269	0.000887946501386397	0.000887946501386397	1.07853531234709	0.000422035557005382	0.000515821236339912	1.61409231772957	0.000941553852008917	0.000638911542434622	0.980264230957429	0.000522807589843962	0.000326754743652476	1.20119067036373	0.000618795193823737	0.000545995759256239	1.41412493883543	0.000565649975534171	0.000612787473495351	1.96012069809167	0.00136614472897298	0.000534578372206818	1.24775729897244	0.000831838199314957	0.000381259174686022	2.0814440276192	0.000612189419888001	0.0014692546077312	1.19556352960365	0.000677486000108737	0.000478225411841461	1.14005328113956	0.000745419453052792	0.000263089218724515	1.40129397053227	0.000750693198499429	0.000450415919099657	1.60941662589028	0.000550589898330887	0.00101647365845702	1.34358179742293	0.000483689447072256	0.000644919262763008	1.13032131789268	0.000513782417223944	0.000548034578372207	1.38419507421302	0.000419453052791823	0.000838906105583646	1.60272929918991	0.000860001087370195	0.000703637253302887	1.19518295003534	0.000459685750013592	0.000689528625020388	0.856140923177296	0.000442831511988256	0.000413309411189039	1.91812102430272	0.00123307780133747	0.000639373674767575	1.3456206165389	0.000635431957810036	0.000523296906431795	1.48806611210787	0.00119045288968629	0.000148806611210787	1.99151851247757	0.00108628282498777	0.000633664981242864	2.03066383950416	0.000812265535801664	0.00112814657750231
-1430	2.8162072527592	0.00141926276300737	0.00113214266296943	2.10887294079269	0.00155390637742619	0.000554966563366498	1.50057086935247	0.000468928396672647	0.00089096395367803	1.78222693415973	0.000941553852008917	0.000571657695862557	1.63377371826238	0.000784211384765943	0.000849562333496439	0.909992932093731	0.000691594628391236	0.000218398303702496	1.27271244495188	0.000565649975534171	0.000424237481650628	1.60373511662045	0.00089096395367803	0.000534578372206818	1.76765617354428	0.000831838199314957	0.00090115804925787	1.5916924917088	0.0011019409557984	0.000489751535910401	0.797042353069102	0.000318816941227641	0.000438373294188006	1.49083890610558	0.000570026640569782	0.000833115859294297	1.45134018376556	0.000700646985266134	0.000700646985266134	1.56706355678791	0.000635296036535639	0.000762355243842766	1.77352797259827	0.000913635622247594	0.000483689447072256	1.37008644593052	0.000787799706410047	0.000411025933779155	1.71975751644647	0.000838906105583646	0.000713070189746099	1.32909258957212	0.000508182460718752	0.000703637253302887	1.0113086500299	0.000275811450008155	0.00055162290001631	1.29897243516555	0.000885663023976513	0.000324743108791388	2.14646876529114	0.0011417387049421	0.000776382319360627	0.822323710107106	0.000373783504594139	0.000373783504594139	0.44641983363236	0.00044641983363236	0	1.26732996248573	0.000543141412493884	0.000633664981242864	1.66965693470342	0.000767139672701571	0.000857391398901756
-1420	2.83452944054803	0.00145090523568718	0.00113366498124267	1.99787962811939	0.000776953188713097	0.000998939814059696	0.984749633012559	0.000375142717338118	0.000609606915674441	2.08486924373403	0.00100880769858098	0.000907926928722884	1.69912466699288	0.000914913282226934	0.000784211384765943	1.31038982221497	0.000691594628391236	0.000327597455553743	0.895612461262437	0.000329962485728266	0.000424237481650628	1.42554232588485	0.00100975914750177	0.000237590387647475	1.45571684880117	0.000589218724514761	0.000727858424400587	0.979503071820801	0.000612189419888001	0.000367313651932801	1.47452835317784	0.000876746588376013	0.000557929647148372	1.00850867177731	0.000482330234328277	0.000482330234328277	1.30120154406568	0.00100092426466591	0.000300277279399772	1.69412276409504	0.000804708312945142	0.000720002174740391	1.71978470070135	0.000752405806556842	0.000698662534659925	1.64410373511662	0.000753547545261784	0.000616538900668733	1.71975751644647	0.00104863263197956	0.000587234273908552	1.32909258957212	0.000508182460718752	0.000703637253302887	2.06858587506116	0.00133308867503942	0.000643560050019029	2.0665470559452	0.00129897243516555	0.000738052519980428	1.78111237970967	0.00118740825313978	0.000548034578372207	1.98105257434894	0.000934458761485348	0.000784945359647692	1.19045288968629	0.000744033056053933	0.00044641983363236	0.814712118740825	0.000452617843744903	0.000362094274995922	1.2183983037025	0.000631762083401294	0.000361006904800739
-1410	2.83586146903713	0.00142690153862853	0.00114557168487992	1.77589300277279	0.000332979938019899	0.0012209264394063	1.17232099168162	0.000656499755341706	0.000515821236339912	1.6477192410156	0.000538030772576524	0.000975180775294949	1.04561517968792	0.000522807589843962	0.000392105692382972	1.34678953949872	0.000545995759256239	0.000618795193823737	1.08416245310716	0.000659924971456532	0.000235687489805904	1.72253031044419	0.000831566356766161	0.000772168759854292	1.62901647365846	0.000346599249714565	0.0010397977491437	0.857065187843201	0.0002448757679552	0.000489751535910401	0.876746588376013	0.000518077529494916	0.000318816941227641	1.88547273419236	0.00109620507801881	0.000657723046811287	1.20110911759909	0.000500462132332953	0.000600554558799543	1.3976512803784	0.000677649105638015	0.000550589898330887	1.5585548850106	0.000376202903278421	0.000913635622247594	1.57559941282009	0.000753547545261784	0.000513782417223944	1.63586690588811	0.000587234273908552	0.000755015495025282	1.40727450660577	0.00066454629478606	0.00066454629478606	1.93068015005709	0.0010113086500299	0.00059759147501767	1.35801663676399	0.000767574620779645	0.000413309411189039	1.91812102430272	0.00123307780133747	0.000685043222965259	1.68202577067363	0.00104659381286359	0.000523296906431795	1.48806611210787	0.000297613222421573	0.00119045288968629	0.905235687489806	0.000633664981242864	0.000181047137497961	1.98553797640407	0.00108302071440222	0.000722013809601479
