cell	sequencing_depth
mSp_rep3_001	733525
mSp_rep3_002	154760
mSp_rep3_003	2922837
mSp_rep3_004	782797
mSp_rep3_005	675570
mSp_rep3_006	645632
mSp_rep3_007	549875
mSp_rep3_008	921911
mSp_rep3_009	704823
mSp_rep3_010	654946
mSp_rep3_011	651302
mSp_rep3_012	731448
mSp_rep3_013	627039
mSp_rep3_014	546982
mSp_rep3_015	549626
mSp_rep3_016	771274
mSp_rep3_017	382955
mSp_rep3_018	285690
mSp_rep3_019	325666
mSp_rep3_020	406854
mSp_rep3_021	311678
mSp_rep3_022	463296
mSp_rep3_023	389279
mSp_rep3_024	656767
mSp_rep3_025	565309
mSp_rep3_026	145373
mSp_rep3_027	746859
mSp_rep3_028	660464
mSp_rep3_029	566693
mSp_rep3_030	674499
mSp_rep3_031	1134469
mSp_rep3_032	678788
mSp_rep3_033	1909754
mSp_rep3_034	581159
mSp_rep3_035	1580105
mSp_rep3_036	172673
mSp_rep3_037	560041
mSp_rep3_038	460986
mSp_rep3_039	575292
mSp_rep3_040	18284
mSp_rep3_041	324516
mSp_rep3_042	61655
mSp_rep3_043	577513
mSp_rep3_044	423893
mSp_rep3_045	308896
mSp_rep3_046	1167789
mSp_rep3_047	322461
mSp_rep3_048	286452
mSp_rep3_049	844389
mSp_rep3_050	674548
mSp_rep3_051	817175
mSp_rep3_052	664696
mSp_rep3_053	1369317
mSp_rep3_054	892497
mSp_rep3_055	490362
mSp_rep3_056	693582
mSp_rep3_057	738670
mSp_rep3_058	614660
mSp_rep3_059	33356
mSp_rep3_060	695788
mSp_rep3_061	1248986
mSp_rep3_062	456219
mSp_rep3_063	446376
mSp_rep3_064	769279
mSp_rep3_065	557336
mSp_rep3_066	508577
mSp_rep3_067	219064
mSp_rep3_068	336973
mSp_rep3_069	538157
mSp_rep3_070	1104784
mSp_rep3_071	508411
mSp_rep3_072	658397
mSp_rep3_073	755514
mSp_rep3_074	339136
mSp_rep3_075	656109
mSp_rep3_076	715107
mSp_rep3_077	482932
mSp_rep3_078	878032
mSp_rep3_079	647891
mSp_rep3_080	476199
mSp_rep3_081	5550753
mSp_rep3_082	797668
mSp_rep3_083	613423
mSp_rep3_084	447629
mSp_rep3_085	647794
mSp_rep3_086	403192
mSp_rep3_087	469451
mSp_rep3_088	640790
mSp_rep3_089	202783
mSp_rep3_090	390718
mSp_rep3_091	481759
mSp_rep3_092	2687
mSp_rep3_093	997200
mSp_rep3_094	655344
mSp_rep3_095	596681
mSp_rep3_096	657941
mSp_rep3_097	827017
mSp_rep3_098	590236
mSp_rep3_099	802657
mSp_rep3_100	1007247
mSp_rep3_101	437318
mSp_rep3_102	452132
mSp_rep3_103	859880
mSp_rep3_104	678258
mSp_rep3_105	237493
mSp_rep3_106	590545
mSp_rep3_107	447739
mSp_rep3_108	439381
mSp_rep3_109	545681
mSp_rep3_110	910058
mSp_rep3_111	422039
mSp_rep3_112	455845
mSp_rep3_113	449141
mSp_rep3_114	797623
mSp_rep3_115	502528
mSp_rep3_116	354306
mSp_rep3_117	150822
mSp_rep3_118	494955
mSp_rep3_119	127053
mSp_rep3_120	933211
mSp_rep3_121	687818
mSp_rep3_122	780474
mSp_rep3_123	580915
mSp_rep3_124	778355
mSp_rep3_125	454423
mSp_rep3_126	570732
mSp_rep3_127	731684
mSp_rep3_128	416235
mSp_rep3_129	1053885
mSp_rep3_130	1148779
mSp_rep3_131	429678
mSp_rep3_132	2322145
mSp_rep3_133	500933
mSp_rep3_134	541316
mSp_rep3_135	418413
mSp_rep3_136	307202
mSp_rep3_137	621326
mSp_rep3_138	360145
mSp_rep3_139	492541
mSp_rep3_140	295876
mSp_rep3_141	442971
mSp_rep3_142	420576
mSp_rep3_143	550966
mSp_rep3_144	815954
mSp_rep3_145	735015
mSp_rep3_146	662570
mSp_rep3_147	478286
mSp_rep3_148	501444
mSp_rep3_149	626561
mSp_rep3_150	601726
mSp_rep3_151	854044
mSp_rep3_152	888119
mSp_rep3_153	1434463
mSp_rep3_154	828533
mSp_rep3_155	381460
mSp_rep3_156	598031
mSp_rep3_157	160443
mSp_rep3_158	477126
mSp_rep3_159	334284
mSp_rep3_160	279159
mSp_rep3_161	349697
mSp_rep3_162	541908
mSp_rep3_163	885905
mSp_rep3_164	185835
mSp_rep3_165	492562
mSp_rep3_166	378610
mSp_rep3_167	587369
mSp_rep3_168	1269536
mSp_rep3_169	51921
mSp_rep3_170	548357
mSp_rep3_171	959137
mSp_rep3_172	281889
mSp_rep3_173	433692
mSp_rep3_174	740207
mSp_rep3_175	1094717
mSp_rep3_176	469505
mSp_rep3_177	673264
mSp_rep3_178	1450095
mSp_rep3_179	201609
mSp_rep3_180	295354
mSp_rep3_181	727714
mSp_rep3_182	282708
mSp_rep3_183	378977
mSp_rep3_184	381157
mSp_rep3_185	309984
mSp_rep3_186	544308
mSp_rep3_187	386151
mSp_rep3_188	413111
mSp_rep3_189	377069
mSp_rep3_190	588522
mSp_rep3_191	395754
mSp_rep3_192	477969
mSp_rep3_193	448933
mSp_rep3_194	118377
mSp_rep3_195	560905
mSp_rep3_196	221919
mSp_rep3_197	89607
mSp_rep3_198	321188
mSp_rep3_199	623928
mSp_rep3_200	851899
mSp_rep3_201	645437
mSp_rep3_202	389399
mSp_rep3_203	475059
mSp_rep3_204	705746
mSp_rep3_205	451165
mSp_rep3_206	450944
mSp_rep3_207	524855
mSp_rep3_208	232909
mSp_rep3_209	843243
mSp_rep3_210	886413
mSp_rep3_211	560279
mSp_rep3_212	443428
mSp_rep3_213	380156
mSp_rep3_214	1159215
mSp_rep3_215	458751
mSp_rep3_216	1296741
mSp_rep3_217	341966
mSp_rep3_218	957746
mSp_rep3_219	547553
mSp_rep3_220	369898
mSp_rep3_221	269146
mSp_rep3_222	966850
mSp_rep3_223	47700
mSp_rep3_224	362792
mSp_rep3_225	979788
mSp_rep3_226	1224130
mSp_rep3_227	669946
mSp_rep3_228	930856
mSp_rep3_229	343390
mSp_rep3_230	689971
mSp_rep3_231	487755
mSp_rep3_232	214782
mSp_rep3_233	585206
mSp_rep3_234	482639
mSp_rep3_235	463343
mSp_rep3_236	414265
mSp_rep3_237	502007
mSp_rep3_238	427944
mSp_rep3_239	247984
mSp_rep3_240	670147
mSp_rep3_241	330141
mSp_rep3_242	465335
mSp_rep3_243	678842
mSp_rep3_244	436794
mSp_rep3_245	159222
mSp_rep3_246	60789
mSp_rep3_247	773964
mSp_rep3_248	343906
mSp_rep3_249	738298
mSp_rep3_250	982493
mSp_rep3_251	531051
mSp_rep3_252	665087
mSp_rep3_253	669764
mSp_rep3_254	596260
mSp_rep3_255	682821
mSp_rep3_256	99
mSp_rep3_257	1016336
mSp_rep3_258	322338
mSp_rep3_259	453310
mSp_rep3_260	323859
mSp_rep3_261	184553
mSp_rep3_262	761670
mSp_rep3_263	459121
mSp_rep3_264	430453
mSp_rep3_265	179934
mSp_rep3_266	471381
mSp_rep3_267	804831
mSp_rep3_268	530626
mSp_rep3_269	52443
mSp_rep3_270	83
mSp_rep3_271	828613
mSp_rep3_272	442466
mSp_rep3_273	531609
mSp_rep3_274	122243
mSp_rep3_275	589541
mSp_rep3_276	574828
mSp_rep3_277	534626
mSp_rep3_278	155187
mSp_rep3_279	376607
mSp_rep3_280	189228
mSp_rep3_281	327698
mSp_rep3_282	117275
mSp_rep3_283	212809
mSp_rep3_284	414869
mSp_rep3_285	517090
mSp_rep3_286	589934
mSp_rep3_287	2654437
mSp_rep3_288	1053843
mSp_rep3_289	470911
mSp_rep3_290	653079
mSp_rep3_291	671670
mSp_rep3_292	981183
mSp_rep3_293	757969
mSp_rep3_294	675388
mSp_rep3_295	291917
mSp_rep3_296	610179
mSp_rep3_297	649231
mSp_rep3_298	722090
mSp_rep3_299	601282
mSp_rep3_300	1034237
mSp_rep3_301	698907
mSp_rep3_302	486580
mSp_rep3_303	208473
mSp_rep3_304	192634
mSp_rep3_305	167947
mSp_rep3_306	604402
mSp_rep3_307	509322
mSp_rep3_308	204589
mSp_rep3_309	345670
mSp_rep3_310	413386
mSp_rep3_311	356569
mSp_rep3_312	117164
mSp_rep3_313	241
mSp_rep3_314	525374
mSp_rep3_315	496365
mSp_rep3_316	626330
mSp_rep3_317	1113163
mSp_rep3_318	723388
mSp_rep3_319	614804
mSp_rep3_320	522871
mSp_rep3_321	1089384
mSp_rep3_322	69179
mSp_rep3_323	589956
mSp_rep3_324	783202
mSp_rep3_325	251526
mSp_rep3_326	143502
mSp_rep3_327	389814
mSp_rep3_328	466671
mSp_rep3_329	395719
mSp_rep3_330	1143790
mSp_rep3_331	2609133
mSp_rep3_332	317911
mSp_rep3_333	284453
mSp_rep3_334	593145
mSp_rep3_335	335451
mSp_rep3_336	564939
mSp_rep3_337	607357
mSp_rep3_338	842552
mSp_rep3_339	503335
mSp_rep3_340	574612
mSp_rep3_341	703948
mSp_rep3_342	585488
mSp_rep3_343	508120
mSp_rep3_344	1150526
mSp_rep3_345	746001
mSp_rep3_346	565538
mSp_rep3_347	539545
mSp_rep3_348	1079517
mSp_rep3_349	489947
mSp_rep3_350	546907
mSp_rep3_351	949849
mSp_rep3_352	664174
mSp_rep3_353	383053
mSp_rep3_354	301852
mSp_rep3_355	461471
mSp_rep3_356	340544
mSp_rep3_357	426262
mSp_rep3_358	537403
mSp_rep3_359	552801
mSp_rep3_360	539235
mSp_rep3_361	366687
mSp_rep3_362	590845
mSp_rep3_363	823821
mSp_rep3_364	770702
mSp_rep3_365	573606
mSp_rep3_366	73
mSp_rep3_367	914299
mSp_rep3_368	47926
mSp_rep3_369	643535
mSp_rep3_370	576052
mSp_rep3_371	653095
mSp_rep3_372	123
mSp_rep3_373	450422
mSp_rep3_374	485354
mSp_rep3_375	196025
mSp_rep3_376	649609
mSp_rep3_377	758816
mSp_rep3_378	88
mSp_rep3_379	862266
mSp_rep3_380	432949
mSp_rep3_381	608758
mSp_rep3_382	1129774
mSp_rep3_383	501327
mSp_rep3_384	83
