cell	mt_content
mSp_rep3_001	0.026581
mSp_rep3_002	0.142973
mSp_rep3_003	0.030268
mSp_rep3_004	0.008251
mSp_rep3_005	0.015403
mSp_rep3_006	0.009602
mSp_rep3_007	0.010516
mSp_rep3_008	0.025052
mSp_rep3_009	0.032393
mSp_rep3_010	0.042743
mSp_rep3_011	0.032521
mSp_rep3_012	0.012463
mSp_rep3_013	0.019824
mSp_rep3_014	0.012977
mSp_rep3_015	0.006189
mSp_rep3_016	0.048780
mSp_rep3_017	0.016830
mSp_rep3_018	0.024663
mSp_rep3_019	0.013478
mSp_rep3_020	0.035904
mSp_rep3_021	0.008927
mSp_rep3_022	0.024369
mSp_rep3_023	0.021616
mSp_rep3_024	0.018622
mSp_rep3_025	0.018270
mSp_rep3_026	0.083057
mSp_rep3_027	0.017914
mSp_rep3_028	0.000817
mSp_rep3_029	0.010227
mSp_rep3_030	0.040889
mSp_rep3_031	0.022307
mSp_rep3_032	0.056734
mSp_rep3_033	0.000548
mSp_rep3_034	0.009551
mSp_rep3_035	0.019068
mSp_rep3_036	0.024321
mSp_rep3_037	0.018258
mSp_rep3_038	0.010170
mSp_rep3_039	0.010618
mSp_rep3_040	0.695522
mSp_rep3_041	0.028832
mSp_rep3_042	0.225887
mSp_rep3_043	0.014618
mSp_rep3_044	0.022846
mSp_rep3_045	0.004539
mSp_rep3_046	0.031946
mSp_rep3_047	0.030583
mSp_rep3_048	0.057382
mSp_rep3_049	0.014469
mSp_rep3_050	0.021260
mSp_rep3_051	0.012584
mSp_rep3_052	0.020696
mSp_rep3_053	0.020868
mSp_rep3_054	0.013112
mSp_rep3_055	0.036569
mSp_rep3_056	0.020793
mSp_rep3_057	0.004806
mSp_rep3_058	0.008021
mSp_rep3_059	0.273275
mSp_rep3_060	0.011706
mSp_rep3_061	0.021307
mSp_rep3_062	0.009607
mSp_rep3_063	0.007587
mSp_rep3_064	0.005870
mSp_rep3_065	0.015346
mSp_rep3_066	0.028336
mSp_rep3_067	0.018753
mSp_rep3_068	0.002535
mSp_rep3_069	0.019294
mSp_rep3_070	0.008339
mSp_rep3_071	0.011930
mSp_rep3_072	0.027828
mSp_rep3_073	0.026972
mSp_rep3_074	0.032619
mSp_rep3_075	0.028146
mSp_rep3_076	0.018413
mSp_rep3_077	0.023064
mSp_rep3_078	0.018671
mSp_rep3_079	0.027718
mSp_rep3_080	0.024733
mSp_rep3_081	0.000183
mSp_rep3_082	0.017342
mSp_rep3_083	0.031934
mSp_rep3_084	0.027517
mSp_rep3_085	0.055373
mSp_rep3_086	0.060609
mSp_rep3_087	0.007625
mSp_rep3_088	0.021244
mSp_rep3_089	0.021636
mSp_rep3_090	0.008812
mSp_rep3_091	0.008336
mSp_rep3_092	0.816176
mSp_rep3_093	0.020988
mSp_rep3_094	0.014097
mSp_rep3_095	0.024201
mSp_rep3_096	0.003272
mSp_rep3_097	0.019651
mSp_rep3_098	0.005418
mSp_rep3_099	0.005654
mSp_rep3_100	0.014644
mSp_rep3_101	0.008514
mSp_rep3_102	0.023849
mSp_rep3_103	0.024520
mSp_rep3_104	0.016029
mSp_rep3_105	0.076596
mSp_rep3_106	0.038394
mSp_rep3_107	0.001514
mSp_rep3_108	0.032975
mSp_rep3_109	0.003059
mSp_rep3_110	0.012438
mSp_rep3_111	0.018385
mSp_rep3_112	0.040180
mSp_rep3_113	0.016573
mSp_rep3_114	0.031017
mSp_rep3_115	0.012070
mSp_rep3_116	0.038911
mSp_rep3_117	0.050562
mSp_rep3_118	0.011519
mSp_rep3_119	0.030448
mSp_rep3_120	0.017437
mSp_rep3_121	0.043106
mSp_rep3_122	0.029181
mSp_rep3_123	0.023393
mSp_rep3_124	0.035542
mSp_rep3_125	0.027653
mSp_rep3_126	0.020203
mSp_rep3_127	0.030692
mSp_rep3_128	0.005124
mSp_rep3_129	0.045870
mSp_rep3_130	0.050362
mSp_rep3_131	0.012409
mSp_rep3_132	0.017806
mSp_rep3_133	0.001538
