cell	sequencing_depth
mSp_rep3_246	34787
mSp_rep3_247	442268
mSp_rep3_248	196026
mSp_rep3_249	421840
mSp_rep3_250	561215
mSp_rep3_251	303166
mSp_rep3_252	379965
mSp_rep3_253	382591
mSp_rep3_254	340510
mSp_rep3_255	390063
mSp_rep3_256	51
mSp_rep3_257	580424
mSp_rep3_258	183709
mSp_rep3_259	258585
mSp_rep3_260	184598
mSp_rep3_261	105225
mSp_rep3_262	435251
mSp_rep3_263	261884
mSp_rep3_264	245476
mSp_rep3_265	102523
mSp_rep3_266	268892
mSp_rep3_267	459963
mSp_rep3_268	302915
mSp_rep3_269	30003
mSp_rep3_270	41
mSp_rep3_271	473464
mSp_rep3_272	252411
mSp_rep3_273	303492
mSp_rep3_274	69625
mSp_rep3_275	336583
mSp_rep3_276	328113
mSp_rep3_277	305198
mSp_rep3_278	88406
mSp_rep3_279	214554
mSp_rep3_280	107945
mSp_rep3_281	186760
mSp_rep3_282	66798
mSp_rep3_283	121411
mSp_rep3_284	236535
mSp_rep3_285	295116
mSp_rep3_286	336821
mSp_rep3_287	1516585
mSp_rep3_288	601782
mSp_rep3_289	268627
mSp_rep3_290	373096
mSp_rep3_291	383715
mSp_rep3_292	560443
mSp_rep3_293	433099
mSp_rep3_294	385815
mSp_rep3_295	166370
mSp_rep3_296	348565
mSp_rep3_297	370899
mSp_rep3_298	412568
mSp_rep3_299	343422
mSp_rep3_300	590646
mSp_rep3_301	399333
mSp_rep3_302	277573
mSp_rep3_303	118930
mSp_rep3_304	109893
mSp_rep3_305	95686
mSp_rep3_306	345256
mSp_rep3_307	290645
mSp_rep3_308	116755
mSp_rep3_309	196984
mSp_rep3_310	235659
mSp_rep3_311	203119
mSp_rep3_312	66730
mSp_rep3_313	135
mSp_rep3_314	299909
mSp_rep3_315	283138
mSp_rep3_316	357760
mSp_rep3_317	635680
mSp_rep3_318	413307
mSp_rep3_319	351223
mSp_rep3_320	298438
mSp_rep3_321	622135
mSp_rep3_322	39516
mSp_rep3_323	336837
mSp_rep3_324	447570
mSp_rep3_325	143327
mSp_rep3_326	81734
mSp_rep3_327	222174
mSp_rep3_328	266200
mSp_rep3_329	225580
mSp_rep3_330	653215
mSp_rep3_331	1490581
mSp_rep3_332	181227
mSp_rep3_333	162095
mSp_rep3_334	338709
mSp_rep3_335	191203
mSp_rep3_336	322476
mSp_rep3_337	346922
mSp_rep3_338	481370
mSp_rep3_339	287177
mSp_rep3_340	327990
mSp_rep3_341	402218
mSp_rep3_342	334231
mSp_rep3_343	289969
mSp_rep3_344	657105
mSp_rep3_345	426254
mSp_rep3_346	322803
mSp_rep3_347	308027
mSp_rep3_348	616416
mSp_rep3_349	279504
mSp_rep3_350	312202
mSp_rep3_351	542677
mSp_rep3_352	379448
mSp_rep3_353	218272
mSp_rep3_354	172098
mSp_rep3_355	263217
mSp_rep3_356	194129
mSp_rep3_357	243071
mSp_rep3_358	306770
mSp_rep3_359	315603
mSp_rep3_360	307847
mSp_rep3_361	208910
mSp_rep3_362	337379
mSp_rep3_363	470761
mSp_rep3_364	440429
mSp_rep3_365	327425
mSp_rep3_366	34
mSp_rep3_367	522388
mSp_rep3_368	27401
mSp_rep3_369	367622
mSp_rep3_370	328825
mSp_rep3_371	373106
mSp_rep3_372	64
mSp_rep3_373	256914
mSp_rep3_374	276869
mSp_rep3_375	111835
mSp_rep3_376	371113
mSp_rep3_377	433591
mSp_rep3_378	44
mSp_rep3_379	492704
mSp_rep3_380	246898
mSp_rep3_381	347731
mSp_rep3_382	645211
mSp_rep3_383	286043
mSp_rep3_384	41
