Data File Name,mSp_scATAC_High Sensitivity DNA Assay_DEDAE00427_2018-04-22_14-42-26.xad
Data File Path,C:\Users\AgilentP302\Documents\Xi\2018-04-22
Date Created,22 April 2018 13:42:26
Date Last Modified,22 April 2018 14:22:51
Version Created,B.02.09.SI725
Version Last Modified,B.02.09.SI725
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.03
 
Number of Samples Run,11
 
Sample Name,rep7
Number of Events,2121
 
Time,Value
32,0.1333313
32.05,0.1333313
32.1,0.1333313
32.15,0.1333313
32.2,0.1333313
32.25,0.1333313
32.3,0.1333313
32.35,0.1333313
32.4,0.1333313
32.45,0.1333313
32.5,0.1333313
32.55,0.1333313
32.6,0.1333313
32.65,0.1333313
32.7,0.1333313
32.75,0.1333313
32.8,0.1333313
32.85,0.1333313
32.9,0.1333313
32.95,0.1333313
33,9.559871E-02
33.05,5.968062E-02
33.1,5.041856E-02
33.15,0.1005883
33.2,4.818142E-02
33.25,-9.809801E-02
33.3,-0.1618358
33.35,-0.1413177
33.4,-3.663767E-02
33.45,6.671767E-02
33.5,8.368631E-02
33.55,4.948279E-02
33.6,-1.529254E-02
33.65,-4.239682E-02
33.7,-5.583538E-02
33.75,-0.13214
33.8,-5.993906E-02
33.85,3.408147E-02
33.9,4.378284E-02
33.95,4.753499E-02
34,9.168474E-02
34.05,0.1197379
34.1,6.175473E-02
34.15,7.329954E-02
34.2,0.1453327
34.25,8.787663E-02
34.3,-7.822511E-02
34.35,-0.1881912
34.4,-0.2095534
34.45,-0.1888849
34.5,-0.1547508
34.55,-0.1166556
34.6,-4.657007E-02
34.65,-8.805871E-02
34.7,-0.1276883
34.75,-0.1456068
34.8,-0.2141407
34.85,-0.2768276
34.9,-0.240102
34.95,-0.309608
35,-0.2266866
35.05,-0.1837349
35.1,-0.1375294
35.15,-0.1646035
35.2,-0.1347956
35.25,-6.873336E-02
35.3,-1.565863E-02
35.35,-0.0740375
35.4,-0.1242579
35.45,-0.1742648
35.5,-0.2442025
35.55,-0.3113395
35.6,-0.3242799
35.65,-0.3272
35.7,-0.3453708
35.75,-0.3294514
35.8,-0.2899555
35.85,-0.2381553
35.9,-0.2329234
35.95,-0.2345637
36,-0.2314433
36.05,-0.266267
36.1,-0.2884616
36.15,-0.2265591
36.2,-0.2639671
36.25,-0.264891
36.3,-0.2258113
36.35,-0.2878929
36.4,-0.3943338
36.45,-0.366579
