Data File Name,mSp_scATAC_High Sensitivity DNA Assay_DEDAE00427_2018-04-22_14-42-26.xad
Data File Path,C:\Users\AgilentP302\Documents\Xi\2018-04-22
Date Created,22 April 2018 13:42:26
Date Last Modified,22 April 2018 14:22:51
Version Created,B.02.09.SI725
Version Last Modified,B.02.09.SI725
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.03
 
Number of Samples Run,11
 
Sample Name,rep10
Number of Events,2121
 
Time,Value
32,-3.24833E-03
32.05,0.1498755
32.1,9.305892E-02
32.15,2.422579E-02
32.2,-0.1374061
32.25,-0.2396701
32.3,-0.2645401
32.35,-0.2111922
32.4,-0.113367
32.45,3.401293E-02
32.5,0.1839321
32.55,0.2217217
32.6,0.1329143
32.65,1.11084E-03
32.7,-2.297501E-02
32.75,-0.1480116
32.8,-0.1808139
32.85,-0.127387
32.9,4.270782E-02
32.95,0.1931954
33,0.2093333
33.05,0.1921305
33.1,0.2466555
33.15,0.216315
33.2,0.1580072
33.25,2.221239E-02
33.3,-5.334475E-02
33.35,-6.558031E-02
33.4,-7.108623E-02
33.45,-5.385228E-02
33.5,-3.412358E-02
33.55,-6.435444E-03
33.6,-7.738676E-02
33.65,-0.1166544
33.7,-8.096847E-02
33.75,8.114883E-02
33.8,3.559818E-03
33.85,-4.359295E-02
33.9,-9.654493E-02
33.95,-7.093511E-02
34,-6.328991E-02
34.05,5.125212E-02
34.1,6.871703E-02
34.15,1.525841E-02
34.2,-0.1249764
34.25,-0.2907615
34.3,-0.4525042
34.35,-0.5565835
34.4,-0.5139543
34.45,-0.3849244
34.5,-0.2084077
34.55,-0.12208
34.6,8.744065E-03
34.65,-2.650799E-02
34.7,-0.1656628
34.75,-0.3642455
34.8,-0.402878
34.85,-0.4550619
34.9,-0.4461217
34.95,-0.4671091
35,-0.3639476
35.05,-0.2068621
35.1,-9.439144E-02
35.15,-5.090211E-02
35.2,-9.18764E-04
35.25,-3.773183E-03
35.3,-0.1556788
35.35,-0.3663147
35.4,-0.5059111
35.45,-0.3906984
35.5,-0.240248
35.55,-9.530379E-02
35.6,1.793797E-02
35.65,0.1491387
35.7,2.779074E-02
35.75,-9.149785E-02
35.8,-0.2073103
35.85,-0.2202091
35.9,-0.3677256
35.95,-0.4988615
36,-0.5510356
36.05,-0.4505875
36.1,-0.3397626
36.15,-0.3131359
36.2,-0.3342836
36.25,-0.3881904
36.3,-0.4432884
