Data File Name,mSp_scATAC_High Sensitivity DNA Assay_DEDAE00427_2018-04-22_14-42-26.xad
Data File Path,C:\Users\AgilentP302\Documents\Xi\2018-04-22
Date Created,22 April 2018 13:42:26
Date Last Modified,22 April 2018 14:22:51
Version Created,B.02.09.SI725
Version Last Modified,B.02.09.SI725
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.03
 
Number of Samples Run,11
 
Sample Name,rep8
Number of Events,2121
 
Time,Value
32,-0.2157288
32.05,-0.2157288
32.1,-0.2157288
32.15,-0.2157288
32.2,-0.2157288
32.25,-0.2157288
32.3,-0.2157288
32.35,-0.2157288
32.4,-0.2157288
32.45,-0.2157288
32.5,-0.2157288
32.55,-0.2157288
32.6,-0.2735014
32.65,-0.2385096
32.7,-5.254956E-02
32.75,0.1238954
32.8,0.2112179
32.85,0.1879952
32.9,0.2138228
32.95,0.1010082
33,-3.363479E-02
33.05,-1.561208E-02
33.1,0.1020348
33.15,4.059343E-02
33.2,3.383707E-02
33.25,-0.031333
33.3,5.429994E-02
33.35,4.390578E-02
33.4,-1.804203E-02
33.45,-6.132211E-02
33.5,-5.893897E-02
33.55,-0.1469568
33.6,-0.1976149
33.65,-0.2013845
33.7,-0.1436964
33.75,-3.658823E-02
33.8,4.137175E-02
33.85,4.912572E-02
33.9,1.858902E-02
33.95,0.0261019
34,-5.922385E-02
34.05,-0.1596236
34.1,-0.2224358
34.15,-0.1728283
34.2,-0.1498007
34.25,-0.1486359
34.3,-0.152116
34.35,1.597793E-02
34.4,-3.828014E-02
34.45,-7.674901E-02
34.5,-0.2247542
34.55,-0.2371441
34.6,-0.299395
34.65,-0.3750448
34.7,-0.3443214
34.75,-0.190615
34.8,-5.492419E-02
34.85,-9.702712E-03
34.9,-7.426328E-02
34.95,-0.1595467
35,-0.1619537
35.05,-0.2368761
35.1,-0.1744466
35.15,-2.662475E-02
35.2,0.161005
35.25,0.2984958
35.3,0.3390756
35.35,0.2886796
35.4,0.3607627
35.45,0.248588
35.5,0.0706876
35.55,-0.1772561
35.6,-0.2538821
35.65,-0.3235267
35.7,-0.4614029
35.75,-0.5633023
35.8,-0.5061849
35.85,-0.4401802
35.9,-0.4442921
35.95,-0.4300822
36,-0.3354431
36.05,-0.2514955
36.1,-0.3193587
36.15,-0.4481037
36.2,-0.530555
36.25,-0.4565624
36.3,-0.4656934
36.35,-0.3945303
36.4,-0.380089
