Data File Name,mSp_scATAC_High Sensitivity DNA Assay_DEDAE00427_2018-04-22_14-42-26.xad
Data File Path,C:\Users\AgilentP302\Documents\Xi\2018-04-22
Date Created,22 April 2018 13:42:26
Date Last Modified,22 April 2018 14:22:51
Version Created,B.02.09.SI725
Version Last Modified,B.02.09.SI725
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.03
 
Number of Samples Run,11
 
Sample Name,rep1
Number of Events,2121
 
Time,Value
32,6.661987E-02
32.05,6.661987E-02
32.1,6.661987E-02
32.15,6.661987E-02
32.2,6.661987E-02
32.25,6.661987E-02
32.3,6.661987E-02
32.35,6.661987E-02
32.4,6.661987E-02
32.45,6.661987E-02
32.5,6.661987E-02
32.55,6.661987E-02
32.6,6.661987E-02
32.65,6.661987E-02
32.7,6.661987E-02
32.75,6.661987E-02
32.8,6.661987E-02
32.85,6.661987E-02
32.9,-0.1379936
32.95,-0.225046
33,-0.2124701
33.05,-6.206363E-02
33.1,7.078578E-02
33.15,0.1905884
33.2,0.2473775
33.25,0.231822
33.3,0.1454997
33.35,2.134116E-02
33.4,-6.598757E-02
33.45,-8.108597E-02
33.5,-5.727195E-02
33.55,-5.837491E-02
33.6,-6.138181E-02
33.65,-5.892305E-02
33.7,6.89097E-03
33.75,6.424139E-02
33.8,6.704699E-02
33.85,4.636565E-02
33.9,2.940612E-02
33.95,1.988787E-02
34,1.069615E-02
34.05,5.399039E-02
34.1,7.170627E-02
34.15,4.492379E-02
34.2,-1.706759E-03
34.25,-2.374352E-02
34.3,7.694361E-02
34.35,0.1886786
34.4,0.29128
34.45,0.3819073
34.5,0.2663129
34.55,6.898308E-02
34.6,-0.1651917
34.65,-0.2517018
34.7,-4.531779E-02
34.75,0.1091816
34.8,0.2268362
34.85,0.3423981
34.9,0.2270411
34.95,0.2029051
35,5.022593E-03
35.05,-6.647604E-02
35.1,-0.1993417
35.15,-0.2611551
35.2,-0.161372
35.25,4.218418E-02
35.3,0.1164512
35.35,8.953319E-02
35.4,3.534146E-02
35.45,7.798799E-02
35.5,2.982805E-02
35.55,8.615805E-02
35.6,0.1871094
35.65,0.2918414
35.7,0.3117527
35.75,0.2373099
35.8,0.1236088
35.85,-3.227968E-02
35.9,-9.070791E-02
35.95,2.916565E-02
36,0.1629462
36.05,0.209405
36.1,0.1657309
36.15,0.114863
36.2,0.1172336
36.25,0.1604717
36.3,0.2325656
