Data File Name,mSp_scATAC_High Sensitivity DNA Assay_DEDAE00427_2018-02-21_18-47-26.xad
Data File Path,C:\Users\AgilentP302\Documents\Xi\2018-02-21
Date Created,21 February 2018 18:47:25
Date Last Modified,21 February 2018 19:20:12
Version Created,B.02.09.SI725
Version Last Modified,B.02.09.SI725
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.03
 
Number of Samples Run,8
 
Sample Name,N2
Number of Events,2121
 
Time,Value
32,0.1797358
32.05,0.1128474
32.1,1.577515E-02
32.15,-1.557698E-02
32.2,-8.496246E-02
32.25,-0.0455065
32.3,-0.1124334
32.35,-4.981126E-02
32.4,-6.863561E-02
32.45,-0.1326731
32.5,-8.217065E-02
32.55,-8.728965E-02
32.6,7.039068E-02
32.65,0.0574354
32.7,0.1505965
32.75,0.1350485
32.8,0.0259891
32.85,0.0288026
32.9,-0.1221729
32.95,-4.342699E-02
33,-8.256342E-02
33.05,-6.733292E-02
33.1,-3.925765E-02
33.15,-2.790765E-03
33.2,0.1948275
33.25,0.1156374
33.3,6.513411E-02
33.35,-4.851878E-02
33.4,-0.1244234
33.45,-0.1712224
33.5,-9.422205E-02
33.55,-8.212366E-02
33.6,-0.2605494
33.65,-0.3448682
33.7,-0.2818387
33.75,-0.3024783
33.8,-6.594002E-02
33.85,1.249063E-02
33.9,-0.1996331
33.95,-0.3938336
34,-0.4241619
34.05,-0.5019152
34.1,-0.5503836
34.15,-0.4737903
34.2,-0.4579736
34.25,-0.3722534
34.3,-0.2797506
34.35,-0.3189144
34.4,-0.4299818
34.45,-0.5815144
34.5,-0.6383413
34.55,-0.645835
34.6,-0.5744445
34.65,-0.4697358
34.7,-0.5192897
34.75,-0.4903091
34.8,-0.7100363
34.85,-0.6940644
34.9,-0.5027263
34.95,-0.2537396
35,-0.189244
35.05,-0.2377226
35.1,-0.2181056
35.15,-0.418545
35.2,-0.4206925
35.25,-0.4602817
35.3,-0.4927827
35.35,-0.3895468
35.4,-4.759537E-02
35.45,6.256033E-02
35.5,-9.191521E-02
35.55,-0.3317815
35.6,-0.6487657
35.65,-0.7399385
35.7,-0.6907234
35.75,-0.6375483
35.8,-0.3831328
35.85,-0.1686466
35.9,-0.2696852
35.95,-0.3720798
36,-0.4351171
36.05,-0.5551311
36.1,-0.6340926
36.15,-0.4011734
36.2,-0.4249057
36.25,-0.4800613
36.3,-0.4362695
36.35,-0.5268057
36.4,-0.6596662
36.45,-0.6554524
36.5,-0.4339896
36.55,-0.3937152
36.6,-0.3501477
36.65,-0.3181145
36.7,-0.3735227
36.75,-0.3710099
36.8,-0.5192393
36.85,-0.6393055
36.9,-0.5644787
36.95,-0.3587095
37,-0.3823933
37.05,-0.4615006
37.1,-0.56678
37.15,-0.6643537
37.2,-0.4912907
37.25,-0.2938154
37.3,-0.5020006
37.35,-0.7228272
37.4,-0.7604738
37.45,-0.8336012
37.5,-0.8700851
37.55,-0.9011878
37.6,-0.9244396
37.65,-0.9576116
37.7,-0.9196028
37.75,-0.9199479
37.8,-0.8746672
37.85,-0.8739669
37.9,-0.9611087
37.95,-1.112936
38,-1.103971
38.05,-1.045788
