Data File Name,mSp_scATAC_High Sensitivity DNA Assay_DEDAE00427_2018-04-22_14-42-26.xad
Data File Path,C:\Users\AgilentP302\Documents\Xi\2018-04-22
Date Created,22 April 2018 13:42:26
Date Last Modified,22 April 2018 14:22:51
Version Created,B.02.09.SI725
Version Last Modified,B.02.09.SI725
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.03
 
Number of Samples Run,11
 
Sample Name,rep11
Number of Events,2121
 
Time,Value
32,0.137918
32.05,0.151294
32.1,6.305432E-02
32.15,-0.0674075
32.2,-0.1596392
32.25,-0.1759298
32.3,-0.1424418
32.35,-9.035534E-02
32.4,-8.619121E-03
32.45,7.201651E-03
32.5,-5.094753E-02
32.55,-0.2526882
32.6,-0.3484234
32.65,-0.4448586
32.7,-0.44033
32.75,-0.3651505
32.8,-0.2273539
32.85,-0.1154155
32.9,1.497011E-02
32.95,0.1267004
33,0.2160449
33.05,0.2466816
33.1,0.1634204
33.15,8.271415E-02
33.2,-6.678955E-02
33.25,-0.2564954
33.3,-0.3624793
33.35,-0.3189568
33.4,-0.2540573
33.45,-0.1987789
33.5,-0.2037523
33.55,-0.1867197
33.6,-0.2169036
33.65,-0.2462482
33.7,-0.2409796
33.75,-0.1990081
33.8,-0.1127785
33.85,-3.965957E-02
33.9,-5.884708E-02
33.95,-9.506529E-02
34,-9.169685E-02
34.05,-0.1019449
34.1,-0.1878165
34.15,-0.2336571
34.2,-0.2203262
34.25,-0.2614392
34.3,-0.3474728
34.35,-0.3701157
34.4,-0.3287695
34.45,-0.2774874
34.5,-0.2623437
34.55,-0.2520798
34.6,-0.1968835
34.65,-0.1857517
34.7,-0.2461574
34.75,-0.1995989
34.8,-0.2329934
34.85,-0.2873129
34.9,-0.3176011
34.95,-0.283492
35,-0.2544338
35.05,-0.2200063
35.1,-0.2256966
35.15,-0.150655
35.2,3.614319E-02
35.25,0.3433694
35.3,0.6929905
35.35,0.8252174
35.4,0.6589047
35.45,0.2879612
35.5,-9.661009E-02
35.55,-0.3811726
35.6,-0.40959
35.65,-0.2679898
35.7,-0.1369446
35.75,-9.332633E-02
35.8,-0.1679127
35.85,-0.3073757
35.9,-0.3974815
35.95,-0.4323259
36,-0.4068588
36.05,-0.2773258
36.1,-0.1009903
36.15,2.121753E-02
36.2,4.369077E-02
36.25,-8.259203E-02
36.3,-0.2082271
36.35,-0.30399
36.4,-0.4855244
