cell	sequencing_depth
SRR1780237	336875
SRR1780238	120535
SRR1780239	374464
SRR1780240	146088
SRR1780241	518073
SRR1780242	131113
SRR1780243	521052
SRR1780244	101411
SRR1780245	401526
SRR1780246	60524
SRR1780247	516102
SRR1780248	104923
SRR1780249	268412
SRR1780250	60548
SRR1780251	259359
SRR1780252	35598
SRR1780253	399124
SRR1780254	61123
SRR1780255	596595
SRR1780256	156545
SRR1780257	387907
SRR1780258	84150
SRR1780259	632098
SRR1780260	180988
SRR1780261	324148
SRR1780262	68376
SRR1780263	431894
SRR1780264	79178
SRR1780265	444093
SRR1780266	81427
SRR1780267	568509
SRR1780268	111140
SRR1780269	370380
SRR1780270	52845
SRR1780271	381643
SRR1780272	78686
SRR1780273	666967
SRR1780274	120876
SRR1780275	443033
SRR1780276	67735
SRR1780277	629238
SRR1780278	95990
SRR1780279	470510
SRR1780280	103870
SRR1780281	426363
SRR1780282	105939
SRR1780283	767925
SRR1780284	174925
SRR1780285	524936
SRR1780286	118567
SRR1780287	471704
SRR1780288	116050
SRR1780289	533206
SRR1780290	119808
SRR1780291	617175
SRR1780292	152952
SRR1780293	362230
SRR1780294	72774
SRR1780295	1361230
SRR1780296	126175
SRR1780297	726117
SRR1780298	159512
SRR1780299	348089
SRR1780300	69235
SRR1780301	667429
SRR1780302	135346
SRR1780303	1305947
SRR1780304	273995
SRR1780305	433317
SRR1780306	70412
SRR1780307	538644
SRR1780308	128330
SRR1780309	815276
SRR1780310	267228
SRR1780311	452066
SRR1780312	118937
SRR1780313	468599
SRR1780314	131404
SRR1780315	372287
SRR1780316	86195
SRR1780317	535190
SRR1780318	86935
SRR1780319	531200
SRR1780320	135549
SRR1780321	59228
SRR1780322	17069
SRR1780323	669005
SRR1780324	139075
SRR1780325	488466
SRR1780326	115313
SRR1780327	731141
SRR1780328	146323
SRR1780329	543534
SRR1780330	103264
SRR1780331	764323
SRR1780332	197953
SRR1780333	385936
SRR1780334	85017
SRR1780335	356993
SRR1780336	99754
SRR1780337	537107
SRR1780338	82332
SRR1780339	565818
SRR1780340	50376
SRR1780341	518640
SRR1780342	77161
SRR1780343	437044
SRR1780344	82757
SRR1780345	54942
SRR1780346	7926
SRR1780347	139084
SRR1780348	26900
SRR1780349	317254
SRR1780350	29371
SRR1780351	510376
SRR1780352	146109
SRR1780353	366887
SRR1780354	85625
SRR1780355	640958
SRR1780356	46455
SRR1780357	614670
SRR1780358	65692
SRR1780359	557103
SRR1780360	45557
SRR1780361	282658
SRR1780362	33933
SRR1780363	87414
SRR1780364	6018
SRR1780365	545830
SRR1780366	47571
SRR1780367	72903
SRR1780368	7020
SRR1780369	222468
SRR1780370	18701
SRR1780371	93460
SRR1780372	6754
SRR1780373	387114
SRR1780374	54261
SRR1780375	517268
SRR1780376	46224
SRR1780377	168880
SRR1780378	10984
SRR1780379	458378
SRR1780380	43894
SRR1780381	92043
SRR1780382	6338
SRR1780383	411061
SRR1780384	30765
SRR1780385	221359
SRR1780386	55845
SRR1780387	559521
SRR1780388	37724
SRR1780389	553284
SRR1780390	46267
SRR1780391	124603
SRR1780392	18161
SRR1780393	204396
SRR1780394	19391
SRR1780395	468305
SRR1780396	45264
SRR1780397	82229
SRR1780398	6748
SRR1780399	972262
SRR1780400	54532
SRR1780401	529068
SRR1780402	44688
SRR1780403	855183
SRR1780404	55791
SRR1780405	901408
SRR1780406	93619
SRR1780407	636062
SRR1780408	70690
SRR1780409	232121
SRR1780410	39194
SRR1780411	113939
SRR1780412	16345
SRR1780413	149469
SRR1780414	18111
SRR1780415	277156
SRR1780416	43601
SRR1780417	747757
SRR1780418	89717
SRR1780419	645847
SRR1780420	91958
SRR1780421	678052
SRR1780422	80091
SRR1780423	819575
SRR1780424	132965
SRR1780425	160696
SRR1780426	12226
SRR1780427	571250
SRR1780428	44311
SRR1780429	545790
SRR1780430	70563
SRR1780431	308729
SRR1780432	15269
SRR1780433	327079
SRR1780434	59872
SRR1780435	437058
SRR1780436	45916
SRR1780437	480634
SRR1780438	59636
SRR1780439	491299
SRR1780440	59551
SRR1780441	60517
SRR1780442	9229
SRR1780443	408685
SRR1780444	63465
SRR1780445	401338
SRR1780446	46500
SRR1780447	588209
SRR1780448	81513
SRR1780449	469946
SRR1780450	35625
SRR1780451	902174
SRR1780452	89667
SRR1780453	525951
SRR1780454	49769
SRR1780455	547733
SRR1780456	76419
SRR1780457	594734
SRR1780458	135553
SRR1780459	564573
SRR1780460	77332
SRR1780461	469921
SRR1780462	80982
SRR1780463	75877
SRR1780464	8905
SRR1780465	531490
SRR1780466	70568
SRR1780467	90450
SRR1780468	8098
SRR1780469	511167
SRR1780470	106527
SRR1780471	679519
SRR1780472	127847
SRR1780473	472527
SRR1780474	39487
SRR1780475	99917
SRR1780476	7537
SRR1780477	458858
SRR1780478	45710
SRR1780479	670635
SRR1780480	85608
SRR1780481	287825
SRR1780482	65507
SRR1780483	285510
SRR1780484	25926
SRR1780485	84926
SRR1780486	10437
SRR1780487	86545
SRR1780488	7806
SRR1780489	63288
SRR1780490	7673
SRR1780491	81459
SRR1780492	8609
SRR1780493	542679
SRR1780494	62264
SRR1780495	716144
SRR1780496	56298
SRR1780497	560103
SRR1780498	51228
SRR1780499	582944
SRR1780500	54809
SRR1780501	314993
SRR1780502	49136
SRR1780503	630740
SRR1780504	64579
SRR1780505	451730
SRR1780506	57553
SRR1780507	278922
SRR1780508	41078
SRR1780509	397780
SRR1780510	54426
SRR1780511	436888
SRR1780512	55171
SRR1780513	313905
SRR1780514	46112
SRR1780515	86324
SRR1780516	9406
SRR1780517	427417
SRR1780518	77485
SRR1780519	769881
SRR1780520	78537
SRR1780521	267063
SRR1780522	21982
SRR1780523	474110
SRR1780524	18900
SRR1780525	73629
SRR1780526	4898
SRR1780527	495827
SRR1780528	31350
SRR1780529	286930
SRR1780530	19039
SRR1780531	133977
SRR1780532	9882
SRR1780533	438936
SRR1780534	33705
SRR1780535	567268
SRR1780536	50836
SRR1780537	767883
SRR1780538	51682
SRR1780539	56791
SRR1780540	2502
SRR1780541	3351
SRR1780542	253
SRR1780543	239729
SRR1780544	12723
SRR1780545	31848
