cell	sequencing_depth
mSp_rep3_001	628839
mSp_rep3_002	132624
mSp_rep3_003	2505078
mSp_rep3_004	671002
mSp_rep3_005	579094
mSp_rep3_006	553524
mSp_rep3_007	471382
mSp_rep3_008	790136
mSp_rep3_009	604275
mSp_rep3_010	561477
mSp_rep3_011	558378
mSp_rep3_012	627054
mSp_rep3_013	537572
mSp_rep3_014	468887
mSp_rep3_015	471153
mSp_rep3_016	661154
mSp_rep3_017	328236
mSp_rep3_018	244984
mSp_rep3_019	279205
mSp_rep3_020	348715
mSp_rep3_021	267233
mSp_rep3_022	397107
mSp_rep3_023	333656
mSp_rep3_024	563022
mSp_rep3_025	484578
mSp_rep3_026	124558
mSp_rep3_027	640249
mSp_rep3_028	566154
mSp_rep3_029	485773
mSp_rep3_030	578181
mSp_rep3_031	972387
mSp_rep3_032	581884
mSp_rep3_033	1636829
mSp_rep3_034	498160
mSp_rep3_035	1354502
mSp_rep3_036	148022
mSp_rep3_037	480032
mSp_rep3_038	395156
mSp_rep3_039	493141
mSp_rep3_040	15683
mSp_rep3_041	278221
mSp_rep3_042	52823
mSp_rep3_043	495031
mSp_rep3_044	363393
mSp_rep3_045	264847
mSp_rep3_046	1000995
mSp_rep3_047	276465
mSp_rep3_048	245630
mSp_rep3_049	723693
mSp_rep3_050	578220
mSp_rep3_051	700379
mSp_rep3_052	569782
mSp_rep3_053	1173709
mSp_rep3_054	764919
mSp_rep3_055	420354
mSp_rep3_056	594562
mSp_rep3_057	633260
mSp_rep3_058	526964
mSp_rep3_059	28576
mSp_rep3_060	596445
mSp_rep3_061	1070637
mSp_rep3_062	391080
mSp_rep3_063	382659
mSp_rep3_064	659435
mSp_rep3_065	477727
mSp_rep3_066	435937
mSp_rep3_067	187954
mSp_rep3_068	288897
mSp_rep3_069	461323
mSp_rep3_070	946973
mSp_rep3_071	435803
mSp_rep3_072	564403
mSp_rep3_073	647662
mSp_rep3_074	290761
mSp_rep3_075	562474
mSp_rep3_076	613070
mSp_rep3_077	413925
mSp_rep3_078	752565
mSp_rep3_079	555447
mSp_rep3_080	408132
mSp_rep3_081	4758329
mSp_rep3_082	683733
mSp_rep3_083	525907
mSp_rep3_084	383725
mSp_rep3_085	555366
mSp_rep3_086	345604
